McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
3,12,0,0,7.5,13,385,41,0,13,55.5,2,0,2,1.0,2,653.0,2,8.5,13,0,1,302,0
1,3,0,0,4.0,4,522,0,0,4,38.0,1,0,1,0.0,0,506.0,1,4.0,4,0,1,522,0
1,3,0,0,4.0,4,981,0,0,4,97.0,1,0,1,0.0,0,9.0,1,4.0,4,0,1,981,0
1,3,0,0,4.0,4,1814,0,0,4,38.0,1,0,1,0.0,0,507.0,1,4.0,4,0,1,1814,0
1,3,0,0,4.0,4,1842,0,0,4,24.0,1,0,1,0.0,0,573.0,1,4.0,4,0,1,1842,0
2,11,1,0,14.0,14,494,0,0,14,53.0,1,0,1,0.0,0,1340.0,1,14.0,14,0,3,494,0
3,10,0,0,6.333333333333333,23,1005,116,1,13,54.333333333333336,6,0,6,4.166666666666667,11,429.6666666666667,3,10.5,23,0,3,308,0
1,3,0,0,4.0,4,1030,0,0,4,71.0,1,0,1,0.0,0,276.0,1,4.0,4,0,1,1030,0
12,58,0,0,7.230769230769231,38,627,22,1,50,60.92307692307692,13,0,13,3.3846153846153846,6,448.0,6,10.615384615384615,38,0,3,337,2
3,11,0,0,6.333333333333333,13,1332,172,0,13,39.333333333333336,3,0,3,2.0,3,1729.0,2,8.333333333333334,13,0,2,815,0
1,3,0,0,2.0,2,1010,0,0,2,57.0,1,0,1,0.0,0,107.0,1,2.0,2,0,1,1010,0
1,3,0,0,2.0,2,1010,0,0,2,57.0,1,0,1,0.0,0,107.0,1,2.0,2,0,1,1010,0
1,3,0,0,4.0,4,1010,0,0,4,57.0,1,0,1,0.0,0,107.0,1,4.0,4,0,1,1010,0
3,18,0,0,23.0,23,1008,0,0,23,30.0,1,0,1,0.0,0,31.0,1,23.0,23,0,1,1008,0
1,3,0,0,4.0,4,1011,0,0,4,14.0,1,0,1,0.0,0,216.0,1,4.0,4,0,1,1011,0
5,15,0,0,16.0,16,1008,0,0,16,21.0,1,0,1,0.0,0,161.0,1,16.0,16,0,1,1008,0
1,3,0,0,4.0,4,644,0,0,4,85.0,1,0,1,0.0,0,3444.0,1,4.0,4,0,1,644,0
2,21,0,0,19.0,19,1779,0,1,19,56.0,1,0,1,0.0,0,455.0,1,19.0,19,0,3,1779,0
4,23,0,0,15.0,27,1010,21,0,27,55.5,2,0,2,1.5,3,107.0,1,16.5,27,0,1,968,0
5,28,0,0,37.0,37,561,0,0,37,49.0,1,0,1,0.0,0,741.0,1,37.0,37,0,1,561,0
2,7,0,0,8.0,8,1008,0,0,8,21.0,1,0,1,0.0,0,161.0,1,8.0,8,0,1,1008,0
1,4,0,0,6.0,6,5326,0,0,6,186.0,1,0,1,0.0,0,2598.0,1,6.0,6,0,2,5326,0
6,20,0,0,21.0,21,1008,0,0,21,21.0,1,0,1,0.0,0,161.0,1,21.0,21,0,2,1008,0
1,3,0,0,2.5,4,4762,123,0,4,48.5,2,0,2,0.5,1,1425.0,2,3.0,4,1,1,4516,0
2,5,0,0,6.0,6,1332,0,0,6,20.0,1,0,1,0.0,0,14.0,1,6.0,6,0,3,1332,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,4,0,0,5.0,5,936,0,0,5,31.0,1,0,1,0.0,0,76.0,1,5.0,5,0,1,936,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
2,8,0,0,6.5,8,3788,286,0,9,47.0,2,0,2,2.0,4,4892.0,1,8.5,9,0,1,3215,0
1,2,0,0,3.0,3,5925,0,0,3,15.0,1,0,1,0.0,0,918.0,1,3.0,3,0,1,5925,0
1,12,0,0,13.0,13,3843,0,0,13,38.0,1,0,1,0.0,0,4892.0,1,13.0,13,0,1,3843,0
1,3,0,0,2.5,4,298,23,0,4,156.5,2,0,2,0.5,1,4051.5,2,3.0,4,0,2,252,0
1,4,0,0,5.0,5,1903,0,0,5,81.0,1,0,1,0.0,0,400.0,1,5.0,5,0,1,1903,0
3,5,0,0,4.5,6,1937,221,0,8,49.5,2,0,2,0.5,1,2.5,2,5.0,6,0,1,1495,0
1,3,0,0,4.0,4,1228,0,0,4,118.0,1,0,1,0.0,0,17014.0,1,4.0,4,0,1,1228,0
1,3,0,0,4.0,4,436,0,0,4,97.0,1,0,1,0.0,0,15098.0,1,4.0,4,0,1,436,0
1,3,0,0,2.5,4,674,211,0,4,168.0,2,0,2,0.5,1,4051.5,2,3.0,4,0,2,252,0
1,3,0,0,4.0,4,3288,0,0,4,92.0,1,0,1,0.0,0,17014.0,1,4.0,4,0,1,3288,0
1,3,0,0,4.0,4,660,0,0,4,50.0,1,0,1,0.0,0,200.0,1,4.0,4,0,1,660,0
2,6,0,0,7.0,7,1586,0,0,7,54.0,1,0,1,0.0,0,44.0,1,7.0,7,0,1,1586,0
1,3,0,0,4.0,4,2097,0,0,4,88.0,1,0,1,0.0,0,257.0,1,4.0,4,0,1,2097,0
1,3,0,0,3.0,4,2133,0,2,4,93.0,2,0,2,1.0,2,17014.0,1,4.0,4,0,1,2132,0
6,30,0,0,36.0,36,154,0,0,36,37.0,1,0,1,0.0,0,967.0,1,36.0,36,0,4,154,1
1,3,0,0,4.0,4,122,0,0,4,91.0,1,0,1,0.0,0,967.0,1,4.0,4,0,1,122,0
1,6,0,0,7.0,7,154,0,0,7,37.0,1,0,1,0.0,0,967.0,1,7.0,7,0,3,154,0
1,3,0,0,7.0,12,786,291,0,14,33.5,2,0,2,0.0,0,185.0,1,7.0,12,0,1,204,0
1,3,0,0,4.0,4,169,0,0,4,32.0,1,0,1,0.0,0,130.0,1,4.0,4,0,3,169,0
1,4,0,0,5.0,5,169,0,0,5,32.0,1,0,1,0.0,0,130.0,1,5.0,5,0,2,169,0
1,3,0,0,4.0,4,786,0,0,4,13.0,1,0,1,0.0,0,185.0,1,4.0,4,0,1,786,0
2,6,0,0,10.0,14,1641,108,1,10,17.0,2,0,2,5.0,10,121.0,1,15.0,16,0,2,1424,0
1,3,0,0,5.0,5,274,0,0,5,99.0,1,0,1,0.0,0,659.0,1,5.0,5,0,1,274,0
1,3,0,0,4.0,4,490,0,0,4,38.0,1,0,1,0.0,0,2853.0,1,4.0,4,1,1,490,0
1,3,0,0,4.0,4,409,0,1,4,48.0,1,0,1,0.0,0,2853.0,1,4.0,4,0,1,409,0
1,3,0,0,4.0,4,1816,0,0,4,40.0,1,0,1,0.0,0,429.0,1,4.0,4,0,1,1816,0
1,3,0,0,2.3333333333333335,4,4538,145,1,4,50.666666666666664,3,0,3,1.0,2,1263.0,1,3.3333333333333335,4,0,1,4101,0
4,14,0,0,8.25,31,4224,455,1,19,45.125,8,0,8,5.875,19,500.0,5,14.125,31,0,5,582,0
1,5,0,0,3.0,5,1589,27,0,6,90.0,2,0,2,0.0,0,1248.0,1,3.0,5,0,2,1535,0
2,5,0,0,6.0,6,1738,0,0,6,49.0,1,0,1,0.0,0,1873.0,1,6.0,6,0,1,1738,0
2,5,0,0,7.0,7,1507,0,0,7,40.0,1,0,1,0.0,0,1873.0,1,7.0,7,0,1,1507,0
1,2,0,0,4.0,4,2231,0,0,4,37.0,1,0,1,0.0,0,703.0,1,4.0,4,0,1,2231,0
1,3,0,0,4.0,4,1444,0,0,4,56.0,1,0,1,0.0,0,1065.0,1,4.0,4,0,1,1444,0
1,4,0,0,5.0,5,1225,0,0,5,91.0,1,0,1,0.0,0,257.0,1,5.0,5,0,1,1225,0
1,3,0,0,4.0,4,1693,0,0,4,63.0,1,0,1,0.0,0,257.0,1,4.0,4,0,2,1693,0
3,11,0,0,6.0,13,1852,542,0,13,44.333333333333336,3,0,3,1.6666666666666667,3,1066.3333333333333,3,7.666666666666667,13,0,4,224,0
2,3,0,0,4.0,4,771,0,0,4,48.0,1,0,1,0.0,0,1873.0,1,4.0,4,0,2,771,0
2,9,0,0,5.0,13,2376,748,1,13,52.666666666666664,3,0,3,0.6666666666666666,1,141.33333333333334,3,5.666666666666667,13,0,4,131,0
1,3,0,0,4.0,4,3347,0,0,4,49.0,1,0,1,0.0,0,1876.0,1,4.0,4,0,1,3347,0
1,3,0,0,4.0,4,387,0,0,4,41.0,1,0,1,0.0,0,391.0,1,4.0,4,0,2,387,0
1,3,0,0,4.0,4,388,0,0,4,24.0,1,0,1,0.0,0,391.0,1,4.0,4,0,2,388,0
2,3,0,0,4.0,4,1738,0,0,4,49.0,1,0,1,0.0,0,1873.0,1,4.0,4,0,1,1738,0
1,3,0,0,4.0,4,1738,0,0,4,49.0,1,0,1,0.0,0,1873.0,1,4.0,4,0,1,1738,0
2,11,0,0,12.0,12,1039,0,0,12,45.0,1,0,1,0.0,0,8.0,1,12.0,12,0,1,1039,0
1,3,0,0,4.0,4,1738,0,0,4,49.0,1,0,1,0.0,0,1873.0,1,4.0,4,0,1,1738,0
1,3,0,0,3.0,5,2726,5,0,4,121.66666666666667,3,0,3,1.6666666666666667,3,843.5,2,4.666666666666667,5,0,2,2710,0
1,2,0,0,3.0,3,1181,0,0,3,36.0,1,0,1,0.0,0,22.0,1,3.0,3,0,1,1181,0
2,6,0,0,7.0,7,924,0,0,7,81.0,1,0,1,0.0,0,2671.0,1,7.0,7,0,1,924,0
1,3,0,0,4.0,4,526,0,0,4,41.0,1,0,1,0.0,0,9.0,1,4.0,4,0,1,526,0
5,19,0,0,22.0,22,1084,0,0,22,49.0,1,0,1,0.0,0,15.0,1,22.0,22,1,7,1084,1
1,3,0,0,4.0,4,3143,0,0,4,21.0,1,0,1,0.0,0,66.0,1,4.0,4,0,1,3143,0
3,11,0,0,9.0,11,1869,2,0,13,92.0,2,0,2,2.5,5,178.0,1,11.5,12,0,3,1864,1
3,8,0,0,5.428571428571429,23,2240,134,1,9,58.714285714285715,7,0,7,4.142857142857143,13,192.0,6,9.571428571428571,23,1,4,1297,0
1,3,0,0,3.0,4,3068,387,1,4,108.0,2,0,2,1.0,2,456.5,2,4.0,4,1,1,2294,0
1,3,0,0,3.0,4,1958,6,0,4,56.5,2,0,2,1.0,2,238.5,2,4.0,4,0,1,1945,0
1,3,0,0,4.0,4,1419,0,0,4,62.0,1,0,1,0.0,0,139.0,1,4.0,4,0,1,1419,0
2,14,0,0,8.0,15,1049,128,0,15,79.5,2,0,2,0.5,1,488.0,2,8.5,15,1,4,793,0
1,3,0,0,4.0,4,660,0,0,4,115.0,1,0,1,0.0,0,1300.0,1,4.0,4,0,1,660,0
3,7,0,0,4.5,8,1222,584,0,8,65.5,2,0,2,0.5,1,1251.0,2,5.0,8,0,3,54,0
2,10,0,0,11.0,11,516,0,1,11,65.0,1,0,1,0.0,0,2.0,1,11.0,11,0,2,516,0
1,3,0,0,4.0,4,1222,0,0,4,84.0,1,0,1,0.0,0,1300.0,1,4.0,4,0,1,1222,0
1,3,0,3,5.0,5,80,0,0,5,35.0,1,0,1,0.0,0,1202.0,1,5.0,5,0,1,80,0
3,10,0,0,1.9090909090909092,11,857,12,1,11,64.27272727272727,11,0,9,0.9090909090909091,1,696.6666666666666,9,2.8181818181818183,11,0,2,724,0
2,5,0,0,6.0,6,1517,0,0,6,37.0,1,0,1,0.0,0,576.0,1,6.0,6,0,1,1517,0
1,3,0,0,4.0,4,229,0,0,4,159.0,1,0,1,0.0,0,231.0,1,4.0,4,0,1,229,0
1,3,0,0,2.0,3,74,7,0,4,268.5,2,0,2,0.0,0,747.0,1,2.0,3,0,1,60,0
3,11,0,0,17.0,17,1101,0,0,17,324.0,1,0,1,0.0,0,1711.0,1,17.0,17,0,3,1101,0
1,3,0,0,4.0,4,348,0,0,4,105.0,1,0,1,0.0,0,473.0,1,4.0,4,0,1,348,0
1,3,0,0,4.0,4,666,0,0,4,115.0,1,0,1,0.0,0,808.0,1,4.0,4,0,1,666,0
1,3,0,0,8.0,8,820,0,0,8,107.0,1,0,1,0.0,0,292.0,1,8.0,8,0,1,820,0
1,3,0,0,4.0,4,666,0,0,4,115.0,1,0,1,0.0,0,808.0,1,4.0,4,0,1,666,0
2,6,0,0,4.0,7,1822,823,0,8,96.0,2,0,2,0.0,0,154.5,2,4.0,7,0,2,176,0
1,3,0,0,4.0,4,1319,0,0,4,114.0,1,0,1,0.0,0,1097.0,1,4.0,4,0,2,1319,0
1,3,0,0,4.0,4,1344,0,0,4,106.0,1,0,1,0.0,0,91.0,1,4.0,4,0,1,1344,0
2,14,0,0,12.0,15,3515,84,0,15,73.0,2,0,2,4.5,9,374.0,1,16.5,18,0,2,3347,0
1,3,0,0,5.0,5,2187,0,0,5,101.0,1,0,1,0.0,0,1974.0,1,5.0,5,0,1,2187,0
2,10,0,0,6.6,19,3553,101,0,14,69.2,5,0,5,3.8,8,576.0,2,10.4,19,0,5,3047,0
3,10,0,0,5.5,9,518,187,0,11,106.5,2,0,2,0.0,0,1097.0,1,5.5,9,0,1,143,0
1,3,0,0,6.0,6,286,0,0,6,94.0,1,0,1,0.0,0,96.0,1,6.0,6,0,1,286,0
3,11,0,0,5.0,12,925,128,2,13,99.0,3,0,3,0.6666666666666666,2,452.0,2,5.666666666666667,12,1,3,540,0
2,6,0,0,7.0,7,1087,0,0,7,75.0,1,0,1,0.0,0,18.0,1,7.0,7,0,1,1087,0
15,65,0,0,15.25,51,532,97,0,58,136.5,4,0,4,0.75,3,1097.0,1,16.0,51,0,1,143,1
1,3,0,0,4.0,4,2201,0,0,4,99.0,1,0,1,0.0,0,1974.0,1,4.0,4,0,1,2201,0
2,5,0,0,8.0,8,1344,0,0,8,106.0,1,0,1,0.0,0,91.0,1,8.0,8,0,1,1344,0
2,8,0,0,9.0,9,1064,0,0,9,194.0,1,0,1,0.0,0,142.0,1,9.0,9,0,1,1064,0
2,32,0,0,33.0,33,3,0,0,33,84.0,1,0,1,0.0,0,962.0,1,33.0,33,0,1,3,0
1,7,1,0,5.0,5,632,0,0,5,59.0,1,0,1,0.0,0,87.0,1,5.0,5,0,2,632,0
1,3,0,0,4.0,4,912,0,0,4,147.0,1,0,1,0.0,0,5296.0,1,4.0,4,1,1,912,0
2,5,0,0,6.0,6,2807,0,0,6,65.0,1,0,1,0.0,0,2265.0,1,6.0,6,0,2,2807,0
4,17,0,0,22.0,22,2626,0,0,22,57.0,1,0,1,0.0,0,6647.0,1,22.0,22,0,1,2626,0
3,21,0,0,35.0,35,35,0,0,35,49.0,1,0,1,0.0,0,1236.0,1,35.0,35,0,3,35,1
2,6,0,0,7.0,7,632,0,0,7,59.0,1,0,1,0.0,0,87.0,1,7.0,7,0,2,632,0
20,100,0,0,131.5,146,5936,1756,0,147,54.5,2,0,2,58.0,116,3457.0,2,189.5,233,0,4,2424,3
1,3,0,0,4.0,4,828,0,0,4,100.0,1,0,1,0.0,0,3634.0,1,4.0,4,0,1,828,0
1,3,0,0,3.0,5,2626,2,0,4,66.5,2,0,2,1.0,2,6647.0,1,4.0,5,0,1,2622,0
12,42,0,0,18.0,48,3508,80,1,49,87.66666666666667,3,0,3,1.6666666666666667,4,4565.0,2,19.666666666666668,48,0,5,3267,2
1,3,0,0,4.0,4,3518,0,0,4,48.0,1,0,1,0.0,0,241.0,1,4.0,4,0,2,3518,0
1,4,0,0,5.0,5,1154,0,0,5,62.0,1,0,1,0.0,0,166.0,1,5.0,5,0,2,1154,0
1,3,0,0,4.0,4,489,0,0,4,19.0,1,0,1,0.0,0,859.0,1,4.0,4,0,1,489,0
1,3,0,0,2.5,4,602,36,0,4,43.5,2,0,2,0.5,1,2678.0,1,3.0,4,0,1,529,0
1,3,0,0,4.0,4,313,0,0,4,18.0,1,0,1,0.0,0,946.0,1,4.0,4,0,1,313,0
1,3,0,0,4.0,4,3471,0,1,4,70.0,1,0,1,0.0,0,1448.0,1,4.0,4,1,1,3471,0
1,3,0,0,4.0,4,2991,0,1,4,120.0,1,0,1,0.0,0,1303.0,1,4.0,4,0,1,2991,0
1,3,0,0,4.0,4,2539,0,0,4,123.0,1,0,1,0.0,0,1299.0,1,4.0,4,0,2,2539,0
1,3,0,0,4.0,4,1876,0,0,4,348.0,1,0,1,0.0,0,1299.0,1,4.0,4,0,1,1876,0
3,14,0,0,10.5,19,2295,40,0,19,46.0,2,0,2,1.0,2,995.0,2,11.5,19,0,2,2215,0
10,38,0,0,29.5,54,2293,39,0,54,37.5,2,0,2,2.5,5,995.0,2,32.0,54,0,4,2215,2
2,7,0,0,8.0,8,2463,0,0,8,97.0,1,0,1,0.0,0,6.0,1,8.0,8,0,2,2463,0
1,3,0,0,2.5,4,4323,0,0,4,94.0,2,0,2,0.5,1,427.0,1,3.0,4,0,1,4322,0
1,3,0,0,4.0,4,4603,0,0,4,72.0,1,0,1,0.0,0,411.0,1,4.0,4,0,1,4603,0
2,7,0,0,8.0,8,4741,0,0,8,35.0,1,0,1,0.0,0,427.0,1,8.0,8,0,2,4741,0
1,3,0,0,3.5,6,755,243,0,5,48.0,2,0,2,1.0,2,1344.5,2,4.5,6,0,4,268,0
1,4,0,0,5.0,5,23,0,0,5,51.0,1,0,1,0.0,0,308.0,1,5.0,5,0,1,23,0
2,8,0,0,5.0,9,2209,979,0,9,61.0,2,0,2,0.5,1,259.0,2,5.5,9,0,2,250,0
1,5,0,0,1.9090909090909092,6,2573,188,1,7,60.90909090909091,11,0,11,1.2727272727272727,3,142.55555555555554,9,3.1818181818181817,6,0,5,496,0
3,12,0,0,13.0,13,567,0,0,13,69.0,1,0,1,0.0,0,793.0,1,13.0,13,0,2,567,0
1,3,0,0,2.5,4,1374,165,0,4,48.0,2,0,2,0.5,1,251.5,2,3.0,4,0,2,1044,0
1,3,0,0,4.0,4,38,0,0,4,46.0,1,0,1,0.0,0,17.0,1,4.0,4,0,2,38,0
4,10,0,0,6.0,9,4825,487,2,10,67.5,2,0,2,1.0,2,1448.0,1,7.0,9,0,2,3850,0
3,11,0,0,4.25,14,1174,92,1,12,30.75,4,0,4,1.25,3,213.33333333333334,3,5.5,14,0,6,804,0
2,7,0,0,8.0,8,178,0,0,8,54.0,1,0,1,0.0,0,5.0,1,8.0,8,0,2,178,0
1,6,0,0,7.0,7,841,0,0,7,64.0,1,0,1,0.0,0,19.0,1,7.0,7,0,1,841,0
3,15,0,0,8.5,16,436,1,0,16,42.5,2,0,2,0.5,1,465.5,2,9.0,16,0,2,433,0
1,3,0,0,4.0,4,945,0,0,4,29.0,1,0,1,0.0,0,236.0,1,4.0,4,0,2,945,0
6,17,0,0,7.333333333333333,18,326,77,0,19,54.0,3,0,3,1.0,2,382.0,1,8.333333333333334,18,1,3,93,0
1,3,0,0,4.0,4,296,0,0,4,64.0,1,0,1,0.0,0,308.0,1,4.0,4,0,1,296,0
1,3,0,0,4.0,4,2162,0,0,4,46.0,1,0,1,0.0,0,167.0,1,4.0,4,0,1,2162,0
3,9,0,0,10.5,12,2805,651,0,12,42.5,2,0,2,4.5,9,36.0,2,15.0,18,0,3,1502,0
1,3,0,0,4.0,4,1455,0,0,4,58.0,1,0,1,0.0,0,33.0,1,4.0,4,0,1,1455,0
2,7,0,0,8.0,8,648,0,1,8,65.0,1,0,1,0.0,0,362.0,1,8.0,8,0,1,648,0
2,8,0,0,9.0,9,1015,0,0,9,28.0,1,0,1,0.0,0,4261.0,1,9.0,9,0,2,1015,0
1,3,0,0,4.0,4,1440,0,0,4,36.0,1,0,1,0.0,0,4261.0,1,4.0,4,0,1,1440,0
1,3,0,0,3.5,5,1527,181,0,5,45.5,2,0,2,1.0,2,1060.0,1,4.5,5,0,1,1165,0
2,10,0,0,7.571428571428571,19,2508,330,1,17,71.42857142857143,7,0,7,5.142857142857143,17,472.25,4,12.714285714285714,26,0,4,198,0
1,3,0,0,4.0,4,1588,0,0,4,49.0,1,0,1,0.0,0,1060.0,1,4.0,4,0,3,1588,0
1,3,0,0,2.5,4,1359,288,0,4,45.0,2,0,2,0.5,1,1888.5,2,3.0,4,1,2,782,0
1,3,0,0,5.0,5,190,0,0,5,53.0,1,0,1,0.0,0,252.0,1,5.0,5,0,3,190,0
1,3,0,0,4.0,4,904,0,0,4,63.0,1,0,1,0.0,0,419.0,1,4.0,4,0,1,904,0
1,3,0,0,4.0,4,201,0,0,4,39.0,1,0,1,0.0,0,32.0,1,4.0,4,0,2,201,0
1,3,0,0,2.5,4,2283,249,0,4,65.0,2,0,2,0.5,1,158.0,2,3.0,4,0,4,1785,0
3,4,0,0,4.0,5,1052,39,0,7,63.0,2,0,2,0.5,1,1305.5,2,4.5,5,0,2,974,0
2,6,0,0,6.0,11,2283,525,0,12,53.0,3,0,3,2.0,4,78.66666666666667,3,8.0,11,0,7,707,0
1,3,0,0,1.6666666666666667,4,5789,732,0,4,51.833333333333336,6,0,6,1.0,2,445.6,5,2.6666666666666665,4,1,4,1393,0
8,23,0,0,11.25,30,5157,712,2,27,68.5,4,0,4,4.5,12,232.0,2,15.75,30,1,2,2306,1
1,3,0,0,2.5,4,5963,262,0,4,20.5,2,0,2,0.5,1,341.5,2,3.0,4,0,4,5438,0
1,3,0,0,5.666666666666667,15,2391,357,0,16,86.66666666666667,3,0,3,0.3333333333333333,1,1240.0,2,6.0,15,0,2,1318,0
3,10,0,0,11.0,11,1324,0,0,11,116.0,1,0,1,0.0,0,146.0,1,11.0,11,1,1,1324,0
1,3,0,0,2.5,4,1338,231,1,4,103.0,2,0,2,0.5,1,434.0,1,3.0,4,2,1,876,0
1,3,0,0,4.0,4,1149,0,0,4,72.0,1,0,1,0.0,0,586.0,1,4.0,4,0,1,1149,0
5,16,0,0,17.0,17,580,0,0,17,37.0,1,0,1,0.0,0,434.0,1,17.0,17,1,2,580,0
1,4,0,0,5.0,5,960,0,0,5,47.0,1,0,1,0.0,0,586.0,1,5.0,5,0,1,960,0
1,3,0,0,4.0,4,1155,0,0,4,66.0,1,0,1,0.0,0,62.0,1,4.0,4,0,1,1155,0
2,10,0,0,11.0,11,580,0,0,11,37.0,1,0,1,0.0,0,434.0,1,11.0,11,1,1,580,0
2,6,0,0,7.0,7,997,0,0,7,63.0,1,0,1,0.0,0,146.0,1,7.0,7,0,1,997,0
1,3,0,0,4.0,4,960,0,0,4,47.0,1,0,1,0.0,0,586.0,1,4.0,4,0,1,960,0
1,3,0,0,4.0,4,3852,0,1,4,73.0,1,0,1,0.0,0,5173.0,1,4.0,4,0,1,3852,0
1,3,0,0,4.0,4,3985,0,0,4,46.0,1,0,1,0.0,0,5173.0,1,4.0,4,0,2,3985,0
1,3,0,0,3.0,4,1575,173,1,4,26.5,2,0,2,1.0,2,2126.0,2,4.0,4,1,2,1228,0
2,5,0,0,5.0,8,3985,602,0,6,48.5,2,0,2,2.0,4,5173.0,1,7.0,8,0,1,2781,0
1,38,0,0,45.0,45,1336,0,0,45,37.0,1,0,1,0.0,0,579.0,1,45.0,45,0,1,1336,0
1,3,0,0,4.0,4,649,0,0,4,63.0,1,0,1,0.0,0,72.0,1,4.0,4,1,2,649,0
3,10,0,0,6.0,11,841,127,0,11,67.0,2,0,2,0.5,1,46.0,2,6.5,11,0,6,587,0
1,4,0,0,4.0,7,959,20,0,7,92.0,2,0,2,0.5,1,9.0,2,4.5,7,0,2,919,0
1,3,0,0,4.0,4,1660,0,0,4,78.0,1,0,1,0.0,0,54.0,1,4.0,4,1,1,1660,0
1,6,0,0,4.0,7,1466,57,1,7,70.5,2,0,2,0.5,1,70.0,2,4.5,7,0,2,1351,0
1,3,0,0,4.0,4,1878,0,1,4,228.0,1,0,1,0.0,0,388.0,1,4.0,4,0,1,1878,0
1,4,0,0,5.0,5,436,0,0,5,55.0,1,0,1,0.0,0,5.0,1,5.0,5,0,1,436,0
1,3,0,0,5.0,5,1609,0,0,5,96.0,1,0,1,0.0,0,388.0,1,5.0,5,0,1,1609,0
3,14,0,0,6.666666666666667,18,757,149,0,18,94.66666666666667,3,0,3,0.6666666666666666,1,40.333333333333336,3,7.333333333333333,18,0,3,309,0
1,3,0,0,4.0,4,886,0,0,4,31.0,1,0,1,0.0,0,179.0,1,4.0,4,0,1,886,0
18,61,0,0,65.0,65,496,0,0,65,63.0,1,0,1,0.0,0,314.0,1,65.0,65,0,11,496,2
3,17,0,0,18.0,18,4,0,0,18,27.0,1,0,1,0.0,0,404.0,1,18.0,18,0,1,4,0
12,54,0,0,25.333333333333332,68,1416,176,0,70,105.0,3,0,3,2.0,4,158.33333333333334,3,27.333333333333332,68,0,3,886,2
1,3,0,0,4.0,4,306,0,0,4,59.0,1,0,1,0.0,0,25.0,1,4.0,4,1,1,306,0
2,10,0,0,21.5,27,496,58,0,27,62.5,2,0,2,8.0,16,404.0,1,29.5,32,0,10,379,0
1,3,0,0,4.0,4,2737,0,0,4,99.0,1,0,1,0.0,0,260.0,1,4.0,4,0,1,2737,0
4,18,0,0,24.0,24,2482,0,0,24,60.0,1,0,1,0.0,0,150.0,1,24.0,24,0,3,2482,0
2,8,0,0,11.0,11,2026,0,0,11,73.0,1,0,1,0.0,0,614.0,1,11.0,11,0,1,2026,0
2,5,0,0,6.0,6,1008,0,1,6,67.0,1,0,1,0.0,0,142.0,1,6.0,6,0,1,1008,0
1,2,0,0,2.0,2,2103,0,0,2,113.0,1,0,1,0.0,0,40.0,1,2.0,2,0,1,2103,0
1,3,0,0,4.0,4,1478,0,0,4,45.0,1,0,1,0.0,0,59.0,1,4.0,4,0,1,1478,0
4,23,0,0,27.0,27,1858,0,0,27,10.0,1,0,1,0.0,0,23.0,1,27.0,27,0,2,1858,1
1,3,0,0,4.333333333333333,8,754,217,1,11,71.66666666666667,3,0,3,0.6666666666666666,1,84.0,3,5.0,8,0,3,103,0
1,3,0,0,3.0,5,163,10,0,5,75.5,2,0,2,0.5,1,1372.5,2,3.5,5,0,2,143,0
1,3,0,0,4.0,4,895,0,0,4,146.0,1,0,1,0.0,0,7030.0,1,4.0,4,0,1,895,0
1,3,0,0,5.333333333333333,11,1804,174,0,4,101.66666666666667,3,0,3,4.0,11,1134.0,3,9.333333333333334,12,0,3,1282,0
1,3,0,0,4.0,4,774,0,0,4,38.0,1,0,1,0.0,0,155.0,1,4.0,4,1,1,774,0
2,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
2,7,0,0,8.0,8,3985,0,0,8,29.0,1,0,1,0.0,0,340.0,1,8.0,8,0,1,3985,0
1,3,0,0,4.0,4,306,0,0,4,28.0,1,0,1,0.0,0,2.0,1,4.0,4,0,2,306,0
1,3,0,0,4.0,4,4900,0,0,4,38.0,1,0,1,0.0,0,5783.0,1,4.0,4,0,1,4900,0
2,6,0,0,7.0,7,1416,0,0,7,77.0,1,0,1,0.0,0,5097.0,1,7.0,7,0,1,1416,0
