SampleId,SampleType,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable
9267168,METHOD,3,11,0,0
5384416,METHOD,3,17,0,0
4500508,METHOD,2,10,0,0
7180104,METHOD,5,22,0,0
7958322,METHOD,1,32,0,0
8617061,METHOD,3,10,0,0
5621210,METHOD,3,13,0,0
8158039,METHOD,4,12,0,0
5930471,METHOD,2,7,0,0
3784303,METHOD,2,9,0,0
7184071,METHOD,18,66,0,0
6899793,METHOD,3,19,0,0
6465533,METHOD,1,13,0,0
5769657,METHOD,7,26,0,0
7810336,METHOD,5,25,0,0
8566813,METHOD,4,13,0,0
4311186,METHOD,22,77,0,0
5845283,METHOD,6,24,0,0
4354720,METHOD,4,15,0,0
4474548,METHOD,1,7,0,0
4232438,METHOD,2,13,0,0
5604954,METHOD,1,5,0,0
5520984,METHOD,2,6,0,0
4197031,METHOD,4,6,0,0
8754073,METHOD,2,11,0,0
7811951,METHOD,2,6,0,0
5605416,METHOD,2,3,0,0
7343807,METHOD,2,14,0,0
5658486,METHOD,1,3,0,0
8255035,METHOD,3,18,0,0
4264057,METHOD,15,98,0,0
7618843,METHOD,1,5,0,0
6300889,METHOD,2,7,0,0
7389374,METHOD,2,8,0,0
6666849,METHOD,1,4,0,0
4324794,METHOD,2,10,0,0
8352018,METHOD,1,12,0,0
4302392,METHOD,1,4,0,0
7294182,METHOD,2,10,0,0
7294667,METHOD,2,8,0,0
8965576,METHOD,4,14,0,0
9024733,METHOD,6,21,0,0
4689128,METHOD,2,12,0,0
7276259,METHOD,3,11,0,0
6610923,METHOD,1,12,0,0
7248409,METHOD,1,3,0,0
4336972,METHOD,2,6,0,0
5651881,METHOD,1,4,0,0
7284688,METHOD,2,7,0,0
7893182,CONSTRUCTOR,1,8,0,0
9217401,METHOD,1,4,0,0
4206958,METHOD,3,17,0,0
6445236,METHOD,1,4,0,0
8224570,METHOD,9,39,0,0
8332252,METHOD,1,12,0,0
4896610,METHOD,1,4,0,0
7111061,METHOD,1,24,0,0
7416545,METHOD,3,8,0,0
7787254,METHOD,1,3,0,0
3780834,METHOD,2,10,0,0
8845236,METHOD,4,11,0,0
9205375,METHOD,1,3,0,0
5420605,METHOD,3,22,0,0
7749788,METHOD,11,39,0,0
4522222,METHOD,3,12,0,0
6613429,METHOD,1,4,0,0
4101390,METHOD,1,3,0,0
6701931,METHOD,1,4,0,0
6614282,METHOD,3,9,0,0
8967424,METHOD,2,8,0,0
7619442,METHOD,5,13,0,0
6519318,METHOD,2,8,0,0
7950542,METHOD,2,6,0,0
4113404,METHOD,3,13,0,0
8622582,METHOD,12,32,0,0
8861277,METHOD,7,31,0,0
7046440,METHOD,3,10,0,0
7233373,METHOD,2,6,0,0
7906258,METHOD,2,6,0,0
9426716,METHOD,7,26,0,0
6972042,METHOD,1,5,0,0
5428702,METHOD,6,11,0,0
6036658,METHOD,5,14,0,0
6761533,METHOD,1,5,0,0
6167933,METHOD,2,7,0,0
7345031,METHOD,5,21,0,0
4534763,METHOD,3,5,0,0
4743999,METHOD,2,7,0,0
4041399,METHOD,2,8,0,0
7385876,METHOD,1,6,0,0
6605165,METHOD,2,15,0,0
5548181,METHOD,2,13,1,0
4487581,METHOD,1,3,0,0
7257899,METHOD,2,9,0,0
4553880,METHOD,2,6,0,0
5580203,METHOD,1,10,0,0
5241294,METHOD,3,8,0,0
5110869,METHOD,1,6,0,0
8184933,METHOD,2,5,0,0
8281849,METHOD,7,18,0,0
5824343,METHOD,5,8,0,0
9156673,METHOD,2,6,0,0
5182985,METHOD,5,21,0,0
9213827,METHOD,2,9,0,0
9474427,METHOD,1,4,0,0
6310576,METHOD,2,8,0,0
4512609,METHOD,3,10,0,0
7284429,METHOD,1,3,0,0
4886061,METHOD,2,8,0,0
7989222,METHOD,1,12,0,0
7574549,METHOD,2,3,0,0
4541660,METHOD,1,10,0,0
3926659,CONSTRUCTOR,1,4,0,0
4069589,METHOD,1,6,0,0
6829907,METHOD,3,18,0,0
8666215,METHOD,8,26,0,0
9205245,METHOD,1,11,0,0
6840071,METHOD,3,9,0,0
9410474,METHOD,2,7,0,0
9517554,METHOD,4,24,0,0
7187010,METHOD,1,5,0,0
6850124,CONSTRUCTOR,1,7,0,0
5476379,METHOD,3,10,0,0
8332859,METHOD,2,7,0,0
9491268,METHOD,1,4,0,0
6507301,METHOD,1,8,0,0
7114490,METHOD,3,10,0,0
5525645,METHOD,2,8,0,0
9209895,METHOD,2,6,0,0
7832597,METHOD,1,5,0,0
7693328,METHOD,2,9,0,0
5690366,CONSTRUCTOR,1,5,0,0
4159069,METHOD,1,3,0,0
7900945,METHOD,1,3,0,0
8618517,METHOD,11,30,0,0
8873169,METHOD,7,35,0,0
4488901,METHOD,6,20,0,0
9490334,METHOD,2,21,0,0
9219509,METHOD,3,10,0,0
6937904,METHOD,3,13,0,0
6119399,METHOD,1,3,0,0
9340675,METHOD,3,11,0,0
5845274,METHOD,5,19,0,0
7745170,METHOD,2,5,0,0
9093112,METHOD,1,3,0,0
4794965,METHOD,20,45,0,0
9247243,METHOD,2,11,0,0
8461674,METHOD,1,3,0,0
8437389,METHOD,2,6,0,0
6475184,METHOD,3,9,0,0
8595846,METHOD,1,8,0,0
7702332,METHOD,4,17,0,0
4593309,METHOD,3,11,0,0
9294785,METHOD,3,9,0,0
9375078,CONSTRUCTOR,1,4,2,0
3818939,CONSTRUCTOR,2,9,0,0
8243636,CONSTRUCTOR,2,12,0,0
7907397,METHOD,1,5,0,0
5339121,METHOD,3,12,0,0
4901851,METHOD,4,10,0,0
3722557,METHOD,1,5,0,0
6108863,METHOD,1,3,0,0
4874140,METHOD,13,27,0,0
8841762,METHOD,5,17,0,0
7644249,METHOD,6,22,0,0
3719020,CONSTRUCTOR,1,6,0,0
7087370,METHOD,2,7,0,0
8919445,METHOD,7,35,0,0
7563795,METHOD,16,56,0,0
5444150,METHOD,4,12,0,0
5854207,METHOD,4,20,0,0
6841292,METHOD,2,8,0,0
9469461,METHOD,12,36,0,0
8409842,METHOD,2,7,0,0
7385364,METHOD,3,5,0,0
6462487,METHOD,1,24,0,0
3823798,CONSTRUCTOR,1,5,0,0
9407577,METHOD,10,53,0,0
8095851,METHOD,5,21,0,0
5958765,METHOD,1,4,0,0
9458075,METHOD,2,6,0,0
8328444,METHOD,1,12,0,0
7114027,METHOD,3,13,0,0
6772849,METHOD,2,12,0,0
6207748,METHOD,1,12,0,0
6192126,METHOD,2,9,0,0
7026916,CONSTRUCTOR,1,7,0,0
7769131,METHOD,10,42,0,0
4432151,METHOD,2,9,0,0
4287634,METHOD,1,6,0,0
5212058,METHOD,2,6,0,0
7355862,METHOD,1,5,0,0
7440963,METHOD,3,13,0,0
9534674,METHOD,3,13,0,0
3942097,METHOD,8,44,0,0
7904510,METHOD,2,8,0,0
4602360,METHOD,2,8,0,0
4336814,METHOD,7,33,0,0
7592205,METHOD,1,10,0,0
7049236,METHOD,4,22,0,0
5328561,METHOD,2,8,0,0
7934374,METHOD,5,26,0,0
9215037,CONSTRUCTOR,1,7,0,0
8186858,METHOD,1,6,0,0
4790338,METHOD,1,5,0,0
8039112,METHOD,1,3,0,0
6266221,METHOD,1,21,0,0
5551982,METHOD,5,18,0,0
9245741,METHOD,1,4,0,0
5626154,METHOD,2,5,0,0
4502504,METHOD,2,7,0,0
6194793,METHOD,1,5,0,0
6812825,METHOD,3,20,0,0
8457702,METHOD,6,16,0,0
9111672,METHOD,3,29,0,0
5820419,METHOD,2,4,0,0
6243619,METHOD,3,10,0,0
8857529,METHOD,1,6,0,0
8631904,METHOD,4,13,0,0
9205662,METHOD,1,4,0,0
6984582,METHOD,1,11,0,0
6848482,METHOD,2,8,0,0
7743791,METHOD,3,11,0,0
8430551,METHOD,1,6,0,0
8966555,METHOD,5,18,0,0
5278260,METHOD,21,66,0,0
8696357,METHOD,2,13,0,0
8230227,METHOD,2,6,0,0
3800392,METHOD,1,6,0,0
6972046,METHOD,1,8,0,0
5743113,METHOD,74,302,0,0
7762033,METHOD,6,14,0,0
8908782,METHOD,2,6,0,0
5394056,METHOD,1,37,0,0
4901677,METHOD,2,9,0,0
8925039,METHOD,6,33,0,0
7700031,METHOD,3,9,0,0
4471454,METHOD,1,4,0,0
3988942,METHOD,1,3,0,0
5343588,METHOD,13,68,0,0
6500087,METHOD,4,12,0,0
8934890,METHOD,1,6,0,0
4042328,METHOD,1,4,0,0
3725026,METHOD,2,9,0,0
8087833,METHOD,6,38,0,0
9489554,METHOD,1,4,0,0
7954103,METHOD,3,9,0,0
5719331,METHOD,2,9,0,0
8030414,METHOD,6,27,0,0
6236024,CONSTRUCTOR,1,4,0,0
4256584,METHOD,1,7,0,0
6945437,METHOD,2,17,0,0
7378490,METHOD,5,22,0,0
5419311,METHOD,4,17,0,0
9238213,METHOD,5,16,0,0
8119264,METHOD,6,30,0,0
4457261,CONSTRUCTOR,1,5,0,0
7113719,METHOD,1,3,0,0
8177486,METHOD,2,7,0,0
3940072,METHOD,4,18,0,0
6639778,CONSTRUCTOR,1,3,0,0
7337628,METHOD,2,7,0,0
5842829,METHOD,3,9,0,0
6488574,CONSTRUCTOR,2,12,0,0
8985872,METHOD,1,11,0,0
4468174,METHOD,1,4,0,0
9129936,CONSTRUCTOR,1,7,0,0
4906096,METHOD,2,7,0,0
4721410,METHOD,5,24,0,0
8095977,METHOD,2,7,0,0
9324338,METHOD,2,5,0,0
8684961,CONSTRUCTOR,1,7,0,0
3742330,METHOD,3,8,0,0
6917981,METHOD,4,24,0,0
9442366,METHOD,2,7,0,0
4384349,METHOD,7,15,0,0
6534806,CONSTRUCTOR,1,5,0,0
8916223,METHOD,3,12,0,0
8142013,METHOD,1,3,0,0
7671750,METHOD,1,4,0,0
7496459,METHOD,3,13,0,0
6496450,METHOD,2,15,0,0
9267571,METHOD,14,75,0,0
4088843,METHOD,2,8,0,0
7965671,METHOD,4,11,0,0
8572333,METHOD,3,12,0,0
4850810,METHOD,1,4,0,0
8971449,METHOD,3,10,0,0
4832018,METHOD,1,4,0,0
8801664,METHOD,2,12,0,0
4553122,METHOD,1,3,0,0
3992626,METHOD,9,36,0,0
5894091,METHOD,8,29,0,0
9194605,CONSTRUCTOR,1,4,0,0
7168092,METHOD,1,8,0,0
8212082,METHOD,1,3,0,0
5233290,METHOD,2,10,0,0
5596509,METHOD,3,20,0,0
9121203,METHOD,5,16,0,0
4909319,METHOD,2,91,0,0
5353485,METHOD,1,4,0,0
7185831,METHOD,1,6,0,0
9006040,METHOD,11,47,0,0
7782013,METHOD,1,3,0,0
4320364,METHOD,1,5,0,0
4322497,METHOD,4,22,0,0
7980032,METHOD,4,23,0,0
5354961,METHOD,1,8,0,0
9192832,METHOD,7,22,0,0
9236949,METHOD,5,22,0,0
5893533,METHOD,1,12,0,0
5389537,METHOD,1,4,0,0
5130121,METHOD,2,7,0,0
5136002,METHOD,2,5,0,0
8856936,METHOD,11,39,0,0
6530870,METHOD,2,7,0,0
4303100,METHOD,3,10,0,0
5912103,METHOD,1,8,0,0
4062999,METHOD,1,22,0,0
6775552,METHOD,2,6,0,0
5585565,METHOD,1,12,0,0
4172212,CONSTRUCTOR,1,5,0,0
9312894,CONSTRUCTOR,1,8,0,0
5403624,METHOD,11,25,0,0
6816458,METHOD,3,14,0,0
7810274,METHOD,4,24,0,0
7739565,METHOD,1,4,0,0
6303935,METHOD,2,5,0,0
7093536,METHOD,3,13,0,0
4651047,METHOD,4,20,0,0
3717906,CONSTRUCTOR,6,32,0,0
4222807,METHOD,4,16,0,0
8971685,METHOD,4,20,0,0
3893413,METHOD,9,33,0,0
4388389,METHOD,2,5,0,0
4308723,METHOD,12,61,0,0
4694769,METHOD,1,4,0,0
6329944,METHOD,2,9,1,0
4809381,METHOD,9,49,1,0
7939585,METHOD,1,3,0,0
4386725,METHOD,2,4,0,0
8067122,METHOD,4,12,0,0
8333384,METHOD,7,48,0,0
8443651,METHOD,9,28,0,0
8895511,METHOD,8,27,0,0
5535647,METHOD,2,7,0,0
3869246,METHOD,1,7,0,0
4330910,METHOD,3,12,0,0
8152579,METHOD,1,3,0,0
9005699,CONSTRUCTOR,1,5,0,0
4782948,METHOD,9,30,0,0
3905445,METHOD,1,4,0,0
6106646,METHOD,3,12,0,0
4144417,METHOD,1,3,0,0
7726305,CONSTRUCTOR,1,7,0,0
5384197,METHOD,10,39,0,0
3933339,METHOD,1,10,0,0
5731614,METHOD,2,12,0,0
3872015,METHOD,4,22,0,0
3814167,CONSTRUCTOR,1,5,0,0
7090476,METHOD,1,5,0,0
7987571,METHOD,17,92,0,0
4210356,METHOD,3,3,0,0
9336762,METHOD,1,11,0,0
7863512,METHOD,1,4,0,0
4578782,METHOD,1,5,0,0
7110627,METHOD,2,6,0,0
5752009,METHOD,6,23,0,0
5919914,METHOD,2,7,0,0
6725232,METHOD,2,6,0,0
4301441,METHOD,3,13,0,0
9292929,METHOD,1,5,0,0
8657644,METHOD,1,7,0,0
4298660,METHOD,2,6,0,0
9225640,METHOD,8,38,0,1
8132913,CONSTRUCTOR,1,5,0,0
9014548,METHOD,1,5,0,0
7233796,METHOD,3,10,0,0
6195890,METHOD,1,4,0,0
5989938,METHOD,1,3,0,0
9320426,METHOD,1,5,0,0
9158528,METHOD,1,10,0,0
8747487,METHOD,2,7,0,0
9440897,METHOD,1,7,0,0
4739090,METHOD,2,7,0,0
8559249,METHOD,6,18,0,0
6284070,METHOD,1,4,0,0
5048033,METHOD,2,5,0,0
8231238,METHOD,3,9,0,0
7110712,METHOD,4,11,0,0
7372565,METHOD,3,11,0,0
5025893,METHOD,1,9,0,0
7543232,METHOD,1,5,0,0
4656234,METHOD,1,3,0,0
8195539,METHOD,6,37,1,0
8834964,METHOD,2,5,0,0
5422127,METHOD,12,47,0,0
4960946,METHOD,2,14,0,0
6235739,METHOD,1,9,0,0
9301710,METHOD,2,19,0,0
5596973,METHOD,5,21,0,0
5206791,METHOD,3,8,0,0
5989223,METHOD,1,4,0,0
5870587,METHOD,1,4,0,0
4786049,METHOD,1,4,0,0
5660411,METHOD,2,9,0,0
8326667,METHOD,1,4,0,0
6977042,METHOD,3,10,0,0
4417713,CONSTRUCTOR,1,4,0,0
8194817,METHOD,1,4,0,0
4042280,METHOD,2,8,0,0
5302732,METHOD,2,5,0,0
6207209,METHOD,1,10,2,0
8007508,METHOD,6,29,0,0
4866077,METHOD,5,24,0,0
6029853,CONSTRUCTOR,2,9,0,0
3703084,METHOD,1,3,0,0
4197753,METHOD,3,11,0,0
6627471,METHOD,2,6,0,0
4135214,METHOD,2,9,0,0
5654509,METHOD,1,5,0,0
8928769,METHOD,1,17,0,0
8978631,METHOD,2,6,0,0
8996125,METHOD,1,6,0,0
8087321,METHOD,3,25,0,0
5186909,METHOD,1,4,1,0
5634327,METHOD,3,10,0,0
4523536,METHOD,3,18,0,0
3981428,CONSTRUCTOR,1,4,0,0
7186496,METHOD,1,4,0,0
8778291,METHOD,1,3,0,0
6173466,METHOD,3,9,0,0
7797001,METHOD,1,4,0,0
5718043,METHOD,2,11,0,0
7294422,CONSTRUCTOR,2,5,0,0
4917464,METHOD,4,21,0,0
6957883,METHOD,1,4,0,0
7787982,METHOD,2,6,0,0
9421769,METHOD,2,11,0,0
9331036,METHOD,1,3,0,0
4582889,METHOD,9,53,0,0
7960668,CONSTRUCTOR,4,17,0,0
7586356,METHOD,3,9,0,0
4312069,METHOD,2,8,0,0
8625002,METHOD,3,5,0,0
7992491,METHOD,11,34,0,0
5303636,METHOD,2,8,0,0
8863382,METHOD,5,26,0,0
3993831,METHOD,7,55,0,0
8132887,CONSTRUCTOR,2,5,0,0
7893144,METHOD,2,8,0,0
8346160,METHOD,1,6,0,0
4930104,METHOD,2,9,0,0
6633402,METHOD,5,30,0,0
8030709,METHOD,1,5,0,0
4901849,METHOD,6,16,0,0
5138043,METHOD,13,35,0,0
7211250,METHOD,1,12,0,0
8402603,METHOD,2,7,0,0
6088559,METHOD,10,38,0,0
4259369,METHOD,4,15,0,0
4095482,CONSTRUCTOR,4,30,0,0
7044394,METHOD,3,14,0,0
3699521,METHOD,1,8,0,0
5873847,METHOD,2,7,0,0
8935536,METHOD,2,10,0,0
6120286,METHOD,1,3,0,0
5498738,METHOD,1,5,0,0
8659626,CONSTRUCTOR,2,7,0,0
6030681,METHOD,2,10,0,0
4449293,METHOD,5,32,0,0
8602498,METHOD,2,6,0,0
3951549,METHOD,28,103,0,0
5177811,METHOD,3,7,0,0
4576061,METHOD,5,26,0,0
4919602,METHOD,5,37,0,0
8024427,METHOD,2,6,0,0
8104990,METHOD,3,11,0,0
8653310,METHOD,7,25,0,0
6430791,METHOD,2,17,0,0
7375581,METHOD,2,7,0,0
4654593,METHOD,2,6,0,0
4734605,METHOD,4,20,1,0
6826288,METHOD,2,6,0,0
5657989,METHOD,2,6,0,0
4242573,METHOD,2,5,0,0
7717190,CONSTRUCTOR,2,19,0,0
9481908,METHOD,3,10,0,0
4360681,METHOD,1,3,0,0
5161273,CONSTRUCTOR,1,8,0,0
9312050,METHOD,2,6,0,0
3839255,METHOD,3,9,0,0
6823557,METHOD,9,46,0,0
4480085,METHOD,6,24,0,0
7270024,METHOD,1,3,0,0
4081252,METHOD,1,7,0,0
9350950,METHOD,2,7,0,0
9189120,METHOD,1,5,0,0
9519320,METHOD,1,4,0,0
9393147,METHOD,2,7,0,0
8674686,METHOD,8,17,0,0
4450051,METHOD,1,4,0,0
9295088,METHOD,2,7,0,0
5423428,METHOD,3,11,0,0
6986522,CONSTRUCTOR,1,5,0,0
5023689,METHOD,13,48,0,0
7094329,METHOD,7,24,0,0
4826023,METHOD,4,14,0,0
4995171,METHOD,17,70,0,0
3741534,METHOD,1,6,0,0
8953833,METHOD,2,7,0,0
8739715,METHOD,1,3,0,0
3918943,METHOD,11,46,3,4
5499603,METHOD,7,37,0,0
5555115,CONSTRUCTOR,1,4,0,0
7730792,METHOD,11,27,0,0
4291944,CONSTRUCTOR,1,5,0,0
8144651,METHOD,8,32,0,0
8543153,METHOD,2,11,0,0
9453064,METHOD,1,8,0,0
3739360,METHOD,4,21,0,0
7585761,METHOD,1,6,0,0
5141751,METHOD,1,13,0,0
6529636,METHOD,4,18,0,0
5294252,CONSTRUCTOR,2,11,0,0
7716650,METHOD,1,8,0,1
8495850,METHOD,10,43,0,0
5657457,METHOD,1,3,0,0
6624215,METHOD,2,45,2,0
5210111,METHOD,2,9,0,0
7964380,METHOD,17,117,0,0
8494231,METHOD,6,32,0,0
6909063,METHOD,2,9,0,0
4484891,METHOD,1,13,0,0
9118161,METHOD,3,9,0,0
7465317,METHOD,3,21,0,0
5366640,CONSTRUCTOR,10,52,0,0
5952032,METHOD,5,22,0,0
5395652,METHOD,1,6,0,0
7360627,METHOD,1,7,0,0
3988323,METHOD,2,7,0,0
4953209,METHOD,3,8,0,0
3701614,METHOD,2,8,0,0
9218768,METHOD,2,5,0,0
9344142,METHOD,2,7,0,0
7782626,METHOD,2,7,0,0
5424715,METHOD,3,14,0,0
3851209,METHOD,1,6,0,0
6519706,METHOD,4,8,0,0
4140046,METHOD,1,3,0,0
4737348,CONSTRUCTOR,1,12,0,0
8685299,METHOD,16,61,0,0
8850497,METHOD,2,8,0,0
4788662,METHOD,14,37,0,0
4473720,METHOD,4,10,0,0
9489211,METHOD,2,6,0,0
8828539,CONSTRUCTOR,1,4,0,0
6905888,METHOD,8,28,0,0
7298896,METHOD,2,10,1,0
7803956,METHOD,3,11,0,0
7320020,CONSTRUCTOR,1,7,0,0
4023677,METHOD,5,14,0,0
4415593,METHOD,4,10,0,0
8661979,METHOD,2,6,0,0
4932887,METHOD,6,21,0,0
5262454,CONSTRUCTOR,2,5,0,0
7026284,METHOD,4,17,0,0
9314457,METHOD,1,23,0,0
6129787,METHOD,1,3,0,0
6512990,METHOD,2,7,0,0
4798652,METHOD,1,6,0,0
6601584,METHOD,3,17,1,0
3930845,METHOD,2,7,0,0
9224077,METHOD,2,8,0,0
8931105,METHOD,2,7,0,0
8565824,METHOD,2,7,0,0
9005432,CONSTRUCTOR,1,7,0,0
5957064,METHOD,2,8,0,0
4116762,METHOD,3,9,0,0
6459837,METHOD,1,12,0,0
7246708,METHOD,2,5,0,0
4609125,METHOD,1,4,0,0
5618836,METHOD,3,10,0,0
4500366,METHOD,10,36,0,0
6296221,CONSTRUCTOR,3,22,0,0
6085688,METHOD,3,12,0,0
4318753,METHOD,1,4,0,0
9279084,CONSTRUCTOR,1,79,0,0
5476959,METHOD,1,3,0,0
4817472,METHOD,4,12,0,0
7754600,METHOD,3,8,0,0
7864012,METHOD,5,12,0,0
8775243,CONSTRUCTOR,1,5,0,0
4778425,METHOD,1,3,0,0
4383462,METHOD,1,12,0,0
9484885,METHOD,1,4,0,0
5702663,METHOD,1,4,0,0
6459836,METHOD,1,13,0,0
8813925,METHOD,6,20,0,0
4157934,METHOD,1,3,0,0
8102677,METHOD,2,22,0,0
9201031,METHOD,1,4,0,0
7221713,METHOD,3,11,0,0
5506218,METHOD,2,8,0,0
5790828,METHOD,5,15,0,0
7888064,METHOD,1,3,0,1
3763789,METHOD,2,6,0,0
8230789,METHOD,2,10,0,0
5202532,CONSTRUCTOR,3,15,0,0
4950142,METHOD,1,4,0,0
9345946,METHOD,3,11,0,0
9140119,METHOD,1,4,0,0
6201491,METHOD,3,11,0,0
4493485,METHOD,1,11,0,0
6972360,METHOD,2,7,0,0
3799104,METHOD,2,7,0,0
5417605,METHOD,2,8,0,0
9115884,METHOD,1,3,0,0
9379644,METHOD,5,17,0,0
9009658,CONSTRUCTOR,1,12,0,0
7502933,METHOD,1,9,0,0
5004854,CONSTRUCTOR,1,10,0,0
7071050,METHOD,8,19,0,0
9506659,CONSTRUCTOR,1,5,0,0
3868102,METHOD,2,5,0,0
7641912,METHOD,1,6,0,0
8844288,METHOD,2,10,1,0
7824232,METHOD,4,13,0,0
9209481,CONSTRUCTOR,2,8,0,0
5478880,METHOD,2,8,0,0
6030541,METHOD,1,7,0,0
9291749,METHOD,2,6,0,0
4471010,METHOD,2,9,0,0
5297721,CONSTRUCTOR,1,5,0,0
6060474,METHOD,8,44,0,0
6161020,METHOD,3,12,0,0
5698044,METHOD,3,12,0,0
5358686,METHOD,2,6,0,0
5972104,METHOD,9,29,0,0
9323339,METHOD,3,10,0,0
4467093,METHOD,1,4,0,0
6842606,METHOD,2,6,0,0
6471435,CONSTRUCTOR,2,12,0,0
4405841,METHOD,3,11,0,0
3877118,METHOD,10,49,0,0
5314955,METHOD,1,3,0,0
8655527,METHOD,1,7,0,0
6863919,METHOD,10,45,1,1
7757865,METHOD,2,4,0,0
6941861,METHOD,1,3,0,0
4260514,METHOD,1,3,0,0
4613952,METHOD,4,13,0,0
7907703,METHOD,1,13,0,0
5827504,METHOD,2,6,0,0
7274045,METHOD,2,7,0,0
7604836,METHOD,3,13,0,0
4276035,CONSTRUCTOR,1,3,0,0
8785914,METHOD,1,3,0,0
7595459,METHOD,2,7,0,0
4435287,METHOD,2,7,0,0
7026461,METHOD,28,120,0,0
6905182,METHOD,17,97,0,0
4504481,METHOD,4,14,0,0
6340126,METHOD,1,3,0,0
4720056,METHOD,1,5,0,0
4672583,METHOD,2,12,0,0
7065127,METHOD,3,12,0,0
6342054,METHOD,2,6,0,0
7554762,METHOD,2,3,0,0
7907062,METHOD,2,7,0,0
5328888,METHOD,2,12,0,0
9008466,METHOD,1,3,0,0
3882178,METHOD,1,7,0,0
5965453,METHOD,3,8,0,0
6017172,METHOD,1,5,0,0
9371099,METHOD,1,5,0,0
5578507,METHOD,3,16,0,0
7254402,METHOD,3,16,0,0
8951087,METHOD,3,9,0,0
9242897,METHOD,5,26,0,0
4691358,METHOD,2,7,0,0
6640728,METHOD,2,5,0,0
7530504,METHOD,1,5,0,0
4162330,METHOD,2,7,0,0
4612119,METHOD,2,5,0,0
7889326,METHOD,2,6,0,0
7136727,METHOD,1,3,0,0
8140898,METHOD,3,18,0,0
4356398,METHOD,22,87,0,0
4128743,METHOD,1,3,0,0
5492178,METHOD,3,12,0,0
