id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,Age,Severity
595,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,889,0
596,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,2269,0
597,0.0,22,0.0,0,0,0,3,0,0,2,4,4,1.0,2,5,0,311,0
598,0.0,106,0.0,7,0,0,12,3,0,5,16,6,0.1666666666666666,12,27,0,2225,0
599,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,10,0,4563,0
600,0.0,36,0.0,3,0,0,4,0,0,2,6,3,0.25,4,5,0,1188,0
601,0.0,185,0.0,0,0,0,8,0,0,6,31,31,1.0,6,67,0,3512,0
602,0.0,130,0.0,1,0,0,5,0,0,0,17,16,0.8,5,84,0,312,2
603,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,0,11,0,2187,0
604,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,0,2,0,1560,0
605,0.0,681,0.0,6,0,0,32,5,0,7,161,150,0.65625,5,215,0,2844,0
606,0.0,150,0.0,6,0,0,12,0,0,6,36,30,0.5,12,47,5,1858,0
607,0.0,55,0.0,1,0,0,6,0,0,1,11,10,0.8333333333333334,4,9,0,3481,0
608,0.0,29,0.0,1,0,0,3,0,0,1,5,4,0.6666666666666666,3,6,0,1135,0
609,0.0,55,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,2201,0
610,0.0,10,0.0,0,0,0,3,0,0,0,3,3,1.0,0,4,0,1222,0
611,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,744,0
612,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,1010,0
613,0.0,69,0.0,11,0,0,11,0,0,11,11,0,0.0,11,33,0,632,0
614,0.0,20,0.0,2,0,0,2,0,0,1,2,0,0.0,2,5,0,748,0
615,0.0,221,0.0,3,0,0,17,0,1,4,45,42,0.8235294117647058,15,112,0,426,2
616,0.0,14,0.0,0,0,0,2,0,0,0,2,2,1.0,1,5,0,1763,0
617,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,1240,0
618,0.0,12,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,1725,0
619,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,1082,0
620,0.0,31,0.0,1,0,0,4,1,0,1,6,4,0.5,3,8,0,4547,0
621,0.0,108,0.0,0,0,0,12,10,10,0,23,13,0.1666666666666666,11,41,0,645,0
622,0.0,35,0.0,3,0,0,3,0,0,0,3,0,0.0,3,3,0,1363,0
623,15.789473684210526,19,0.0,0,3,0,4,0,0,0,4,4,1.0,0,6,0,4129,0
624,0.0,334,0.0,1,0,0,18,0,0,4,105,103,0.9444444444444444,6,73,0,2509,1
625,0.0,92,0.0,2,0,0,13,0,0,1,18,16,0.8461538461538461,13,24,0,1135,1
626,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,2383,0
627,0.0,33,0.0,1,0,0,6,3,0,0,6,2,0.3333333333333333,5,9,0,3305,0
628,0.0,6,33.333333333333336,0,0,2,1,0,0,0,1,1,1.0,1,3,0,1047,0
629,0.0,82,0.0,1,0,0,8,0,0,0,18,17,0.875,2,13,0,842,0
630,0.0,99,0.0,0,0,0,11,0,0,0,24,24,1.0,3,67,0,1450,0
631,0.0,28,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,1520,0
632,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,3753,0
633,0.0,1295,0.0,24,0,0,73,7,1,21,286,250,0.5753424657534246,70,334,7,1508,2
634,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,823,0
635,0.0,142,0.0,0,0,0,2,0,0,2,27,27,1.0,2,83,0,6139,0
636,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,4,7,0,3467,0
637,0.0,21,9.523809523809524,0,0,2,3,0,0,0,3,3,1.0,1,9,0,788,0
638,0.0,8,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,4004,0
639,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,2808,0
640,0.0,94,0.0,1,0,0,12,0,0,2,21,20,0.9166666666666666,8,15,0,660,0
641,0.0,124,0.0,8,0,0,19,6,0,3,21,7,0.2631578947368421,18,26,0,2870,0
642,0.0,35,0.0,0,0,0,7,0,0,0,7,7,1.0,7,8,0,774,0
643,0.0,46,0.0,0,0,0,3,0,0,0,9,9,1.0,3,31,0,1866,0
644,0.0,142,0.0,14,0,0,28,14,0,14,28,0,0.0,28,33,0,630,0
645,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,5,3,929,0
646,0.0,26,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0,1794,0
647,0.0,64,0.0,0,0,0,6,0,4,2,11,11,1.0,6,33,0,3911,1
648,0.0,148,0.0,0,0,0,11,0,0,3,32,32,1.0,9,19,0,2726,0
649,0.0,87,0.0,0,0,0,5,1,0,0,15,13,0.8,2,39,0,1903,1
650,0.0,26,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0,5034,0
651,0.0,12,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,2183,0
652,0.0,13,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,4854,0
653,0.0,52,0.0,1,0,0,6,0,0,1,10,9,0.8333333333333334,6,35,0,425,0
654,0.0,94,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,613,0
655,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,1347,0
656,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2068,0
657,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,7,0,2638,0
658,0.0,26,0.0,1,0,0,3,1,0,0,3,1,0.3333333333333333,3,6,0,1082,0
659,0.0,75,0.0,0,0,0,2,0,0,0,23,23,1.0,2,31,0,2145,0
660,0.0,283,0.0,1,0,0,13,0,18,0,43,42,0.9230769230769232,5,95,0,4472,0
661,0.0,242,0.0,5,0,0,15,2,2,6,50,43,0.5333333333333333,12,101,0,2403,0
662,0.0,36,0.0,3,0,0,5,2,0,1,5,0,0.0,5,5,0,1463,0
663,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,431,0
664,6.25,32,3.125,1,2,1,4,0,0,1,5,4,0.75,2,18,0,491,0
665,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,630,0
666,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,4065,0
667,0.0,82,0.0,3,0,0,9,0,0,2,14,11,0.6666666666666666,6,29,0,3108,1
668,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,620,0
669,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0,2786,0
670,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1205,0
671,0.0,39,0.0,2,0,0,4,0,0,2,5,3,0.5,4,19,0,298,0
672,0.0,152,0.0,7,0,0,17,1,0,4,30,22,0.5294117647058824,17,66,0,831,0
673,0.0,74,0.0,0,0,0,5,0,0,5,14,14,1.0,3,89,0,2153,0
674,0.0,75,0.0,3,0,0,6,0,0,1,14,11,0.5,5,43,0,3789,0
675,0.0,170,0.0,5,0,0,13,0,0,4,23,18,0.6153846153846154,13,48,0,3777,0
676,0.0,34,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,2965,0
677,0.0,364,0.0,7,0,0,26,0,0,16,68,61,0.7307692307692307,14,200,0,958,0
678,0.0,21,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,2391,0
679,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,1,4388,0
680,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,814,0
681,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0,2255,0
682,0.0,10,0.0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,4173,0
683,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,6165,0
684,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,0,1194,0
685,0.0,52,0.0,0,0,0,3,0,0,4,5,5,1.0,2,12,0,1922,0
686,0.0,183,0.0,0,0,0,8,0,0,1,34,34,1.0,4,31,0,3515,0
687,0.0,49,0.0,5,0,0,7,0,0,4,8,3,0.2857142857142857,7,8,0,2474,0
688,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,968,0
689,0.0,467,0.4282655246252677,6,0,2,35,1,0,11,121,112,0.8,6,61,0,341,2
690,0.0,28,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,2,5,0,1194,0
691,0.5571030640668524,359,0.0,26,2,0,52,18,0,19,75,28,0.1538461538461538,49,91,19,4377,0
692,0.0,26,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,1424,0
693,0.0,13,0.0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,1831,0
694,0.0,14,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,5314,0
695,0.0,79,0.0,0,0,0,3,0,0,2,10,10,1.0,2,22,0,2322,1
696,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3853,0
697,0.0,55,0.0,5,0,0,10,4,0,4,11,2,0.1,10,11,0,672,0
698,0.0,13,7.6923076923076925,1,0,1,3,0,0,0,3,2,0.6666666666666666,0,4,0,623,0
699,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,3,0,754,0
700,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1604,0
701,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2020,0
702,0.0,40,0.0,2,0,0,5,0,0,3,6,4,0.6,5,14,0,2166,0
703,0.0,112,0.0,0,0,0,20,0,0,0,26,26,1.0,19,28,0,4646,0
704,0.0,78,0.0,1,0,0,3,0,0,1,15,14,0.6666666666666666,1,22,0,1170,1
705,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1808,0
706,0.0,22,0.0,0,0,0,1,0,0,2,2,2,1.0,1,7,0,218,0
707,0.0,179,0.0,0,0,0,25,0,0,1,43,43,1.0,18,58,0,4490,0
708,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1867,0
709,0.0,24,0.0,0,0,0,2,0,0,0,7,7,1.0,2,5,0,430,0
710,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3201,0
711,0.0,47,0.0,1,0,0,4,0,0,2,6,5,0.75,4,17,0,3040,0
712,0.0,26,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,1178,0
713,0.0,57,0.0,0,0,0,6,0,0,2,9,9,1.0,5,9,0,2580,0
714,0.0,10,20.0,0,0,2,1,0,0,0,1,1,1.0,1,8,0,686,0
715,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,1194,0
716,0.0,64,0.0,0,0,0,3,0,0,0,17,17,1.0,2,22,0,1007,0
717,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1247,0
718,0.0,47,0.0,0,0,0,3,0,4,3,8,8,1.0,3,6,0,4854,0
719,0.0,8,0.0,0,0,0,1,0,1,0,1,1,1.0,1,2,0,2812,0
720,0.0,63,0.0,10,0,0,10,0,0,10,10,0,0.0,10,30,0,1010,0
721,6.0606060606060606,33,9.090909090909092,1,2,3,3,0,0,5,4,3,0.6666666666666666,2,19,0,567,0
722,0.0,104,0.0,0,0,0,8,0,6,0,10,10,1.0,8,13,0,2383,0
723,0.0,44,0.0,0,0,0,4,0,0,2,8,8,1.0,3,12,0,715,0
724,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,2928,0
725,0.0,38,0.0,1,0,0,5,0,0,1,7,6,0.8,5,10,0,1262,0
726,0.0,92,0.0,0,0,0,4,0,0,5,14,14,1.0,4,55,2,1858,0
727,0.0,14,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,1008,0
728,0.0,294,0.0,0,0,0,2,0,1,0,42,42,1.0,2,253,0,2916,0
729,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1867,0
730,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2164,0
731,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,2537,0
732,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,4,12,0,4129,0
733,0.0,178,0.0,4,0,0,21,2,2,8,34,28,0.7142857142857143,17,58,4,518,0
734,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,6803,0
735,0.0,39,0.0,0,0,0,1,0,1,0,7,7,1.0,1,19,0,598,0
736,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5925,0
737,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,1082,0
738,0.0,29,0.0,0,0,0,2,0,0,3,3,3,1.0,2,9,0,1654,0
739,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1571,0
740,0.0,22,0.0,0,0,0,1,0,0,5,1,1,1.0,0,8,4,1115,0
741,0.0,138,0.0,4,0,0,14,0,0,10,20,16,0.7142857142857143,13,54,5,4334,1
742,0.0,20,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0,2786,0
743,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,614,0
744,0.0,84,0.0,0,0,0,5,0,0,2,12,12,1.0,1,29,0,486,1
745,0.0,135,0.0,2,0,0,14,0,0,2,31,29,0.8571428571428571,13,35,0,1881,0
746,0.0,40,0.0,0,0,0,3,0,0,1,6,6,1.0,3,16,0,1715,0
747,0.0,62,0.0,1,0,0,8,0,0,0,9,8,0.875,0,16,0,4,0
748,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3201,0
749,0.0,12,0.0,0,0,0,1,0,0,1,1,1,1.0,0,5,0,614,0
750,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,1082,0
751,0.0,64,0.0,1,0,0,11,0,0,0,11,10,0.9090909090909092,6,30,0,4443,0
752,0.0,104,0.0,9,0,0,16,0,0,4,16,7,0.4375,16,23,0,4996,0
753,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1817,0
754,0.0,214,0.0,12,0,0,27,0,0,10,41,29,0.5555555555555556,23,65,0,1800,1
755,0.0,20,0.0,0,0,0,2,0,0,1,3,3,1.0,2,4,0,4473,0
756,0.0,17,0.0,0,0,0,1,0,2,1,1,1,1.0,0,5,0,3601,0
757,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,1,3,0,189,0
758,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,0,2,0,4687,0
759,0.0,224,0.0,9,0,0,39,0,0,2,44,35,0.7692307692307693,39,95,0,690,0
760,0.0,36,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,6,8,0,1424,0
761,0.0,50,0.0,3,0,0,5,0,0,4,7,4,0.4,5,14,0,1858,0
762,0.0,367,0.0,0,0,0,13,0,0,40,62,62,1.0,1,141,42,4805,2
763,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,927,0
764,0.0,67,0.0,0,0,0,2,0,0,1,17,17,1.0,2,31,0,4077,1
765,250.0,4,0.0,0,10,0,0,0,0,0,0,0,0.0,0,50,0,1079,2
766,0.0,19,0.0,0,0,0,2,0,0,0,3,3,1.0,2,13,0,387,0
767,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,162,0
768,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,3247,0
769,0.0,42,0.0,0,0,0,5,0,0,1,6,6,1.0,5,12,0,2788,0
770,0.0,548,0.0,17,0,0,43,1,0,22,100,82,0.5813953488372093,23,120,0,649,2
771,0.0,166,0.0,0,0,0,6,0,0,3,34,34,1.0,2,108,0,2851,0
772,0.0,96,0.0,0,0,0,9,0,0,1,24,24,1.0,8,16,0,1332,0
773,0.0,36,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,4129,0
774,0.0,102,0.0,1,0,0,17,0,0,4,19,18,0.9411764705882352,17,31,0,2509,0
775,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,5,0,1047,0
776,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,589,0
777,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,1,4,0,2427,0
778,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,701,0
779,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,7,0,2394,0
780,0.0,12,0.0,0,0,0,1,0,0,2,2,2,1.0,1,8,0,224,0
781,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,1008,0
782,0.0,242,0.0,0,0,0,13,0,2,2,32,32,1.0,12,118,1,2728,2
783,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,2726,0
784,0.0,185,0.0,7,0,0,21,0,0,13,33,26,0.6666666666666666,15,50,0,3077,0
785,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2108,0
786,0.0,62,0.0,3,0,0,10,3,0,4,13,7,0.4,6,28,0,3356,0
787,0.0,26,0.0,0,0,0,1,0,0,5,2,2,1.0,1,3,4,1331,0
788,0.0,33,0.0,2,0,0,5,0,0,3,5,3,0.6,5,5,0,4136,0
789,4.545454545454546,22,0.0,0,1,0,3,0,0,0,3,3,1.0,0,14,0,281,0
790,0.0,61,0.0,7,0,0,9,2,0,7,9,0,0.0,9,9,0,2622,0
791,0.0,129,0.0,0,0,0,18,0,0,0,18,18,1.0,0,19,0,1011,0
792,0.0,22,0.0,2,0,0,4,0,0,0,4,2,0.5,4,6,0,550,0
793,0.0,90,0.0,7,0,0,11,0,0,3,16,9,0.3636363636363636,11,13,0,1567,0
794,0.0,21,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,2,3,0,6723,0
795,0.0,326,0.0,0,0,0,9,0,0,1,49,49,1.0,8,217,0,2013,2
796,0.0,51,0.0,2,0,0,5,0,2,0,9,7,0.6,5,16,0,4169,0
797,0.0,84,0.0,0,0,0,7,0,0,8,11,11,1.0,4,19,0,3836,0
798,0.0,29,0.0,0,0,0,4,1,0,0,7,6,0.75,4,7,0,4439,0
799,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,2446,0
800,0.0,24,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,2651,0
801,0.0,202,0.0,0,0,0,16,0,0,5,41,41,1.0,13,45,0,1419,0
802,0.0,36,0.0,0,0,0,2,0,0,0,10,10,1.0,2,19,0,1159,0
803,0.0,66,0.0,3,0,0,8,0,0,0,8,5,0.625,8,44,0,1122,1
804,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,965,0
805,0.0,36,0.0,1,0,0,3,0,0,3,5,4,0.6666666666666666,3,7,0,1858,0
806,0.0,768,0.0,6,0,0,36,0,1,19,156,150,0.8333333333333334,16,588,0,3281,0
807,0.0,386,0.0,1,0,0,22,0,0,20,67,66,0.9545454545454546,17,191,1,2184,1
808,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2286,0
809,0.0,67,0.0,0,0,0,8,0,0,2,16,16,1.0,3,50,0,353,0
810,0.0,76,0.0,6,0,0,10,0,0,5,12,6,0.4,9,13,0,2572,0
811,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,845,0
812,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,965,0
813,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,1808,0
814,10.126582278481012,79,1.2658227848101269,0,8,1,7,0,0,1,15,15,1.0,1,53,0,204,0
815,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,2,0,4443,0
816,0.0,31,0.0,3,0,0,4,0,0,0,6,3,0.25,2,5,0,2255,0
817,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5294,0
818,0.0,36,0.0,0,0,0,2,1,0,0,7,3,0.5,2,7,0,6177,0
819,0.0,56,0.0,3,0,0,9,0,0,0,15,12,0.6666666666666666,9,25,0,1749,0
820,0.0,116,0.0,10,0,0,15,0,0,5,23,13,0.3333333333333333,12,16,0,2260,0
821,0.0,51,0.0,1,0,0,3,0,2,2,9,8,0.6666666666666666,1,19,0,889,0
822,0.0,37,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0,1082,0
823,0.0,50,0.0,4,0,0,6,1,0,0,7,1,0.1666666666666666,6,17,0,546,0
824,0.0,49,0.0,3,0,0,6,1,1,4,6,2,0.3333333333333333,6,8,3,1395,0
825,0.0,45,0.0,2,0,0,7,0,0,2,7,5,0.7142857142857143,7,21,0,2772,0
826,0.0,127,0.0,0,0,0,2,0,39,4,3,3,1.0,2,15,0,1351,0
827,12.5,56,0.0,0,7,0,9,0,0,0,12,12,1.0,9,30,0,1107,0
828,0.0,80,0.0,9,0,0,11,0,0,6,16,6,0.1818181818181818,10,22,0,3020,1
829,0.0,27,0.0,1,0,0,3,1,1,1,6,3,0.3333333333333333,2,7,0,2461,0
830,0.0,646,0.0,1,0,0,34,0,0,2,192,191,0.9705882352941176,11,226,0,5133,1
831,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,0,557,0
832,0.0,302,0.0,2,0,0,25,0,1,3,59,57,0.92,11,197,0,5182,2
833,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3776,0
834,2.083333333333333,48,4.166666666666667,0,1,2,6,0,0,1,11,11,1.0,3,22,0,413,0
835,0.0,45,0.0,3,0,0,5,1,0,1,10,5,0.2,5,7,0,3499,0
836,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,450,0
837,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,1082,0
838,0.0,171,0.5847953216374269,6,0,1,25,0,1,1,39,33,0.76,23,31,0,2509,1
839,0.0,25,0.0,2,0,0,4,0,0,1,4,2,0.5,4,5,0,223,0
840,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,3853,0
841,0.0,279,0.0,3,0,0,28,0,3,10,49,46,0.8928571428571429,14,54,0,3889,2
842,0.0,85,0.0,3,0,0,9,3,0,7,13,7,0.3333333333333333,8,27,0,1843,0
843,0.0,34,0.0,0,0,0,6,0,0,2,7,7,1.0,3,8,0,3681,0
844,0.0,36,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1446,0
845,0.0,143,0.0,17,0,0,18,0,0,16,22,5,0.0555555555555555,17,42,0,912,0
846,0.0,93,0.0,4,0,0,17,0,0,0,17,13,0.7647058823529411,17,17,0,622,0
847,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1331,0
848,0.0,22,0.0,2,0,0,4,2,0,1,4,0,0.0,4,4,0,2826,0
849,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,1427,0
850,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,2485,0
851,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,4330,0
852,0.0,129,0.0,0,0,0,12,0,7,1,21,21,1.0,10,28,1,386,1
853,0.0,105,0.0,1,0,0,9,1,0,6,13,11,0.7777777777777778,3,39,0,1332,0
854,0.0,21,0.0,0,0,0,1,0,0,1,1,1,1.0,1,13,0,722,0
855,0.0,35,0.0,6,0,0,6,0,0,2,6,0,0.0,6,6,0,5029,0
856,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,632,0
857,0.0,13,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,1,1580,0
858,0.0,55,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,11,0,4129,0
859,0.0,27,0.0,0,0,0,2,0,0,0,4,4,1.0,2,3,0,241,0
860,0.0,41,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,17,0,4403,0
861,0.0,29,0.0,0,0,0,1,0,0,0,5,5,1.0,1,3,0,773,0
862,0.0,97,0.0,0,0,0,10,0,0,0,36,36,1.0,3,21,0,431,0
863,0.0,114,0.0,6,0,0,11,0,0,0,16,10,0.4545454545454545,11,48,0,621,0
864,0.0,27,0.0,2,0,0,4,0,1,0,4,2,0.5,2,7,0,24,0
865,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,4,0,414,0
866,0.0,31,0.0,0,0,0,2,0,0,0,2,2,1.0,1,43,0,1135,0
867,0.0,72,0.0,0,0,0,5,0,0,0,5,5,1.0,5,60,0,1391,0
868,0.0,62,0.0,6,0,0,10,0,0,1,12,6,0.4,0,21,0,263,0
869,0.0,67,0.0,0,0,0,3,0,3,14,3,3,1.0,3,33,0,631,1
870,0.0,25,0.0,0,0,0,2,0,0,4,2,2,1.0,2,7,0,619,0
871,0.0,63,0.0,0,0,0,3,0,0,2,11,11,1.0,3,18,0,2011,0
872,0.0,31,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,0,495,0
873,0.0,190,0.0,4,0,0,14,2,0,2,43,37,0.5714285714285714,13,106,2,1198,0
874,1.6129032258064515,186,2.6881720430107525,10,3,5,23,0,5,8,27,17,0.5652173913043478,17,98,0,528,0
875,0.0,355,0.0,9,0,0,37,0,0,5,53,44,0.7567567567567568,10,73,0,2900,2
876,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,4443,0
877,0.0,147,0.0,1,0,0,21,0,0,4,41,40,0.9523809523809524,19,31,0,4639,0
878,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,1479,0
879,0.0,210,0.0,4,0,0,10,0,0,0,45,41,0.6,10,79,0,4129,1
880,0.0,122,0.0,6,0,0,12,0,0,0,17,11,0.5,12,54,0,621,0
881,0.0,52,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,496,0
882,0.0,222,0.0,17,0,0,26,0,0,13,37,20,0.3461538461538461,23,69,0,528,0
883,0.0,329,0.0,3,0,0,9,0,8,12,51,47,0.6666666666666666,5,73,0,1842,1
884,0.0,162,0.0,9,0,0,18,0,1,10,29,20,0.5,18,43,11,3143,0
885,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,218,0
886,0.0,21,0.0,0,0,0,1,0,0,4,1,1,1.0,1,25,0,845,0
887,0.0,78,0.0,2,0,0,9,2,0,2,17,13,0.5555555555555556,3,18,0,1010,0
888,0.0,39,0.0,1,0,0,2,0,0,0,11,10,0.5,2,24,0,1858,0
889,0.0,52,0.0,3,0,0,4,0,1,0,4,1,0.25,4,7,2,2887,0
890,0.0,142,0.0,6,0,0,13,0,0,7,17,10,0.5384615384615384,13,27,0,1173,0
891,0.0,371,0.0,0,0,0,8,0,0,0,62,62,1.0,0,125,0,556,2
892,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,504,0
