id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
556,0.0,58,0.0,0,0,0,7,0,0,2,9,9,1.0,6,14,0,66.0,0
557,0.0,30,0.0,0,0,0,3,0,0,1,5,5,1.0,3,7,0,19.571428571428573,0
558,0.0,205,0.0,1,0,0,26,0,0,0,31,30,0.9615384615384616,12,104,0,26.235294117647054,1
559,0.0,92,0.0,14,0,0,16,0,0,0,18,4,0.125,16,19,0,48.6,0
560,0.0,26,0.0,0,0,0,3,1,0,0,3,2,0.6666666666666666,2,9,0,46.0,0
561,0.0,45,0.0,5,0,0,7,2,0,1,7,0,0.0,7,9,0,18.83333333333333,0
562,0.0,193,0.0,2,0,0,13,0,3,2,30,28,0.8461538461538461,7,107,0,180.33333333333331,1
563,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,12.25,0
564,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,11.833333333333334,0
565,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0,176.0,0
566,0.0,60,0.0,0,0,0,5,0,7,0,7,7,1.0,5,15,0,26.57692307692308,0
567,1.2987012987012987,77,0.0,0,1,0,4,0,0,4,14,14,1.0,4,30,0,139.66666666666666,0
568,0.0,255,0.0,3,0,0,24,0,0,8,37,34,0.875,18,146,0,24.147058823529413,1
569,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,26.0,0
570,0.0,89,0.0,0,0,0,3,0,0,3,23,23,1.0,3,52,0,34.666666666666664,0
571,0.0,31,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,2,4,1,16.77777777777778,0
572,0.0,71,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,29.613636363636363,0
573,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,14.5,0
574,0.0,31,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,25.0,0
575,0.0,75,0.0,12,0,0,12,0,0,12,12,0,0.0,12,36,0,778.0,0
576,0.0,23,0.0,0,0,0,3,0,0,1,3,3,1.0,3,3,0,30.31515151515152,0
577,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1646.2083333333333,0
578,0.0,28,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,3,8,0,24.5,0
579,0.0,30,0.0,1,0,0,4,3,0,3,4,0,0.0,4,4,0,9.583333333333334,0
580,0.0,57,0.0,5,0,0,8,0,0,4,8,3,0.375,8,16,0,26.272727272727277,0
581,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,69.33333333333333,0
582,0.0,33,0.0,0,0,0,5,0,0,1,6,6,1.0,4,6,0,44.0,0
583,1.9047619047619049,105,1.9047619047619049,0,2,2,16,0,0,0,27,27,1.0,16,77,0,13.38888888888889,0
584,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,13.6,0
585,0.0,21,0.0,2,0,0,3,1,0,1,3,0,0.0,3,3,0,45.09090909090909,0
586,0.0,94,0.0,0,0,0,6,0,0,0,12,12,1.0,4,29,0,336.3333333333333,0
587,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
588,0.0,101,0.0,0,0,0,5,0,0,7,20,20,1.0,3,24,0,75.14285714285714,0
589,0.0,41,0.0,0,0,0,3,1,0,6,3,2,0.6666666666666666,3,16,0,14.0,0
590,0.0,23,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,77.96666666666667,0
591,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
592,0.0,73,0.0,8,0,0,11,0,0,1,16,8,0.2727272727272727,11,28,0,21.692307692307693,0
593,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,22.33333333333333,0
594,0.0,372,0.0,4,0,0,28,3,0,17,49,41,0.75,8,70,0,82.63636363636364,0
595,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,9.285714285714286,0
596,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,18.666666666666668,0
597,0.0,22,0.0,0,0,0,3,0,0,2,4,4,1.0,2,5,0,339.0,0
598,0.0,106,0.0,7,0,0,12,3,0,5,16,6,0.1666666666666666,12,27,0,32.833333333333336,0
599,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,10,0,94.33333333333331,0
600,0.0,36,0.0,3,0,0,4,0,0,2,6,3,0.25,4,5,0,32.142857142857146,0
601,0.0,185,0.0,0,0,0,8,0,0,6,31,31,1.0,6,67,0,76.4,0
602,0.0,130,0.0,1,0,0,5,0,0,0,17,16,0.8,5,84,0,265.5,2
603,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,0,11,0,132.5,0
604,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,0,2,0,64.39024390243902,0
605,0.0,681,0.0,6,0,0,32,5,0,7,161,150,0.65625,5,215,0,592.125,0
606,0.0,150,0.0,6,0,0,12,0,0,6,36,30,0.5,12,47,5,21.0188679245283,0
607,0.0,55,0.0,1,0,0,6,0,0,1,11,10,0.8333333333333334,4,9,0,9.23076923076923,0
608,0.0,29,0.0,1,0,0,3,0,0,1,5,4,0.6666666666666666,3,6,0,34.5,0
609,0.0,55,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,1187.7894736842106,0
610,0.0,10,0.0,0,0,0,3,0,0,0,3,3,1.0,0,4,0,17.666666666666668,0
611,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,141.5,0
612,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,34.5,0
613,0.0,69,0.0,11,0,0,11,0,0,11,11,0,0.0,11,33,0,1019.3529411764706,0
614,0.0,20,0.0,2,0,0,2,0,0,1,2,0,0.0,2,5,0,44.77777777777778,0
615,0.0,221,0.0,3,0,0,17,0,1,4,45,42,0.8235294117647058,15,112,0,56.57142857142857,2
616,0.0,14,0.0,0,0,0,2,0,0,0,2,2,1.0,1,5,0,10.333333333333334,0
617,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,42.8,0
618,0.0,12,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,7.214285714285714,0
619,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,54.0,0
620,0.0,31,0.0,1,0,0,4,1,0,1,6,4,0.5,3,8,0,12.583333333333334,0
621,0.0,108,0.0,0,0,0,12,10,10,0,23,13,0.1666666666666666,11,41,0,66.0,0
622,0.0,35,0.0,3,0,0,3,0,0,0,3,0,0.0,3,3,0,34.0,0
623,15.789473684210526,19,0.0,0,3,0,4,0,0,0,4,4,1.0,0,6,0,20.0,0
624,0.0,334,0.0,1,0,0,18,0,0,4,105,103,0.9444444444444444,6,73,0,79.0,1
625,0.0,92,0.0,2,0,0,13,0,0,1,18,16,0.8461538461538461,13,24,0,84.0,1
626,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,11.5,0
627,0.0,33,0.0,1,0,0,6,3,0,0,6,2,0.3333333333333333,5,9,0,24.1875,0
628,0.0,6,33.333333333333336,0,0,2,1,0,0,0,1,1,1.0,1,3,0,12.25,0
629,0.0,82,0.0,1,0,0,8,0,0,0,18,17,0.875,2,13,0,325.8,0
630,0.0,99,0.0,0,0,0,11,0,0,0,24,24,1.0,3,67,0,16.53125,0
631,0.0,28,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,37.74074074074074,0
632,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,12.5,0
633,0.0,1295,0.0,24,0,0,73,7,1,21,286,250,0.5753424657534246,70,334,7,211.54166666666663,2
634,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,10.5,0
635,0.0,142,0.0,0,0,0,2,0,0,2,27,27,1.0,2,83,0,28.928571428571427,0
636,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,4,7,0,11.88888888888889,0
637,0.0,21,9.523809523809524,0,0,2,3,0,0,0,3,3,1.0,1,9,0,42.583333333333336,0
638,0.0,8,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,29.05555555555556,0
639,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,10.0,0
640,0.0,94,0.0,1,0,0,12,0,0,2,21,20,0.9166666666666666,8,15,0,2.5,0
641,0.0,124,0.0,8,0,0,19,6,0,3,21,7,0.2631578947368421,18,26,0,17.272727272727273,0
642,0.0,35,0.0,0,0,0,7,0,0,0,7,7,1.0,7,8,0,21.5,0
643,0.0,46,0.0,0,0,0,3,0,0,0,9,9,1.0,3,31,0,21.08333333333333,0
644,0.0,142,0.0,14,0,0,28,14,0,14,28,0,0.0,28,33,0,88.33333333333333,0
645,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,5,3,48.3,0
646,0.0,26,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0,9.233333333333333,0
647,0.0,64,0.0,0,0,0,6,0,4,2,11,11,1.0,6,33,0,12.2,1
648,0.0,148,0.0,0,0,0,11,0,0,3,32,32,1.0,9,19,0,117.46666666666668,0
649,0.0,87,0.0,0,0,0,5,1,0,0,15,13,0.8,2,39,0,79.0,1
650,0.0,26,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0,15.22222222222222,0
651,0.0,12,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,18.7,0
652,0.0,13,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,20.3,0
653,0.0,52,0.0,1,0,0,6,0,0,1,10,9,0.8333333333333334,6,35,0,22.166666666666668,0
654,0.0,94,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,150.0,0
655,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,14.571428571428571,0
656,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10.5,0
657,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,7,0,15.6,0
658,0.0,26,0.0,1,0,0,3,1,0,0,3,1,0.3333333333333333,3,6,0,112.5,0
659,0.0,75,0.0,0,0,0,2,0,0,0,23,23,1.0,2,31,0,23.529411764705884,0
660,0.0,283,0.0,1,0,0,13,0,18,0,43,42,0.9230769230769232,5,95,0,96.52941176470588,0
661,0.0,242,0.0,5,0,0,15,2,2,6,50,43,0.5333333333333333,12,101,0,233.5,0
662,0.0,36,0.0,3,0,0,5,2,0,1,5,0,0.0,5,5,0,39.8,0
663,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,32.0,0
664,6.25,32,3.125,1,2,1,4,0,0,1,5,4,0.75,2,18,0,56.0,0
665,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,17.0,0
666,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,18.125,0
667,0.0,82,0.0,3,0,0,9,0,0,2,14,11,0.6666666666666666,6,29,0,11.74074074074074,1
668,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,14.6,0
669,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0,9.75,0
670,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,38.43333333333333,0
671,0.0,39,0.0,2,0,0,4,0,0,2,5,3,0.5,4,19,0,92.0,0
672,0.0,152,0.0,7,0,0,17,1,0,4,30,22,0.5294117647058824,17,66,0,25.11111111111111,0
673,0.0,74,0.0,0,0,0,5,0,0,5,14,14,1.0,3,89,0,30.789473684210527,0
674,0.0,75,0.0,3,0,0,6,0,0,1,14,11,0.5,5,43,0,10.88888888888889,0
675,0.0,170,0.0,5,0,0,13,0,0,4,23,18,0.6153846153846154,13,48,0,250.0,0
676,0.0,34,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,15.238095238095235,0
677,0.0,364,0.0,7,0,0,26,0,0,16,68,61,0.7307692307692307,14,200,0,59.41666666666666,0
678,0.0,21,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,15.3,0
679,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,1,8.172413793103448,0
680,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,7.0,0
681,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0,9708.520833333334,0
682,0.0,10,0.0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,7.666666666666667,0
683,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,62.81818181818182,0
684,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,0,149.11111111111111,0
685,0.0,52,0.0,0,0,0,3,0,0,4,5,5,1.0,2,12,0,153.575,0
686,0.0,183,0.0,0,0,0,8,0,0,1,34,34,1.0,4,31,0,72.25,0
687,0.0,49,0.0,5,0,0,7,0,0,4,8,3,0.2857142857142857,7,8,0,174.0,0
688,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,9.0,0
689,0.0,467,0.4282655246252677,6,0,2,35,1,0,11,121,112,0.8,6,61,0,85.14285714285714,2
690,0.0,28,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,2,5,0,195.46153846153845,0
691,0.5571030640668524,359,0.0,26,2,0,52,18,0,19,75,28,0.1538461538461538,49,91,19,17.382716049382715,0
692,0.0,26,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,103.3076923076923,0
693,0.0,13,0.0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,11.666666666666666,0
694,0.0,14,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,23.76923076923077,0
695,0.0,79,0.0,0,0,0,3,0,0,2,10,10,1.0,2,22,0,79.125,1
696,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,6.5,0
697,0.0,55,0.0,5,0,0,10,4,0,4,11,2,0.1,10,11,0,18.666666666666668,0
698,0.0,13,7.6923076923076925,1,0,1,3,0,0,0,3,2,0.6666666666666666,0,4,0,92.0,0
699,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,3,0,53.0,0
700,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,15.470588235294118,0
701,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7.166666666666667,0
702,0.0,40,0.0,2,0,0,5,0,0,3,6,4,0.6,5,14,0,17.0,0
703,0.0,112,0.0,0,0,0,20,0,0,0,26,26,1.0,19,28,0,35.7,0
704,0.0,78,0.0,1,0,0,3,0,0,1,15,14,0.6666666666666666,1,22,0,161.25,1
705,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,8.88888888888889,0
706,0.0,22,0.0,0,0,0,1,0,0,2,2,2,1.0,1,7,0,23.25,0
707,0.0,179,0.0,0,0,0,25,0,0,1,43,43,1.0,18,58,0,30.066666666666663,0
708,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,8270.47247706422,0
709,0.0,24,0.0,0,0,0,2,0,0,0,7,7,1.0,2,5,0,10.0,0
710,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,7.444444444444445,0
711,0.0,47,0.0,1,0,0,4,0,0,2,6,5,0.75,4,17,0,39.92857142857143,0
712,0.0,26,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,107.42857142857144,0
713,0.0,57,0.0,0,0,0,6,0,0,2,9,9,1.0,5,9,0,108.6,0
714,0.0,10,20.0,0,0,2,1,0,0,0,1,1,1.0,1,8,0,9.625,0
715,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,155.63636363636363,0
716,0.0,64,0.0,0,0,0,3,0,0,0,17,17,1.0,2,22,0,39.5,0
717,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,43.25,0
718,0.0,47,0.0,0,0,0,3,0,4,3,8,8,1.0,3,6,0,40.25,0
719,0.0,8,0.0,0,0,0,1,0,1,0,1,1,1.0,1,2,0,4.333333333333333,0
720,0.0,63,0.0,10,0,0,10,0,0,10,10,0,0.0,10,30,0,89.33333333333333,0
721,6.0606060606060606,33,9.090909090909092,1,2,3,3,0,0,5,4,3,0.6666666666666666,2,19,0,16.8,0
722,0.0,104,0.0,0,0,0,8,0,6,0,10,10,1.0,8,13,0,43.25,0
723,0.0,44,0.0,0,0,0,4,0,0,2,8,8,1.0,3,12,0,11.285714285714286,0
724,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.0,0
725,0.0,38,0.0,1,0,0,5,0,0,1,7,6,0.8,5,10,0,30.272727272727277,0
726,0.0,92,0.0,0,0,0,4,0,0,5,14,14,1.0,4,55,2,13.890625,0
727,0.0,14,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,5.363636363636363,0
728,0.0,294,0.0,0,0,0,2,0,1,0,42,42,1.0,2,253,0,64.70370370370371,0
729,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,8270.47247706422,0
730,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,9.77777777777778,0
731,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,29.58333333333333,0
732,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,4,12,0,20.4,0
733,0.0,178,0.0,4,0,0,21,2,2,8,34,28,0.7142857142857143,17,58,4,152.0,0
734,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20.025,0
735,0.0,39,0.0,0,0,0,1,0,1,0,7,7,1.0,1,19,0,16.46153846153846,0
736,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5.0,0
737,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,26.0,0
738,0.0,29,0.0,0,0,0,2,0,0,3,3,3,1.0,2,9,0,24.0,0
739,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,197.66666666666663,0
740,0.0,22,0.0,0,0,0,1,0,0,5,1,1,1.0,0,8,4,20.1,0
741,0.0,138,0.0,4,0,0,14,0,0,10,20,16,0.7142857142857143,13,54,5,19.34177215189873,1
742,0.0,20,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0,16.0,0
743,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,9.692307692307692,0
744,0.0,84,0.0,0,0,0,5,0,0,2,12,12,1.0,1,29,0,30.2,1
745,0.0,135,0.0,2,0,0,14,0,0,2,31,29,0.8571428571428571,13,35,0,25.142857142857142,0
746,0.0,40,0.0,0,0,0,3,0,0,1,6,6,1.0,3,16,0,14.176470588235292,0
747,0.0,62,0.0,1,0,0,8,0,0,0,9,8,0.875,0,16,0,18.428571428571427,0
748,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7.05,0
749,0.0,12,0.0,0,0,0,1,0,0,1,1,1,1.0,0,5,0,9.636363636363637,0
750,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,553.5,0
751,0.0,64,0.0,1,0,0,11,0,0,0,11,10,0.9090909090909092,6,30,0,15.347826086956522,0
752,0.0,104,0.0,9,0,0,16,0,0,4,16,7,0.4375,16,23,0,34.77777777777778,0
753,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,87.6,0
754,0.0,214,0.0,12,0,0,27,0,0,10,41,29,0.5555555555555556,23,65,0,25.78787878787879,1
755,0.0,20,0.0,0,0,0,2,0,0,1,3,3,1.0,2,4,0,15.25,0
756,0.0,17,0.0,0,0,0,1,0,2,1,1,1,1.0,0,5,0,19.75,0
757,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,1,3,0,118.8,0
758,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,0,2,0,19.25,0
759,0.0,224,0.0,9,0,0,39,0,0,2,44,35,0.7692307692307693,39,95,0,25.4,0
760,0.0,36,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,6,8,0,11.615384615384617,0
761,0.0,50,0.0,3,0,0,5,0,0,4,7,4,0.4,5,14,0,11.263157894736842,0
762,0.0,367,0.0,0,0,0,13,0,0,40,62,62,1.0,1,141,42,34.98924731182796,2
763,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,36.77777777777778,0
764,0.0,67,0.0,0,0,0,2,0,0,1,17,17,1.0,2,31,0,77.77777777777777,1
765,250.0,4,0.0,0,10,0,0,0,0,0,0,0,0.0,0,50,0,40.0,2
766,0.0,19,0.0,0,0,0,2,0,0,0,3,3,1.0,2,13,0,21.5,0
767,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,59.333333333333336,0
768,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,18.0,0
769,0.0,42,0.0,0,0,0,5,0,0,1,6,6,1.0,5,12,0,56.0,0
770,0.0,548,0.0,17,0,0,43,1,0,22,100,82,0.5813953488372093,23,120,0,33.24,2
771,0.0,166,0.0,0,0,0,6,0,0,3,34,34,1.0,2,108,0,28.818181818181817,0
772,0.0,96,0.0,0,0,0,9,0,0,1,24,24,1.0,8,16,0,14.166666666666666,0
773,0.0,36,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,24.666666666666668,0
774,0.0,102,0.0,1,0,0,17,0,0,4,19,18,0.9411764705882352,17,31,0,53.66666666666666,0
775,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,5,0,18.33333333333333,0
776,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,11.0,0
777,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,1,4,0,13.636363636363637,0
778,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,164.66666666666666,0
779,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,7,0,15.76923076923077,0
780,0.0,12,0.0,0,0,0,1,0,0,2,2,2,1.0,1,8,0,58.0,0
781,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,27969.666666666668,0
782,0.0,242,0.0,0,0,0,13,0,2,2,32,32,1.0,12,118,1,37.11764705882353,2
783,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,29.032608695652176,0
784,0.0,185,0.0,7,0,0,21,0,0,13,33,26,0.6666666666666666,15,50,0,25.1,0
785,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,55.25,0
786,0.0,62,0.0,3,0,0,10,3,0,4,13,7,0.4,6,28,0,50.333333333333336,0
787,0.0,26,0.0,0,0,0,1,0,0,5,2,2,1.0,1,3,4,62.1,0
788,0.0,33,0.0,2,0,0,5,0,0,3,5,3,0.6,5,5,0,37.5,0
789,4.545454545454546,22,0.0,0,1,0,3,0,0,0,3,3,1.0,0,14,0,48.5,0
790,0.0,61,0.0,7,0,0,9,2,0,7,9,0,0.0,9,9,0,24.33333333333333,0
791,0.0,129,0.0,0,0,0,18,0,0,0,18,18,1.0,0,19,0,639.0,0
792,0.0,22,0.0,2,0,0,4,0,0,0,4,2,0.5,4,6,0,4.25,0
793,0.0,90,0.0,7,0,0,11,0,0,3,16,9,0.3636363636363636,11,13,0,17.75,0
794,0.0,21,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,2,3,0,22.352941176470587,0
795,0.0,326,0.0,0,0,0,9,0,0,1,49,49,1.0,8,217,0,30.9375,2
796,0.0,51,0.0,2,0,0,5,0,2,0,9,7,0.6,5,16,0,11.25,0
797,0.0,84,0.0,0,0,0,7,0,0,8,11,11,1.0,4,19,0,119.8181818181818,0
798,0.0,29,0.0,0,0,0,4,1,0,0,7,6,0.75,4,7,0,8.909090909090908,0
799,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,14.571428571428571,0
800,0.0,24,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,21.375,0
801,0.0,202,0.0,0,0,0,16,0,0,5,41,41,1.0,13,45,0,126.5,0
802,0.0,36,0.0,0,0,0,2,0,0,0,10,10,1.0,2,19,0,9.964285714285714,0
803,0.0,66,0.0,3,0,0,8,0,0,0,8,5,0.625,8,44,0,28.23076923076923,1
804,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,1674.0,0
805,0.0,36,0.0,1,0,0,3,0,0,3,5,4,0.6666666666666666,3,7,0,46.01856763925729,0
806,0.0,768,0.0,6,0,0,36,0,1,19,156,150,0.8333333333333334,16,588,0,132.4090909090909,0
807,0.0,386,0.0,1,0,0,22,0,0,20,67,66,0.9545454545454546,17,191,1,129.71428571428572,1
808,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,8.526315789473685,0
809,0.0,67,0.0,0,0,0,8,0,0,2,16,16,1.0,3,50,0,10.604938271604938,0
810,0.0,76,0.0,6,0,0,10,0,0,5,12,6,0.4,9,13,0,29.98809523809524,0
811,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,22.5,0
812,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,14.0,0
813,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,12.571428571428571,0
814,10.126582278481012,79,1.2658227848101269,0,8,1,7,0,0,1,15,15,1.0,1,53,0,192.0,0
815,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,2,0,11.7,0
816,0.0,31,0.0,3,0,0,4,0,0,0,6,3,0.25,2,5,0,9708.520833333334,0
817,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,12.419354838709678,0
818,0.0,36,0.0,0,0,0,2,1,0,0,7,3,0.5,2,7,0,117.9375,0
819,0.0,56,0.0,3,0,0,9,0,0,0,15,12,0.6666666666666666,9,25,0,145.17391304347825,0
820,0.0,116,0.0,10,0,0,15,0,0,5,23,13,0.3333333333333333,12,16,0,33.310344827586206,0
821,0.0,51,0.0,1,0,0,3,0,2,2,9,8,0.6666666666666666,1,19,0,26.90909090909091,0
822,0.0,37,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0,171.0,0
823,0.0,50,0.0,4,0,0,6,1,0,0,7,1,0.1666666666666666,6,17,0,79.0,0
824,0.0,49,0.0,3,0,0,6,1,1,4,6,2,0.3333333333333333,6,8,3,28.166666666666668,0
825,0.0,45,0.0,2,0,0,7,0,0,2,7,5,0.7142857142857143,7,21,0,11.2,0
826,0.0,127,0.0,0,0,0,2,0,39,4,3,3,1.0,2,15,0,11.625,0
827,12.5,56,0.0,0,7,0,9,0,0,0,12,12,1.0,9,30,0,28.142857142857142,0
828,0.0,80,0.0,9,0,0,11,0,0,6,16,6,0.1818181818181818,10,22,0,15.578947368421051,1
829,0.0,27,0.0,1,0,0,3,1,1,1,6,3,0.3333333333333333,2,7,0,9.642857142857142,0
830,0.0,646,0.0,1,0,0,34,0,0,2,192,191,0.9705882352941176,11,226,0,42.98936170212766,1
831,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,0,11.666666666666666,0
832,0.0,302,0.0,2,0,0,25,0,1,3,59,57,0.92,11,197,0,23.75609756097561,2
833,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,12.0,0
