id,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,TimePassedSinceTheLastChange,Severity
1858,3,12,0,0,521,0
1859,1,4,0,0,3604,0
1860,3,10,0,0,1184,0
1861,1,4,0,0,1578,0
1862,2,12,0,0,2812,0
1863,1,3,0,0,1075,0
1864,9,36,0,0,4180,1
1865,8,29,0,0,1699,1
1866,1,8,0,0,713,0
1867,1,3,0,0,2335,0
1868,2,10,0,0,1239,0
1869,3,20,0,0,2226,0
1870,5,16,0,0,5143,1
1871,2,91,0,0,1878,0
1872,1,4,0,0,1588,0
1873,1,6,0,0,306,0
1874,11,47,0,0,3,2
1875,1,3,0,0,3050,0
1876,1,5,0,0,4764,0
1877,4,22,0,0,1809,0
1878,4,23,0,0,968,0
1879,1,8,0,0,41,0
1880,7,22,0,0,2632,1
1881,5,22,0,0,1719,0
1882,1,12,0,0,893,0
1883,1,4,0,0,1065,0
1884,2,7,0,0,22,0
1885,2,5,0,0,2692,0
1886,2,7,0,0,575,0
1887,3,10,0,0,580,0
1888,1,8,0,0,5027,0
1889,1,22,0,0,165,0
1890,2,6,0,0,154,0
1891,1,12,0,0,1345,0
1892,11,25,0,0,2660,1
1893,3,14,0,0,25,0
1894,4,24,0,0,413,1
1895,1,4,0,0,2708,0
1896,2,5,0,0,1423,0
1897,3,13,0,0,1619,0
1898,4,20,0,0,1190,1
1899,4,16,0,0,1322,0
1900,4,20,0,0,121,1
1901,9,33,0,0,1003,1
1902,2,5,0,0,1338,0
1903,12,61,0,0,247,2
1904,1,4,0,0,1569,0
1905,2,9,1,0,172,0
1906,9,49,1,0,39,2
1907,1,3,0,0,541,0
1908,2,4,0,0,4185,0
1909,4,12,0,0,105,0
1910,7,48,0,0,323,0
1911,9,28,0,0,1276,0
1912,8,27,0,0,199,1
1913,2,7,0,0,45,0
1914,1,7,0,0,2793,0
1915,3,12,0,0,1114,0
1916,1,3,0,0,6194,0
1917,9,30,0,0,48,1
1918,1,4,0,0,2710,0
1919,3,12,0,0,1194,0
1920,1,3,0,0,359,0
1921,10,39,0,0,1747,1
1922,1,10,0,0,2841,0
1923,2,12,0,0,911,0
1924,4,22,0,0,120,0
1925,1,5,0,0,608,0
1926,17,92,0,0,1011,2
1927,3,3,0,0,1834,0
1928,1,11,0,0,2572,0
1929,1,4,0,0,515,0
1930,1,5,0,0,1451,0
1931,2,6,0,0,627,0
1932,6,23,0,0,1030,0
1933,2,7,0,0,5668,0
1934,2,6,0,0,131,0
1935,3,13,0,0,1163,0
1936,1,5,0,0,1793,0
1937,1,7,0,0,829,0
1938,2,6,0,0,1382,0
1939,8,38,0,1,339,1
1940,1,5,0,0,35,0
1941,3,10,0,0,131,0
1942,1,4,0,0,582,0
1943,1,3,0,0,274,0
1944,1,5,0,0,831,0
1945,1,10,0,0,3863,0
1946,2,7,0,0,993,0
1947,1,7,0,0,586,0
1948,2,7,0,0,753,0
1949,6,18,0,0,420,0
1950,1,4,0,0,622,0
1951,2,5,0,0,1620,0
1952,3,9,0,0,3660,0
1953,4,11,0,0,1154,0
1954,3,11,0,0,788,0
1955,1,9,0,0,2854,0
1956,1,5,0,0,1155,0
1957,1,3,0,0,1555,0
1958,6,37,1,0,809,1
1959,2,5,0,0,1378,0
1960,12,47,0,0,201,2
1961,2,14,0,0,233,0
1962,1,9,0,0,844,0
1963,2,19,0,0,487,1
1964,5,21,0,0,2383,0
1965,3,8,0,0,382,0
1966,1,4,0,0,589,0
1967,1,4,0,0,3534,0
1968,1,4,0,0,685,0
1969,2,9,0,0,1190,0
1970,1,4,0,0,3788,0
1971,3,10,0,0,468,0
1972,1,4,0,0,1006,0
1973,2,8,0,0,212,0
1974,2,5,0,0,2696,0
1975,1,10,2,0,582,0
1976,6,29,0,0,968,0
1977,5,24,0,0,694,0
1978,1,3,0,0,190,0
1979,3,11,0,0,246,0
1980,2,6,0,0,332,0
1981,2,9,0,0,1687,0
1982,1,5,0,0,691,0
1983,1,17,0,0,1087,0
1984,2,6,0,0,309,0
1985,1,6,0,0,96,0
1986,3,25,0,0,983,0
1987,1,4,1,0,746,0
1988,3,10,0,0,477,0
1989,3,18,0,0,786,1
1990,1,4,0,0,166,0
1991,1,3,0,0,64,0
1992,3,9,0,0,582,0
1993,1,4,0,0,882,0
1994,2,11,0,0,528,0
1995,4,21,0,0,473,0
1996,1,4,0,0,315,0
1997,2,6,0,0,2096,0
1998,2,11,0,0,134,0
1999,1,3,0,0,4129,0
2000,9,53,0,0,2450,2
2001,3,9,0,0,665,0
2002,2,8,0,0,1403,0
2003,3,5,0,0,271,0
2004,2,8,0,0,3440,0
2005,5,26,0,0,2201,0
2006,7,55,0,0,6629,0
2007,2,8,0,0,330,0
2008,1,6,0,0,3027,0
2009,2,9,0,0,1880,0
2010,5,30,0,0,1004,1
2011,1,5,0,0,213,0
2012,6,16,0,0,745,0
2013,13,35,0,0,875,0
2014,1,12,0,0,317,0
2015,2,7,0,0,1084,0
2016,10,38,0,0,431,2
2017,4,15,0,0,508,0
2018,3,14,0,0,1363,0
2019,1,8,0,0,190,0
2020,2,7,0,0,1283,0
2021,2,10,0,0,328,0
2022,1,3,0,0,1047,0
2023,1,5,0,0,752,0
2024,2,10,0,0,623,0
2025,5,32,0,0,12,1
2026,2,6,0,0,2214,0
2027,28,103,0,0,217,2
2028,3,7,0,0,1002,0
2029,5,26,0,0,2504,1
2030,5,37,0,0,353,2
2031,2,6,0,0,118,0
2032,3,11,0,0,1010,0
2033,7,25,0,0,37,2
2034,2,17,0,0,5,1
2035,2,7,0,0,115,0
2036,2,6,0,0,625,0
2037,4,20,1,0,2,1
2038,2,6,0,0,580,0
2039,2,6,0,0,1192,0
2040,2,5,0,0,1400,0
2041,3,10,0,0,1962,0
2042,1,3,0,0,2379,0
2043,2,6,0,0,1922,0
2044,6,24,0,0,19,0
2045,1,3,0,0,3543,0
2046,1,7,0,0,250,0
2047,2,7,0,0,2073,0
2048,1,5,0,0,3640,0
2049,1,4,0,0,2774,0
2050,2,7,0,0,311,0
2051,8,17,0,0,500,1
2052,1,4,0,0,19,0
2053,2,7,0,0,3687,0
2054,3,11,0,0,470,0
2055,13,48,0,0,1390,2
2056,7,24,0,0,115,1
2057,4,14,0,0,2353,0
2058,17,70,0,0,1498,2
2059,1,6,0,0,1564,0
2060,2,7,0,0,328,0
2061,1,3,0,0,164,0
2062,11,46,3,4,153,2
2063,7,37,0,0,759,2
2064,11,27,0,0,166,1
2065,8,32,0,0,988,1
2066,2,11,0,0,1946,0
2067,1,8,0,0,2780,0
2068,4,21,0,0,484,1
2069,1,6,0,0,805,0
2070,1,13,0,0,2730,0
2071,4,18,0,0,493,1
2072,1,8,0,1,199,0
2073,10,43,0,0,1217,1
2074,1,3,0,0,92,0
2075,2,45,2,0,280,2
2076,2,9,0,0,524,0
2077,17,117,0,0,695,2
2078,6,32,0,0,1360,1
2079,2,9,0,0,1431,0
2080,1,13,0,0,495,0
2081,3,9,0,0,2059,0
2082,3,21,0,0,871,0
2083,5,22,0,0,1850,1
2084,1,6,0,0,3610,0
2085,1,7,0,0,24,0
2086,2,7,0,0,977,0
2087,3,8,0,0,2461,0
2088,2,8,0,0,190,0
2089,2,5,0,0,2117,0
2090,2,7,0,0,4129,0
2091,2,7,0,0,3383,0
2092,3,14,0,0,207,0
2093,1,6,0,0,490,0
2094,4,8,0,0,103,0
2095,1,3,0,0,1874,0
2096,16,61,0,0,674,2
2097,2,8,0,0,875,0
2098,14,37,0,0,662,2
2099,4,10,0,0,1786,0
2100,2,6,0,0,2841,0
2101,8,28,0,0,1324,1
2102,2,10,1,0,256,0
2103,3,11,0,0,204,0
2104,5,14,0,0,1643,1
2105,4,10,0,0,766,0
2106,2,6,0,0,1199,0
2107,6,21,0,0,139,1
2108,4,17,0,0,694,0
2109,1,23,0,0,1740,1
2110,1,3,0,0,1194,0
2111,2,7,0,0,567,0
2112,1,6,0,0,1424,0
2113,3,17,1,0,261,1
2114,2,8,0,0,3514,0
2115,2,7,0,0,893,0
2116,2,8,0,0,2314,0
2117,3,9,0,0,1264,0
2118,1,12,0,0,5,0
2119,2,5,0,0,3955,0
2120,1,4,0,0,702,0
2121,3,10,0,0,872,0
2122,10,36,0,0,954,2
2123,3,12,0,0,431,0
2124,1,4,0,0,5313,0
2125,1,3,0,0,1772,0
2126,4,12,0,0,1425,0
2127,3,8,0,0,293,0
2128,5,12,0,0,93,0
2129,1,3,0,0,461,0
2130,1,12,0,0,1256,0
2131,1,4,0,0,502,0
2132,1,4,0,0,673,0
2133,1,13,0,0,5,0
2134,1,3,0,0,873,0
2135,2,22,0,0,828,0
2136,1,4,0,0,4116,0
2137,3,11,0,0,728,0
2138,2,8,0,0,814,0
2139,5,15,0,0,1392,0
2140,1,3,0,1,240,0
2141,2,6,0,0,501,0
2142,2,10,0,0,4644,0
2143,1,4,0,0,223,0
2144,3,11,0,0,4129,0
2145,1,4,0,0,3739,0
2146,3,11,0,0,150,0
2147,1,11,0,0,1777,0
2148,2,7,0,0,315,0
2149,2,7,0,0,367,0
2150,2,8,0,0,1433,0
2151,1,3,0,0,3587,0
2152,5,17,0,0,276,0
2153,1,9,0,0,22,0
2154,8,19,0,0,1154,0
2155,2,5,0,0,36,0
2156,1,6,0,0,509,0
2157,2,10,1,0,647,0
2158,4,13,0,0,93,0
2159,2,8,0,0,90,0
2160,1,7,0,0,1585,0
2161,2,6,0,0,4129,0
2162,2,9,0,0,199,0
2163,8,44,0,0,431,2
2164,3,12,0,0,520,0
2165,3,12,0,0,1365,0
2166,2,6,0,0,1166,0
2167,9,29,0,0,98,1
2168,3,10,0,0,2755,0
2169,1,4,0,0,1368,0
2170,2,6,0,0,2323,0
2171,3,11,0,0,1202,0
2172,10,49,0,0,475,1
2173,1,3,0,0,787,0
2174,1,7,0,0,727,0
2175,10,45,1,1,147,1
2176,2,4,0,0,7,0
2177,1,3,0,0,906,0
2178,1,3,0,0,2655,0
2179,1,13,0,0,581,0
2180,2,6,0,0,2929,0
2181,2,7,0,0,3933,0
2182,3,13,0,0,674,0
2183,1,3,0,0,1101,0
2184,2,7,0,0,1817,0
2185,2,7,0,0,932,0
2186,28,120,0,0,625,3
2187,17,97,0,0,69,3
2188,4,14,0,0,261,0
2189,1,3,0,0,858,0
2190,1,5,0,0,169,0
2191,2,12,0,0,754,0
2192,3,12,0,0,769,0
2193,2,6,0,0,18,0
2194,2,3,0,0,2172,0
2195,2,7,0,0,414,0
2196,2,12,0,0,1034,1
2197,1,3,0,0,38,1
2198,1,7,0,0,1426,0
2199,3,8,0,0,1847,0
2200,1,5,0,0,413,0
2201,1,5,0,0,338,0
2202,3,16,0,0,339,0
2203,3,16,0,0,2496,0
2204,3,9,0,0,217,0
2205,5,26,0,0,4129,1
2206,2,7,0,0,2184,0
2207,2,5,0,0,1454,0
2208,1,5,0,0,945,0
2209,2,7,0,0,1286,0
2210,2,5,0,0,302,0
2211,2,6,0,0,346,0
2212,1,3,0,0,958,0
2213,3,18,0,0,1529,0
2214,22,87,0,0,278,3
2215,1,3,0,0,142,0
2216,3,12,0,0,568,1
