id,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,MaxNumberOfAddedLines,CodeChurn,NumberOfRevisions,MeanAuthorCommits,MaxNumberOfModifiedLines,Severity
1123,3,16,0,0,17,17,1,6.0,17,0
1124,4,21,0,0,33,33,1,917.0,33,1
1125,1,3,0,0,5,6,4,8777.0,5,0
1126,3,11,0,0,12,12,1,97.0,12,0
1127,1,3,0,0,4,4,1,217.0,4,0
1128,4,14,0,0,26,26,3,1938.5,26,0
1129,1,5,0,3,20,6,7,5559.25,20,0
1130,4,14,0,0,18,18,1,87.0,18,0
1131,2,6,0,0,7,7,1,1819.0,7,0
1132,4,18,0,0,21,21,1,359.0,21,0
1133,2,7,0,0,13,13,1,338.0,13,0
1134,2,5,0,0,6,6,1,245.0,6,0
1135,4,12,0,0,13,13,2,1410.0,13,0
1136,2,14,0,0,15,15,1,80.0,15,0
1137,2,7,0,0,8,8,1,761.0,8,0
1138,2,51,0,0,71,71,1,33.0,71,2
1139,7,44,0,0,62,62,1,533.0,62,2
1140,2,7,0,0,8,8,1,2674.0,8,0
1141,8,23,0,0,27,34,5,74.66666666666667,27,0
1142,6,21,0,0,21,22,5,1733.5,25,0
1143,2,11,0,0,12,12,1,162.0,12,0
1144,3,13,0,0,15,15,1,2542.0,15,0
1145,2,8,0,0,9,9,1,34.0,9,0
1146,5,22,0,0,25,27,4,761.5,25,0
1147,1,4,0,0,5,5,1,5097.0,5,0
1148,2,7,0,0,8,8,1,92.0,8,0
1149,3,10,0,0,11,11,2,94.5,16,0
1150,1,3,0,0,4,4,1,389.0,4,0
1151,1,5,0,0,6,6,1,3018.0,6,0
1152,1,4,0,0,5,5,1,467.0,5,0
1153,2,7,0,0,8,8,1,67.0,8,0
1154,1,22,0,0,24,24,2,1638.0,24,1
1155,1,3,0,0,50,1,10,4057.3333333333335,59,0
1156,7,30,1,0,19,34,8,175.0,20,1
1157,8,41,0,0,48,52,4,193.0,48,0
1158,1,3,0,0,4,4,1,105.0,4,0
1159,1,17,0,0,33,33,1,28.0,33,0
1160,6,19,0,0,21,21,1,411.0,21,0
1161,3,14,0,0,10,16,2,317.0,10,0
1162,2,5,0,0,7,7,1,67.0,7,0
1163,7,25,0,0,24,27,5,805.0,26,0
1164,2,19,0,0,25,25,2,51.0,25,0
1165,1,4,1,0,9,8,3,852.5,10,0
1166,7,19,0,0,20,20,1,411.0,20,0
1167,3,9,0,0,11,13,3,4397.0,11,0
1168,1,4,0,0,5,5,1,173.0,5,0
1169,1,3,0,0,5,5,1,821.0,5,0
1170,2,10,0,0,10,11,3,199.33333333333331,10,0
1171,1,22,0,0,34,34,1,254.0,34,1
1172,1,3,0,0,5,5,2,197.0,5,0
1173,2,7,0,0,9,8,2,125.5,9,0
1174,5,21,0,0,23,23,3,747.0,23,0
1175,1,3,0,0,5,5,1,412.0,5,0
1176,2,6,0,0,7,7,1,5173.0,7,0
1177,3,9,0,0,10,10,2,25.0,16,0
1178,5,21,0,0,23,23,1,354.0,23,0
1179,2,11,1,0,12,12,1,64.0,12,0
1180,2,19,0,0,19,19,5,3829.0,19,0
1181,2,6,0,0,7,7,1,208.0,7,0
1182,4,15,0,0,21,21,2,452.0,21,0
1183,1,5,0,0,6,6,2,3829.0,6,0
1184,6,22,0,0,22,24,4,3829.0,22,0
1185,2,5,0,0,7,7,1,715.0,7,0
1186,4,13,0,0,20,20,1,13.0,20,0
1187,2,6,0,0,7,7,1,164.0,7,0
1188,3,8,0,0,9,9,1,486.0,9,0
1189,1,25,0,0,27,27,2,3210.0,27,0
1190,1,4,0,0,5,5,1,67.0,5,0
1191,1,3,0,0,5,9,2,15268.0,5,0
1192,4,13,0,0,14,14,1,429.0,14,0
1193,2,6,0,0,8,8,1,681.0,8,0
1194,2,7,0,0,8,8,1,15.0,8,0
1195,5,25,0,0,26,26,1,138.0,26,0
1196,5,20,0,0,17,24,9,3573.333333333333,17,1
1197,1,4,0,0,6,6,3,1042.5,6,0
1198,2,8,0,0,9,9,1,179.0,9,0
1199,1,4,0,0,5,5,1,210.0,5,0
1200,3,16,0,1,22,17,3,7246.0,22,0
1201,1,12,0,0,16,16,1,97.0,16,0
1202,1,5,0,0,6,6,1,290.0,6,0
1203,1,3,0,0,6,6,1,956.0,6,0
1204,1,7,0,0,11,11,1,94.0,11,0
1205,2,19,0,0,24,24,2,80.0,24,0
1206,1,9,0,0,5,7,3,793.0,7,0
1207,1,3,0,0,4,4,1,3223.0,4,0
1208,4,7,0,0,9,9,1,226.0,9,0
1209,1,4,0,0,5,5,1,32.0,5,0
1210,2,7,0,0,8,8,1,77.0,8,0
1211,4,11,0,0,12,15,4,328.3333333333333,12,0
1212,2,5,0,0,6,6,1,200.0,6,0
1213,1,5,0,0,14,10,7,228.6,16,0
1214,3,11,0,0,12,12,1,2088.0,12,0
1215,4,16,0,0,21,21,1,403.0,21,0
1216,2,9,0,0,10,10,1,980.0,10,0
1217,3,10,0,0,11,11,1,1261.0,11,0
1218,2,5,0,0,5,5,1,1320.0,5,0
1219,2,8,0,0,9,9,1,3836.0,9,0
1220,3,22,0,0,24,24,2,572.0,24,0
1221,2,8,0,0,11,11,1,3829.0,11,0
1222,2,5,0,0,6,6,1,1.0,6,0
1223,1,8,0,0,9,9,1,71.0,9,0
1224,3,10,0,0,11,11,1,57.0,11,0
1225,4,23,0,0,27,25,2,107.5,27,0
1226,12,56,0,0,52,38,2,154.0,84,0
1227,4,12,0,0,15,15,1,917.0,15,0
1228,1,6,0,0,7,7,5,1086.3333333333333,7,0
1229,1,3,0,0,4,4,1,48.0,4,0
1230,2,8,0,0,12,10,3,2044.5,12,0
1231,3,18,0,0,30,30,1,28.0,30,0
1232,2,3,0,0,5,5,1,1303.0,5,0
1233,2,7,0,0,10,9,3,1089.0,10,0
1234,1,3,0,0,4,4,2,707.0,4,0
1235,2,6,0,0,7,7,1,5.0,7,0
1236,5,18,0,0,23,19,3,884.0,23,0
1237,1,3,0,0,4,4,1,2.0,4,0
1238,15,70,0,0,85,85,1,149.0,85,2
1239,1,4,0,0,5,5,2,426.0,5,0
1240,5,19,0,0,22,28,2,23.0,22,1
1241,7,19,0,0,26,26,1,70.0,26,0
1242,1,5,0,0,6,6,1,505.0,6,0
1243,2,15,0,0,23,23,2,3953.0,23,0
1244,2,7,0,0,8,8,3,4945.5,8,0
1245,3,9,0,0,10,10,1,81.0,10,0
1246,3,9,0,0,8,8,1,28.0,8,0
1247,1,3,0,0,4,4,1,1.0,4,0
1248,1,4,0,0,5,5,2,1546.0,5,0
1249,2,6,0,0,7,7,1,2812.0,7,0
1250,2,7,0,0,8,8,3,1974.0,10,0
1251,3,18,0,0,19,19,2,589.0,19,0
1252,2,7,0,0,10,10,1,1515.0,10,0
1253,4,17,0,0,14,17,8,147.25,14,0
1254,1,3,0,0,4,4,1,1.0,4,0
1255,8,25,0,0,11,12,2,53.5,11,0
1256,3,12,0,0,14,14,1,1322.0,14,0
1257,2,9,0,0,11,11,2,203.5,11,0
1258,2,7,0,0,8,8,3,399.5,8,0
1259,7,24,0,0,23,27,5,408.5,23,0
1260,11,56,0,0,61,61,1,1515.0,61,3
1261,2,7,0,0,8,8,1,2150.0,8,0
1262,1,3,0,0,4,4,1,60.0,4,0
1263,3,10,0,0,12,12,5,440.0,12,0
1264,2,7,0,0,8,8,6,2418.0,8,0
1265,4,16,0,0,10,17,3,675.5,11,0
1266,2,9,0,0,11,11,1,1975.0,11,0
1267,1,3,0,0,4,4,1,162.0,4,0
1268,2,10,0,0,13,13,1,122.0,13,0
1269,3,9,0,0,11,11,1,7.0,11,0
1270,1,6,3,0,10,11,2,1542.0,10,0
1271,1,5,0,0,6,6,2,9140.0,6,0
1272,2,8,0,0,9,9,1,97.0,9,0
1273,1,8,0,0,10,10,1,2028.0,10,0
1274,1,6,0,0,11,11,2,462.0,11,0
1275,4,10,0,0,11,11,1,4113.0,11,0
1276,1,17,0,0,18,19,2,866.0,18,0
1277,2,14,0,0,15,15,1,1218.0,15,0
1278,2,6,0,0,7,7,1,1141.0,7,0
1279,1,3,0,0,8,9,2,10.0,11,0
1280,2,8,0,0,10,9,4,82.0,10,0
1281,2,5,0,0,6,6,1,2599.0,6,0
1282,3,15,0,0,22,22,1,1819.0,22,0
1283,1,4,0,0,5,5,3,1758.0,6,0
1284,1,9,0,0,12,12,1,1241.0,12,0
1285,3,10,0,0,11,11,1,34.0,11,0
1286,1,3,0,0,4,4,1,275.0,4,0
1287,2,6,0,0,7,7,1,45.0,7,0
1288,1,37,0,0,62,62,1,100.0,62,3
1289,5,26,0,0,35,35,1,28.0,35,2
1290,9,42,0,0,40,43,2,24.5,40,2
1291,1,31,0,0,39,41,4,994.0,76,2
1292,2,4,0,0,5,5,1,1659.0,5,0
1293,1,3,0,0,4,4,1,4354.0,4,0
1294,3,14,0,0,16,16,1,1091.0,16,0
1295,2,3,0,0,9,10,6,48.5,9,0
1296,8,38,0,0,48,48,1,160.0,48,1
1297,4,16,0,0,26,30,4,944.0,26,0
1298,2,8,0,0,10,10,1,482.0,10,0
1299,1,5,0,0,6,6,1,2017.0,6,0
1300,2,8,0,0,9,9,1,1294.0,9,0
1301,6,21,0,0,28,27,3,158.0,28,0
1302,2,7,0,0,10,10,1,2598.0,10,0
1303,2,8,0,0,9,9,1,5146.0,9,0
1304,6,15,0,0,20,20,3,2017.0,20,0
1305,2,5,0,0,6,6,1,92.0,6,0
1306,2,8,0,0,12,10,4,1384.0,12,0
1307,3,12,0,0,12,13,2,13.0,21,0
1308,1,7,0,0,8,8,1,3829.0,8,0
1309,3,7,0,0,8,8,1,903.0,8,0
1310,1,5,0,0,6,6,1,1873.0,6,0
1311,1,6,0,0,10,7,5,394.3333333333333,10,0
1312,3,9,0,0,13,13,1,486.0,13,0
1313,1,12,0,0,14,14,1,90.0,14,0
1314,3,13,0,0,14,14,3,252.33333333333331,14,0
1315,2,4,0,0,6,6,2,35.0,8,0
1316,6,36,0,0,43,43,2,157.5,43,1
1317,4,15,0,0,17,17,1,3018.0,17,0
1318,1,9,0,0,10,10,6,1267.0,12,0
1319,7,24,0,0,27,27,3,1230.5,27,1
1320,2,9,0,0,13,13,1,56.0,13,0
1321,2,11,0,0,12,12,1,89.0,12,0
1322,1,4,0,0,5,5,2,724.5,5,0
1323,2,5,0,0,7,7,1,1938.0,7,0
1324,1,3,0,0,4,4,1,605.0,4,0
1325,2,7,0,0,8,8,1,125.0,8,0
1326,2,6,0,0,7,7,1,2.0,7,0
1327,1,3,0,0,7,7,1,1340.0,7,0
1328,6,27,0,0,43,30,2,999.0,43,0
1329,4,12,0,0,15,15,4,195.0,15,0
1330,3,8,0,0,9,9,1,1701.0,9,0
1331,1,8,0,0,10,10,4,1139.0,10,0
1332,2,8,0,0,9,9,2,678.0,9,0
1333,1,11,0,0,11,11,1,484.0,11,0
1334,1,6,0,0,7,7,2,276.0,10,0
1335,7,32,0,0,40,40,4,132.5,40,0
1336,4,14,0,0,15,15,1,30.0,15,0
1337,2,10,0,0,14,13,5,3880.0,14,0
1338,33,117,0,0,143,148,7,473.0,143,3
1339,1,3,0,0,4,4,1,3160.0,4,0
1340,2,6,0,0,7,7,1,91.0,7,0
1341,3,18,0,0,23,23,3,110.0,23,0
1342,1,3,0,0,4,4,4,96.75,4,0
1343,1,5,0,1,7,7,1,19.0,7,0
1344,1,6,0,0,11,11,1,1414.0,11,0
1345,1,4,0,0,5,5,1,1325.0,5,0
1346,1,6,0,0,13,7,3,3829.0,13,0
1347,1,3,0,0,4,4,2,3223.0,4,0
1348,1,6,0,0,7,7,1,1030.0,7,0
1349,2,18,0,0,21,20,5,772.25,21,0
1350,7,39,0,0,55,55,1,1515.0,55,2
1351,1,4,0,0,10,6,4,4583.5,10,0
1352,3,17,0,0,22,22,2,261.5,22,0
1353,2,8,0,0,12,12,1,1819.0,12,0
1354,2,7,0,0,8,8,1,54.0,8,0
1355,3,13,0,0,16,16,1,522.0,16,0
1356,5,14,0,0,18,18,1,209.0,18,0
1357,1,4,0,0,5,5,4,1758.0,6,0
1358,2,17,0,0,26,24,3,1324.3333333333333,26,0
1359,1,6,0,0,7,7,1,140.0,7,0
1360,8,40,0,0,39,45,5,852.0,39,1
1361,2,5,0,0,6,6,1,1097.0,6,0
1362,1,6,0,0,9,10,2,225.5,9,0
1363,5,20,0,0,18,21,3,1004.0,18,0
1364,1,3,0,0,4,4,1,109.0,4,0
1365,2,6,0,0,7,7,2,361.0,10,0
1366,1,3,0,0,4,4,1,1.0,4,0
1367,2,11,0,0,15,14,2,317.0,15,0
1368,8,20,0,0,13,14,2,217.5,13,0
1369,3,9,0,0,10,10,1,185.0,10,0
1370,15,38,0,0,39,39,1,31.0,39,1
1371,5,31,0,0,37,49,8,1198.3333333333333,37,0
1372,2,7,0,0,12,10,2,357.0,12,0
1373,2,9,0,0,13,13,1,1038.0,13,0
1374,6,16,0,0,15,15,1,379.0,15,0
1375,2,10,0,0,13,13,1,1.0,13,0
1376,1,3,0,0,4,4,3,400.0,4,0
1377,1,10,0,0,10,10,2,833.5,10,0
1378,3,11,0,0,13,13,2,388.0,13,0
1379,3,10,0,0,25,15,11,1081.0,25,0
1380,1,3,0,0,4,4,2,1401.0,4,0
1381,1,3,0,0,4,4,3,428.6666666666667,4,0
1382,3,10,0,0,18,12,6,708.6,23,0
1383,12,29,0,0,44,44,2,59.0,84,2
1384,2,5,0,0,6,6,1,172.0,6,0
1385,1,7,0,0,8,8,1,2828.0,8,0
1386,3,11,0,0,12,12,1,91.0,12,0
1387,2,3,0,0,7,6,2,302.0,7,0
1388,6,20,0,0,23,23,1,272.0,23,0
1389,3,7,0,0,10,8,2,121.0,10,0
1390,5,44,0,0,45,45,1,161.0,45,1
1391,1,5,0,0,5,6,3,2408.0,5,0
1392,4,50,0,0,51,51,1,37.0,51,0
1393,1,5,1,3,10,10,1,702.0,10,0
1394,10,37,0,0,32,42,8,5582.5,32,1
1395,1,3,0,0,4,4,1,528.0,4,0
1396,4,14,0,0,20,16,5,131.66666666666666,28,0
1397,1,3,0,0,4,4,1,755.0,4,0
1398,2,8,0,0,11,11,2,1694.0,11,0
1399,1,4,1,0,6,5,3,315.5,6,0
1400,1,5,0,0,6,6,6,3690.0,6,0
1401,11,53,0,0,55,55,2,1729.0,55,3
1402,6,24,0,0,27,30,3,2241.0,27,1
1403,2,14,0,0,19,17,6,706.6,30,0
1404,1,5,0,0,6,6,8,1252.6666666666667,6,0
1405,1,3,0,0,4,4,3,2985.6666666666665,4,0
1406,1,5,0,0,4,6,2,15268.0,4,0
1407,9,39,0,0,39,39,1,2177.0,39,2
1408,1,4,0,0,5,5,1,161.0,5,0
1409,2,7,0,0,12,12,3,165.0,12,0
1410,4,15,0,0,17,17,1,683.0,17,0
1411,6,17,0,0,42,23,5,695.6666666666666,86,0
1412,1,3,0,0,5,4,2,3953.0,5,0
1413,1,5,0,0,6,6,1,1644.0,6,0
1414,3,8,0,0,9,9,1,89.0,9,0
1415,4,17,0,0,16,18,3,1848.6666666666667,18,0
1416,2,5,0,0,6,6,1,5.0,6,0
1417,1,3,0,0,6,7,4,278.25,6,0
1418,3,24,1,0,51,46,44,571.3333333333334,51,2
1419,11,67,0,0,96,96,1,233.0,96,3
1420,1,7,0,0,15,15,2,495.0,15,0
1421,2,6,0,0,8,8,3,2495.6666666666665,8,0
1422,1,5,0,0,6,6,2,15.0,8,0
1423,3,12,0,0,16,16,2,312.0,16,0
1424,1,3,0,0,5,4,2,7.0,5,0
1425,1,12,0,0,13,13,1,662.0,13,0
1426,2,8,0,0,9,9,1,128.0,9,0
1427,2,7,0,0,8,8,1,144.0,8,0
1428,3,10,0,0,13,13,1,956.0,13,0
1429,2,10,0,0,14,14,1,48.0,14,0
1430,6,18,0,0,21,21,1,107.0,21,1
1431,5,28,0,0,27,36,4,1240.0,27,1
1432,4,12,0,0,13,13,2,500.0,13,0
1433,2,9,0,0,9,10,3,378.0,9,0
1434,3,8,0,0,15,15,1,230.0,15,0
1435,6,18,0,0,15,20,4,399.5,19,0
1436,1,4,0,0,5,5,2,1048.0,5,0
1437,2,9,0,0,9,10,5,149.0,9,0
1438,1,5,5,0,11,11,2,61.0,11,0
1439,3,14,0,0,18,18,3,660.0,18,0
1440,3,13,0,0,18,18,1,412.0,18,0
1441,1,3,0,0,4,4,2,3290.0,4,0
1442,2,12,0,0,15,15,3,61.0,15,0
1443,7,16,0,0,17,17,1,3829.0,17,0
1444,2,11,0,0,12,12,1,125.0,12,0
1445,8,27,0,0,35,35,1,3829.0,35,0
1446,1,3,0,0,8,8,2,257.5,12,0
1447,5,14,0,0,12,13,3,445.5,12,0
1448,1,3,0,0,4,4,1,466.0,4,0
1449,1,7,4,0,10,10,1,13.0,10,0
1450,1,7,0,0,8,8,1,225.0,8,0
1451,2,20,0,0,21,26,3,291.0,21,0
1452,2,8,0,0,9,9,1,92.0,9,0
1453,1,7,3,0,8,11,2,449.5,9,0
1454,4,10,0,0,11,11,1,33.0,11,0
1455,1,8,0,0,10,9,2,7246.0,10,0
1456,1,3,0,0,6,5,2,772.5,7,0
1457,1,5,0,0,6,6,1,30.0,6,0
1458,1,3,0,0,7,7,2,4747.0,7,0
1459,3,8,0,0,11,9,4,306.3333333333333,11,0
1460,2,10,0,0,14,16,3,628.6666666666666,14,0
1461,10,31,0,0,41,32,2,4020.0,41,0
1462,2,15,0,0,16,16,1,158.0,16,0
1463,1,3,0,0,4,4,1,40.0,4,0
1464,19,66,0,0,95,83,4,1554.0,95,2
1465,3,14,0,0,15,15,1,28.0,15,0
1466,6,30,1,0,32,32,3,53.0,32,1
1467,2,7,0,0,27,7,10,307.0,46,0
1468,1,4,0,0,5,5,2,994.0,5,0
1469,5,24,0,0,30,30,1,741.0,30,0
1470,2,7,0,0,8,8,1,28.0,8,0
1471,7,23,0,0,24,24,1,14.0,24,1
1472,3,6,0,0,8,8,1,1218.0,8,0
1473,3,11,0,0,16,11,5,2195.0,16,0
1474,3,17,0,0,19,19,1,28.0,19,0
1475,6,11,0,0,13,13,1,107.0,13,0
1476,1,3,0,0,6,4,7,995.0,6,0
1477,1,6,0,0,7,7,2,568.5,7,0
1478,2,8,0,0,9,9,1,3829.0,9,0
1479,2,7,0,0,9,9,1,701.0,9,0
1480,9,31,0,0,46,46,2,1688.5,46,0
1481,3,45,0,0,37,51,8,882.8,65,2
1482,1,5,0,0,6,6,1,1.0,6,0
1483,2,8,0,0,9,9,1,33.0,9,0
1484,1,3,0,0,5,5,1,525.0,5,0
1485,15,65,0,0,127,111,3,1452.0,127,3
1486,10,81,0,0,79,81,11,1011.5,79,2
1487,6,36,0,0,45,45,2,107.0,45,0
1488,2,11,0,0,11,12,3,1301.5,11,0
1489,1,3,0,0,4,4,2,513.0,4,0
1490,2,4,0,0,5,5,2,15268.0,5,0
1491,3,9,0,0,10,10,2,1873.0,10,0
1492,9,47,0,0,51,54,2,585.0,51,2
1493,3,10,0,0,11,11,1,1557.0,11,0
1494,2,6,0,0,7,7,1,522.0,7,0
1495,1,3,0,0,8,8,2,1758.0,8,0
1496,1,12,0,0,13,13,8,1758.0,13,0
1497,3,9,0,0,8,10,2,325.0,8,0
1498,2,7,0,0,8,8,1,481.0,8,0
1499,2,6,0,0,7,7,1,3829.0,7,0
1500,2,6,0,0,8,8,1,1004.0,8,0
1501,2,6,0,0,7,7,2,5296.0,8,0
1502,2,16,0,0,11,18,3,1218.0,11,0
1503,11,46,0,0,49,49,1,1515.0,49,2
1504,2,9,0,0,9,10,5,3380.6666666666665,9,0
1505,1,4,0,0,5,5,1,61.0,5,0
1506,1,4,0,0,5,5,1,2017.0,5,0
1507,2,31,0,0,45,43,2,435.0,45,0
1508,3,8,0,0,9,9,1,2017.0,9,0
1509,4,11,0,0,12,12,1,2017.0,12,0
1510,1,8,0,0,9,9,3,230.0,12,0
1511,4,13,0,0,14,14,1,4113.0,14,0
1512,1,3,0,0,4,4,1,99.0,4,0
1513,1,12,0,0,14,14,1,97.0,14,0
1514,11,44,0,0,71,76,4,693.5,71,2
1515,1,15,0,0,17,18,2,3829.0,17,0
1516,10,51,0,0,63,65,3,328.3333333333333,63,1
1517,2,14,0,0,15,15,1,107.0,15,0
1518,2,9,0,0,13,13,1,1976.0,13,0
1519,2,15,0,0,16,16,1,1043.0,16,0
1520,8,29,0,0,33,33,1,47.0,33,0
1521,4,34,0,0,24,35,2,37.0,24,1
1522,3,6,0,0,7,7,1,2058.0,7,0
1523,1,6,0,0,7,7,1,6.0,7,0
1524,1,5,0,0,6,6,1,3.0,6,0
1525,1,3,0,0,4,4,1,109.0,4,0
1526,1,6,0,0,7,7,1,112.0,7,0
1527,1,5,0,0,6,6,1,4.0,6,0
1528,5,22,0,0,22,22,2,3449.0,22,0
1529,1,6,0,0,7,7,1,1.0,7,0
1530,9,40,0,0,45,47,5,896.0,45,2
1531,3,8,0,0,8,10,2,4113.0,8,0
1532,1,7,0,0,14,14,4,939.5,24,0
1533,1,3,0,0,5,5,2,892.0,5,0
1534,1,4,0,0,5,5,1,97.0,5,0
1535,3,12,0,0,10,11,2,925.5,10,0
1536,5,19,0,0,20,20,1,1114.0,20,0
1537,2,7,0,0,5,8,3,183.5,5,0
1538,3,10,0,0,11,11,1,5990.0,11,0
1539,2,11,0,0,13,13,1,236.0,13,0
1540,3,13,0,0,15,15,1,51.0,15,0
1541,6,26,1,0,38,39,6,18.0,40,1
1542,5,3,0,0,7,8,2,1029.0,9,0
1543,1,3,0,0,4,4,1,1.0,4,0
1544,2,10,0,0,11,11,1,3829.0,11,0
1545,4,15,0,0,10,17,2,45.0,11,0
1546,3,24,0,0,28,28,1,457.0,28,0
1547,3,8,0,0,12,12,6,247.0,20,0
1548,1,7,0,0,8,8,1,34.0,8,0
1549,10,34,0,0,44,50,2,4113.0,44,2
1550,1,16,0,0,17,17,1,7.0,17,0
1551,1,4,0,0,10,10,1,36.0,10,0
1552,9,65,0,0,66,66,1,11.0,66,2
1553,1,4,0,0,5,5,1,22.0,5,0
1554,1,4,0,0,5,5,1,51.0,5,0
1555,3,10,0,0,22,22,1,1819.0,22,0
1556,3,16,0,0,17,17,3,5971.5,17,0
1557,7,35,0,0,40,40,1,144.0,40,0
1558,1,4,0,0,8,8,1,304.0,8,0
1559,2,6,0,0,8,8,1,1819.0,8,0
1560,1,5,0,0,6,6,1,239.0,6,0
1561,2,8,0,0,11,9,3,1551.5,11,0
1562,6,25,0,0,26,26,1,21.0,26,0
1563,18,91,0,0,128,128,3,1047.0,128,3
1564,2,10,0,0,11,11,1,235.0,11,0
1565,4,14,0,0,13,14,3,4488.5,13,0
1566,5,16,0,0,20,20,1,1127.0,20,1
1567,1,5,0,0,6,6,1,702.0,6,0
1568,1,5,0,0,6,6,1,69.0,6,0
1569,1,3,0,0,4,4,3,270.5,4,0
1570,10,23,0,0,46,39,4,914.0,46,2
1571,17,56,0,0,62,62,3,12.666666666666666,120,2
1572,1,4,0,0,5,5,1,628.0,5,0
1573,4,9,0,0,10,10,1,4094.0,10,0
1574,2,6,0,0,7,7,1,1934.0,7,0
1575,2,17,0,0,20,21,5,46.0,29,0
1576,3,18,0,0,21,21,2,1135.0,21,1
1577,6,17,0,0,24,20,3,1197.0,24,0
1578,8,44,0,0,50,55,3,2233.0,50,2
1579,4,15,0,0,16,16,1,209.0,16,0
1580,1,6,0,0,7,7,1,349.0,7,0
1581,1,6,0,0,7,7,2,216.5,7,0
1582,1,8,0,0,10,10,1,3829.0,10,0
1583,2,23,0,0,26,26,1,2933.0,26,0
1584,2,7,0,0,10,10,1,3829.0,10,0
1585,3,10,0,0,12,12,3,5582.5,12,0
1586,8,34,0,0,335,82,3,179.66666666666666,335,2
1587,3,11,0,0,12,12,1,129.0,12,0
1588,7,30,0,0,42,42,1,2028.0,42,1
1589,2,6,0,0,11,11,1,56.0,11,0
1590,3,15,0,0,16,16,3,1847.0,16,0
1591,3,8,0,0,9,9,1,286.0,9,0
1592,2,8,0,0,9,9,1,585.0,9,0
1593,1,6,0,0,7,7,2,135.0,7,0
1594,1,3,0,0,4,4,1,5990.0,4,0
1595,1,6,0,0,7,7,3,39.0,7,0
1596,5,11,0,0,29,22,2,511.0,29,0
1597,6,28,0,0,29,29,1,258.0,29,0
1598,7,27,0,0,29,29,3,170.33333333333334,29,0
1599,2,8,0,0,12,12,1,2728.0,12,0
1600,3,11,0,0,12,12,2,3829.0,12,0
1601,3,17,0,0,20,20,2,884.0,20,0
1602,2,10,0,0,12,12,1,310.0,12,0
1603,5,22,0,0,20,25,2,1019.5,20,0
1604,1,32,0,0,33,33,3,3444.0,33,1
1605,3,10,0,0,11,11,1,1505.0,11,0
1606,3,13,0,0,31,31,1,109.0,31,0
1607,4,12,0,0,15,15,1,914.0,15,0
1608,2,7,0,0,8,8,1,38.0,8,0
1609,2,9,0,0,10,10,1,34.0,10,0
1610,18,66,0,0,87,90,2,138.0,87,2
1611,3,19,0,0,23,20,2,793.0,23,0
1612,1,13,0,0,14,14,8,1758.0,14,0
1613,7,26,0,0,27,27,2,7246.0,27,0
1614,5,25,0,0,27,27,2,62.5,27,0
1615,4,13,0,0,10,13,2,2061.0,11,0
1616,22,77,0,0,97,116,11,1690.5,97,2
1617,6,24,0,0,27,27,1,23630.0,27,0
1618,4,15,0,0,29,29,6,725.75,29,0
1619,1,7,0,0,9,9,1,219.0,9,0
1620,2,13,0,0,19,19,2,32.0,19,0
1621,1,5,0,0,4,6,6,1268.6666666666667,8,0
1622,2,6,0,0,8,8,1,77.0,8,0
1623,4,6,0,0,9,8,9,1342.8333333333333,9,0
1624,2,11,0,0,13,13,1,1711.0,13,0
1625,2,6,0,0,7,7,1,6.0,7,0
1626,2,3,0,0,4,4,1,109.0,4,0
1627,2,14,0,0,15,15,1,28.0,15,0
1628,1,3,0,0,4,4,1,5146.0,4,0
1629,3,18,0,0,23,23,1,80.0,23,0
1630,15,98,0,0,97,99,8,560.6,97,2
1631,1,5,0,0,6,6,1,82.0,6,0
1632,2,7,0,0,11,8,2,1789.0,11,0
1633,2,8,0,0,9,10,4,6234.5,9,0
1634,1,4,0,0,5,5,1,2.0,5,0
1635,2,10,0,0,12,15,2,965.5,12,0
1636,1,12,0,0,13,13,1,4892.0,13,0
1637,1,4,0,0,5,8,2,146.0,6,0
1638,2,10,0,0,11,11,1,89.0,11,0
1639,2,8,0,0,9,9,1,89.0,9,0
1640,4,14,0,0,17,17,1,1974.0,17,0
1641,6,21,0,0,66,30,4,417.5,66,0
1642,2,12,0,0,13,13,1,1346.0,13,0
1643,3,11,0,0,13,13,1,1218.0,13,0
1644,1,12,0,0,16,16,1,97.0,16,0
1645,1,3,0,0,4,7,3,1380.5,5,0
1646,2,6,0,0,7,7,1,4.0,7,0
1647,1,4,0,0,6,6,1,818.0,6,0
1648,2,7,0,0,8,8,1,36.0,8,0
1649,1,4,0,0,5,5,1,3829.0,5,0
1650,3,17,0,0,26,26,1,364.0,26,0
1651,1,4,0,0,9,9,1,1758.0,9,0
1652,9,39,0,0,45,45,1,80.0,45,0
1653,1,12,0,0,13,13,1,4892.0,13,0
1654,1,4,0,0,4,5,2,1780.0,4,0
1655,1,24,0,0,26,26,2,265.0,26,0
1656,3,8,0,0,9,9,1,1118.0,9,0
1657,1,3,0,0,4,4,1,2731.0,4,0
1658,2,10,0,0,13,11,5,1541.0,13,0
1659,1,3,0,0,4,4,2,1642.0,4,0
1660,3,22,0,0,33,33,1,570.0,33,0
1661,11,39,0,0,49,49,1,105.0,49,0
1662,3,12,0,0,13,13,1,64.0,13,0
1663,1,4,0,0,5,5,1,405.0,5,0
1664,1,3,0,0,4,4,1,609.0,4,0
