SampleId,SampleType,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange
4714964,CLASS,21.125,85,463,38,1,135,82.875,8,0,8,4.25,15,124.5,6,25.375,85,1,7,158
8418051,CLASS,3.65,29,4388,219,4,32,85.6,20,0,17,02.05,10,5220.75,8,5.7,29,3,2,5
6141685,CLASS,28.266666666666666,126,2251,143,2,349,44.53333333333333,15,0,15,5.0,18,175.33333333333334,3,33.266666666666666,132,4,7,98
4666174,CLASS,32.333333333333336,70,788,199,0,91,86.66666666666667,3,0,3,2.0,4,1343.0,2,34.333333333333336,70,0,4,191
7387764,CLASS,40.5,106,396,28,4,266,33.2,10,0,7,13.9,84,2946.0,5,54.4,176,0,5,109
8241207,CLASS,15.5,154,4344,13,2,185,94.4375,16,0,10,3.9375,21,1206.6666666666667,3,19.4375,154,3,11,4121
7792893,CLASS,76.83333333333333,244,731,27,0,373,53.333333333333336,6,0,3,14.666666666666666,72,3426.5,2,91.5,244,0,1,564
8215542,CLASS,966.0,966,965,0,0,966,108.0,1,0,1,0.0,0,80.0,1,966.0,966,0,1,965
5027180,CLASS,30.19736842105263,364,5285,63,16,469,97.23684210526316,76,0,70,24.026315789473685,558,312.25,8,54.223684210526315,558,1,27,478
7664957,CLASS,23.5625,131,4356,181,3,188,32.5,16,0,15,11.8125,131,1342.0,3,35.375,262,0,3,1450
6636428,CLASS,36.333333333333336,73,1456,328,0,81,24.333333333333332,3,0,3,9.333333333333334,27,22.333333333333332,3,45.666666666666664,73,0,3,470
8018535,CLASS,20.470588235294116,638,1332,19,1,1242,68.61764705882354,68,0,59,2.2058823529411766,45,829.8,5,22.676470588235293,638,8,23,12
6229861,CLASS,50.857142857142854,298,1083,61,1,315,50.285714285714285,7,0,7,5.857142857142857,15,1325.5,2,56.714285714285715,298,1,22,655
4373673,CLASS,10.478260869565217,103,1618,70,2,162,70.6086956521739,23,0,22,3.4347826086956523,13,3696.75,4,13.91304347826087,103,0,4,2
7254154,CLASS,17.04,100,4004,149,7,277,56.68,25,0,20,5.96,30,881.6,5,23.0,108,2,2,264
7148928,CLASS,36.4375,314,525,11,0,399,35.5625,16,0,8,11.5,80,72.66666666666667,3,47.9375,314,0,9,344
8460181,CLASS,32.4,159,550,109,0,161,42.2,5,0,5,0.2,1,711.3333333333334,3,32.6,159,0,25,5
3978398,CLASS,24.0,29,930,154,0,41,36.666666666666664,3,0,3,10.333333333333334,23,4.5,2,34.333333333333336,42,0,4,466
8279744,CLASS,22.23076923076923,119,562,40,1,170,67.38461538461539,13,0,6,9.153846153846153,33,1442.25,4,31.384615384615383,119,0,2,35
7463516,CLASS,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218
7437145,CLASS,7.7272727272727275,47,1148,43,2,48,52.09090909090909,22,0,21,5.545454545454546,23,559.1818181818181,11,13.272727272727273,53,4,4,199
7681058,CLASS,66.0,66,211,0,0,66,19.0,1,0,1,0.0,0,13.0,1,66.0,66,0,1,211
5183069,CLASS,28.833333333333332,160,1491,13,1,155,31.833333333333332,6,0,5,3.0,8,309.6666666666667,3,31.833333333333332,160,0,5,1411
4800822,CLASS,43.0,126,205,3,0,126,52.0,3,0,3,1.0,2,406.0,1,44.0,126,0,4,195
7563057,CLASS,19.916666666666668,613,3803,63,4,911,63.1,60,0,52,4.733333333333333,40,1078.7142857142858,14,24.65,613,0,56,2
5822785,CLASS,16.0,147,2929,169,3,158,74.125,16,0,12,6.125,20,890.0,2,22.125,147,3,8,215
6645623,CLASS,59.285714285714285,401,4944,347,2,572,60.07142857142857,14,0,14,18.428571428571427,196,1047.111111111111,9,77.71428571428571,414,0,17,78
4669068,CLASS,54.0,54,25,0,0,54,71.0,1,0,1,0.0,0,4.0,1,54.0,54,0,5,25
3711605,CLASS,110.0,110,0,0,0,110,23.0,1,0,1,0.0,0,146.0,1,110.0,110,0,1,0
7686662,CLASS,338.25,676,524,3,0,1186,50.5,4,0,4,41.75,88,4.0,1,380.0,676,0,4,509
5925637,CLASS,86.88888888888889,496,276,30,1,485,69.77777777777777,9,0,9,33.0,141,422.0,7,119.88888888888889,496,0,18,5
7446120,CLASS,13.083333333333334,102,1538,128,1,121,51.083333333333336,12,0,11,3.0,18,397.25,4,16.083333333333332,102,0,2,0
7127663,CLASS,65.5,103,2225,1096,0,131,51.5,2,0,2,0.0,0,64.5,2,65.5,103,1,5,33
4960684,CLASS,22.571428571428573,140,2250,239,0,137,50.857142857142854,7,0,7,3.0,15,932.0,2,25.571428571428573,140,0,1,576
8533230,CLASS,6.666666666666667,47,3143,151,2,3,79.5,18,0,17,6.5,55,485.0,13,13.166666666666666,55,1,5,424
5171785,CLASS,9.3,21,4442,378,0,55,74.0,10,0,10,3.8,10,918.2,5,13.1,31,1,2,662
6277787,CLASS,12.714285714285714,62,3461,214,2,81,42.714285714285715,14,0,10,6.928571428571429,44,741.1666666666666,6,19.642857142857142,62,0,2,460
7658621,CLASS,16.22222222222222,47,1505,46,1,123,30.22222222222222,9,0,9,2.5555555555555554,14,939.0,1,18.77777777777778,47,0,8,1091
7568688,CLASS,27.296296296296298,486,3802,140,3,501,53.370370370370374,27,0,23,8.74074074074074,119,1363.6666666666667,9,36.03703703703704,486,0,4,2
7143647,CLASS,53.4,163,985,105,1,193,37.2,5,0,5,14.8,74,388.5,2,68.2,163,0,5,460
4558704,CLASS,25.88095238095238,301,1320,30,9,718,134.3095238095238,42,0,33,8.785714285714286,88,1489.5,2,34.666666666666664,301,3,7,49
9120944,CLASS,25.8,179,5145,154,8,261,85.3,20,0,19,12.75,145,1076.6666666666667,3,38.55,296,6,20,2046
6425142,CLASS,7.0,43,3292,181,11,50,65.05882352941177,17,0,17,4.0588235294117645,26,442.3333333333333,9,11.058823529411764,43,3,2,208
4296219,CLASS,47.46666666666667,428,1968,69,2,505,46.93333333333333,15,0,13,13.8,178,115.0,3,61.266666666666666,428,1,11,920
9186714,CLASS,25.857142857142858,106,4864,630,2,126,57.285714285714285,7,0,7,7.857142857142857,33,1029.0,5,33.714285714285715,106,0,3,449
9298816,CLASS,46.21052631578947,785,2282,48,4,1062,195.73684210526315,38,0,38,18.263157894736842,136,3829.0,1,64.47368421052632,785,1,2,457
6260668,CLASS,131.0,131,861,12,0,262,92.0,2,0,2,0.0,0,477.0,2,131.0,131,0,3,837
7895531,CLASS,26.64,501,1137,18,2,424,59.98,50,0,47,18.16,193,448.0,6,44.8,501,0,20,201
5281568,CLASS,38.0,166,3596,78,0,169,30.4,5,0,5,4.2,14,1528.5,2,42.2,166,0,1,3203
5605835,CLASS,21.0,83,2383,462,0,83,68.0,4,0,3,0.25,1,822.0,3,21.25,83,0,1,534
5220265,CLASS,36.4,131,4278,643,1,177,76.8,5,0,5,1.0,4,760.75,4,37.4,131,0,3,1060
7751163,CLASS,14.08,161,604,22,11,237,96.64,25,0,17,4.6,20,823.6,10,18.68,161,3,5,45
6531904,CLASS,39.604651162790695,409,1165,26,17,692,61.06976744186046,43,0,43,23.511627906976745,334,193.6875,16,63.116279069767444,662,5,41,25
9429785,CLASS,91.77777777777777,779,4129,447,0,768,115.0,9,0,9,6.444444444444445,46,3829.0,1,98.22222222222223,779,0,21,105
9158392,CLASS,65.5,126,3041,12,0,127,82.0,2,0,2,2.0,4,1819.0,1,67.5,126,0,1,3017
6391534,CLASS,23.833333333333332,186,3714,292,12,99,84.91666666666667,12,0,12,15.583333333333334,78,771.0,5,39.416666666666664,186,0,15,208
3936103,CLASS,123.0,472,3347,105,1,475,63.5,4,0,4,4.25,11,743.6666666666666,3,127.25,472,0,5,2925
4801607,CLASS,115.0,115,39,0,0,115,23.0,1,0,1,0.0,0,1343.0,1,115.0,115,0,9,39
9540354,CLASS,13.0,39,2774,118,0,39,155.66666666666666,3,0,3,0.0,0,1697.0,2,13.0,39,0,2,2418
5507211,CLASS,23.64,144,1742,22,3,289,46.16,25,0,21,12.08,81,153.8,10,35.72,150,2,3,1180
4541684,CLASS,7.375,27,2293,143,0,0,50.875,8,0,5,7.375,47,297.25,4,14.75,47,1,2,1147
7330770,CLASS,176.0,176,1082,2,1,176,18.5,2,0,2,88.0,176,121.0,2,264.0,352,0,1,1077
5088158,CLASS,9.5625,92,3957,231,3,100,56.1875,16,0,16,3.3125,18,249.85714285714286,7,12.875,92,3,4,255
4747481,CLASS,9.473684210526315,83,1456,45,4,140,48.526315789473685,19,0,13,2.1052631578947367,7,253.5,6,11.578947368421053,83,1,3,599
4662037,CLASS,18.0,27,3025,204,0,27,30.5,2,0,2,4.5,9,1435.5,2,22.5,27,0,3,2616
4516760,CLASS,42.2,192,1347,95,2,184,56.4,5,0,3,5.4,18,1403.0,3,47.6,192,0,18,869
9537065,CLASS,49.05263157894737,606,1634,85,2,733,113.57894736842105,19,0,19,10.473684210526315,86,845.4166666666666,12,59.526315789473685,653,1,1,5
9322941,CLASS,150.2,742,4129,402,1,717,114.8,10,0,10,78.5,734,3829.0,1,228.7,742,0,1,105
7594427,CLASS,31.210526315789473,107,2836,106,2,135,82.94736842105263,19,0,17,24.105263157894736,92,679.4285714285714,7,55.31578947368421,191,6,7,805
7772686,CLASS,21.55855855855856,541,2340,19,29,427,60.972972972972975,111,0,99,17.71171171171171,497,237.07407407407408,27,39.270270270270274,666,2,7,171
4628752,CLASS,13.8,226,1816,60,3,265,56.43333333333333,30,0,23,4.966666666666667,29,1232.4,10,18.766666666666666,226,9,22,2
7529982,CLASS,11.5,28,416,104,0,43,27.0,4,0,3,0.75,3,39.5,2,12.25,28,0,3,0
4064087,CLASS,7.2272727272727275,33,2573,116,3,75,65.95454545454545,22,0,19,3.8181818181818183,14,207.2,10,11.045454545454545,44,1,1,0
8645264,CLASS,16.704326923076923,2289,1858,4,70,2945,41.50240384615385,416,0,211,9.625,207,413.1636363636364,55,26.329326923076923,2289,15,3,47
8575939,CLASS,40.267857142857146,821,878,15,7,897,87.03571428571429,56,0,52,24.25,235,790.3181818181819,22,64.51785714285714,821,2,41,0
8395860,CLASS,7.543859649122807,67,4388,76,6,122,87.56140350877193,57,0,40,5.4035087719298245,58,4213.555555555556,9,12.947368421052632,71,6,2,5
4967183,CLASS,13.75,53,2249,227,0,85,64.125,8,0,8,3.125,15,510.4,5,16.875,53,0,3,429
9125948,CLASS,18.5,51,2183,74,0,38,45.875,8,0,8,13.75,107,732.0,3,32.25,107,6,8,1588
5111193,CLASS,52.17857142857143,535,2099,49,10,960,69.28571428571429,28,0,21,17.892857142857142,121,1053.0,4,70.07142857142857,535,0,1,709
5589404,CLASS,141.0,395,2798,289,0,290,76.0,7,0,7,99.57142857142857,290,708.5,2,240.57142857142858,580,1,1,772
4432196,CLASS,28.0,67,955,65,1,83,52.142857142857146,7,0,7,16.142857142857142,43,85.75,4,44.142857142857146,93,0,2,500
6637734,CLASS,19.21875,140,2382,68,1,304,51.375,32,0,29,9.71875,88,51.111111111111114,9,28.9375,173,3,8,185
7512464,CLASS,17.0625,121,1040,31,2,355,60.34375,32,0,22,5.96875,50,1275.0,7,23.03125,139,2,4,33
8300767,CLASS,26.454545454545453,143,1803,94,0,115,46.81818181818182,11,0,8,16.0,64,782.0,4,42.45454545454545,144,0,7,769
5712111,CLASS,27.5,88,669,121,1,82,66.5,4,0,4,7.0,25,1291.6666666666667,3,34.5,88,0,3,183
5529562,CLASS,14.789473684210526,150,4788,250,2,161,49.21052631578947,19,0,19,6.315789473684211,42,309.3333333333333,3,21.105263157894736,150,0,8,29
6535841,CLASS,69.0,137,212,93,1,137,66.0,2,0,2,0.5,1,319.0,2,69.5,137,1,8,25
9082528,CLASS,71.16129032258064,1477,5272,163,21,1204,50.32258064516129,31,0,31,32.32258064516129,730,976.5833333333334,12,103.48387096774194,1494,0,156,199
8968865,CLASS,44.0,495,2991,197,2,55,93.92307692307692,13,0,13,39.76923076923077,468,628.5714285714286,7,83.76923076923077,495,1,2,427
6363175,CLASS,11.0,23,3026,307,0,33,44.25,4,0,4,2.75,9,335.0,2,13.75,23,0,1,1795
4271174,CLASS,11.736842105263158,93,5758,134,7,132,74.02631578947368,38,0,34,8.263157894736842,64,426.3333333333333,12,20.0,112,3,6,649
7394379,CLASS,11.8,101,1052,34,1,104,46.8,25,0,22,7.64,49,518.8888888888889,9,19.44,101,2,4,199
6999436,CLASS,16.043478260869566,207,1022,15,4,208,35.84782608695652,46,0,37,11.521739130434783,56,98.14285714285714,7,27.565217391304348,207,1,8,302
8286898,CLASS,14.2,39,1262,178,0,37,55.2,5,0,4,6.8,11,1658.6666666666667,3,21.0,39,0,3,371
4401103,CLASS,44.44444444444444,501,4389,84,1,1248,79.22222222222223,36,0,27,9.777777777777779,179,1111.8,5,54.22222222222222,515,3,3,1332
4251331,CLASS,40.724137931034484,401,2670,89,8,890,109.48275862068965,29,0,27,10.03448275862069,69,562.6666666666666,3,50.758620689655174,401,2,1,79
6066503,CLASS,15.555555555555555,69,217,7,2,125,52.111111111111114,9,0,8,1.6666666666666667,6,734.3333333333334,3,17.22222222222222,69,0,12,154
4045091,CLASS,9.333333333333334,40,3108,153,1,48,65.13333333333334,15,0,14,6.133333333333334,40,329.8333333333333,6,15.466666666666667,47,0,3,805
9355318,CLASS,26.75,88,4129,446,1,53,109.125,8,0,8,20.125,88,3829.0,1,46.875,88,0,1,556
6088450,CLASS,21.75,65,450,42,1,65,30.5,4,0,4,5.5,20,138.5,2,27.25,65,0,2,282
4938858,CLASS,20.058823529411764,113,2873,143,0,211,67.76470588235294,17,0,17,7.647058823529412,39,897.7142857142857,7,27.705882352941178,126,1,7,429
9073602,CLASS,10.588235294117647,84,5582,316,9,101,40.411764705882355,17,0,16,4.647058823529412,29,1347.6666666666667,6,15.235294117647058,84,2,12,199
7758018,CLASS,15.25,94,1723,131,2,103,42.083333333333336,12,0,12,6.666666666666667,22,320.2,10,21.916666666666668,94,1,8,144
8877416,CLASS,27.534653465346533,337,3837,37,5,1297,93.83168316831683,101,0,97,14.693069306930694,238,280.94444444444446,36,42.227722772277225,465,3,94,46
4129438,CLASS,31.7,240,1028,95,1,284,73.8,10,0,9,3.3,15,192.16666666666666,6,35.0,240,0,2,77
4055860,CLASS,33.95652173913044,489,1052,42,2,518,42.608695652173914,23,0,23,11.434782608695652,115,353.2857142857143,14,45.391304347826086,489,1,7,69
5687952,CLASS,6.40625,71,4736,135,5,111,93.0625,32,0,26,2.9375,15,577.8571428571429,7,9.34375,71,1,8,399
6363367,CLASS,39.94117647058823,1214,3026,52,4,1128,73.6078431372549,51,0,41,17.823529411764707,203,135.08333333333334,12,57.76470588235294,1214,1,3,369
5983355,CLASS,27.0,104,1765,296,1,106,83.25,4,0,4,0.5,1,18.0,2,27.5,104,0,4,580
7930012,CLASS,39.54545454545455,331,5585,132,3,392,45.31818181818182,22,0,21,21.727272727272727,307,864.4,5,61.27272727272727,638,0,7,2679
9096815,CLASS,23.63157894736842,289,1308,67,3,363,43.94736842105263,19,0,15,4.526315789473684,10,1883.5,4,28.157894736842106,289,2,7,28
9342531,CLASS,18.571428571428573,43,4129,510,0,82,201.14285714285714,7,0,7,6.857142857142857,15,3829.0,1,25.428571428571427,43,0,5,556
3796929,CLASS,54.5,109,2358,92,1,109,78.0,2,0,2,0.0,0,2069.0,1,54.5,109,0,2,2174
7492805,CLASS,93.0,93,71,0,0,93,31.0,1,0,1,0.0,0,477.0,1,93.0,93,0,2,71
8822271,CLASS,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,10,700
7828511,CLASS,6.666666666666667,27,1424,120,1,30,125.33333333333333,9,0,8,3.3333333333333335,16,91.0,8,10.0,30,0,3,340
8214224,CLASS,45.0,45,1598,0,0,45,98.0,1,0,1,0.0,0,1.0,1,45.0,45,0,1,1598
6011512,CLASS,5.966666666666667,24,1333,41,0,52,24.033333333333335,30,0,26,4.233333333333333,19,1078.0,3,10.2,34,0,3,87
5172876,CLASS,9.153846153846153,32,1633,58,0,97,52.61538461538461,26,0,25,5.423076923076923,32,451.75,12,14.576923076923077,38,3,8,101
4421462,CLASS,10.090909090909092,28,894,30,0,26,67.18181818181819,11,0,11,7.7272727272727275,26,114.5,4,17.818181818181817,54,0,1,564
7172582,CLASS,22.5,39,1106,90,1,32,19.5,4,0,4,14.5,39,9.666666666666666,3,37.0,78,0,1,745
5991563,CLASS,10.15,190,632,14,6,267,62.15,40,0,27,3.475,28,198.0,9,13.625,190,3,29,44
8001101,CLASS,46.5,93,1329,158,0,93,43.5,2,0,2,0.0,0,218.5,2,46.5,93,0,3,1012
5808750,CLASS,3.9574468085106385,22,1864,16,12,42,173.2127659574468,47,0,36,3.0638297872340425,26,2078.0,7,7.0212765957446805,28,4,6,1102
8855150,CLASS,4805.04128440367,39519,1867,8,23,292035,49.11009174311926,218,0,156,3465.4311926605506,32316,356.07142857142856,14,8270.47247706422,58435,1,3,1
9251392,CLASS,71.66153846153846,1858,4129,61,4,1365,168.72307692307692,65,0,64,50.66153846153846,1857,3829.0,1,122.32307692307693,2025,3,100,112
5333655,CLASS,251.0,251,171,0,1,251,1688.0,1,0,1,0.0,0,1379.0,1,251.0,251,1,5,171
4697495,CLASS,17.0,29,2325,100,1,31,49.333333333333336,3,0,3,6.666666666666667,13,206.0,3,23.666666666666668,30,1,2,2024
5715127,CLASS,31.333333333333332,87,956,103,1,113,51.166666666666664,6,0,6,12.5,34,654.3333333333334,6,43.833333333333336,98,0,13,334
5371806,CLASS,12.571428571428571,32,1505,120,1,33,73.0,7,0,7,7.857142857142857,31,625.3333333333334,3,20.428571428571427,63,0,1,660
8333510,CLASS,183.0,432,1004,240,0,664,36.25,4,0,4,17.0,63,473.0,1,200.0,432,0,1,42
6814400,CLASS,7.916666666666667,49,3434,232,3,66,77.5,12,0,11,2.4166666666666665,10,305.22222222222223,9,10.333333333333334,49,1,6,648
9510155,CLASS,55.5,107,39,1,1,111,89.0,2,0,2,0.0,0,586.5,2,55.5,107,0,1,37
7341179,CLASS,130.33333333333334,197,1082,2,1,196,30.666666666666668,3,0,3,65.0,194,86.33333333333333,3,195.33333333333334,388,0,1,1076
9162014,CLASS,24.0,47,4859,0,1,47,78.0,2,0,2,0.5,1,1078.5,2,24.5,47,0,2,4858
4687786,CLASS,26.615384615384617,153,2987,77,1,222,55.15384615384615,13,0,13,9.538461538461538,68,525.0,3,36.15384615384615,153,2,11,1984
6589712,CLASS,89.4,392,3989,102,3,395,40.8,5,0,4,10.4,34,1230.5,2,99.8,392,0,2,3478
7160761,CLASS,59.0,59,688,0,0,59,6.0,1,0,1,0.0,0,8.0,1,59.0,59,0,1,688
5004349,CLASS,7.181818181818182,28,2338,99,0,62,52.54545454545455,22,0,17,4.363636363636363,24,314.6666666666667,6,11.545454545454545,46,3,2,144
5193317,CLASS,7.657894736842105,52,3759,98,2,241,69.6842105263158,38,0,37,1.3157894736842106,6,266.375,8,8.973684210526315,56,2,29,32
5948019,CLASS,53.8,171,1141,75,0,215,67.8,5,0,5,10.8,50,1688.6666666666667,3,64.6,171,0,1,765
9003172,CLASS,20.5,103,1403,43,0,56,65.16666666666667,6,0,5,11.166666666666666,63,919.5,2,31.666666666666668,103,0,3,1142
5596503,CLASS,73.5,660,2255,95,0,985,122.05555555555556,18,0,13,18.77777777777778,173,500.3333333333333,6,92.27777777777777,833,4,22,534
7025249,CLASS,230.0,460,1363,31,0,460,30.0,2,0,2,0.0,0,130.5,2,230.0,460,0,113,1301
7619400,CLASS,40.0,119,464,152,0,119,14.333333333333334,3,0,3,0.3333333333333333,1,28.5,2,40.333333333333336,119,0,3,6
4230466,CLASS,21.533333333333335,228,2353,145,0,255,74.26666666666667,15,0,14,4.533333333333333,27,1414.5,2,26.066666666666666,228,1,18,176
5990255,CLASS,33.25,221,632,73,1,261,50.5,8,0,7,0.625,2,264.6,5,33.875,221,1,12,44
5414165,CLASS,19.333333333333332,109,1882,89,0,114,73.66666666666667,9,0,8,6.666666666666667,46,675.1428571428571,7,26.0,109,0,3,1080
6772326,CLASS,150.0,150,679,0,0,150,11.0,1,0,1,0.0,0,1.0,1,150.0,150,0,2,679
7649261,CLASS,23.16,123,5484,219,2,121,68.52,25,0,23,18.32,80,705.0,7,41.48,178,3,12,8
6414719,CLASS,16.6,60,3677,346,10,94,80.4,10,0,10,7.2,25,649.3333333333334,6,23.8,60,0,18,208
9394464,CLASS,7.857142857142857,37,4129,538,0,40,95.57142857142857,7,0,7,2.142857142857143,8,3829.0,1,10.0,37,0,1,359
5983157,CLASS,48.333333333333336,143,1974,464,0,144,118.33333333333333,3,0,3,0.3333333333333333,1,13.0,2,48.666666666666664,143,0,5,580
7694897,CLASS,72.0,72,449,0,0,72,16.0,1,0,1,0.0,0,54.0,1,72.0,72,0,1,449
6927449,CLASS,15.6,71,2651,79,0,62,36.2,10,0,10,9.4,21,37.5,2,25.0,71,0,3,1852
7631100,CLASS,33.57142857142857,114,2485,353,0,208,63.57142857142857,7,0,7,3.857142857142857,12,215.75,4,37.42857142857143,114,0,6,9
3975932,CLASS,14.1,83,2463,167,1,90,55.9,10,0,9,5.1,13,995.0,2,19.2,83,0,7,793
7372146,CLASS,30.0,249,1079,44,1,281,36.68421052631579,19,0,14,15.210526315789474,229,2530.5555555555557,9,45.21052631578947,322,0,1,236
8151887,CLASS,14.838709677419354,101,6807,69,13,225,122.80645161290323,62,0,39,11.209677419354838,150,1002.8888888888889,9,26.048387096774192,150,2,5,2522
7144407,CLASS,33.44444444444444,130,643,55,1,228,33.77777777777778,9,0,7,8.11111111111111,21,413.0,2,41.55555555555556,151,0,7,147
5374719,CLASS,83.5,155,652,25,0,154,38.0,2,0,2,6.5,13,19.0,2,90.0,155,0,4,601
3727271,CLASS,118.28,1089,2870,98,6,45,23.32,25,0,17,116.48,1089,1138.6666666666667,3,234.76,2178,1,6,409
4757534,CLASS,42.42857142857143,419,261,15,3,497,84.78571428571429,14,0,13,6.928571428571429,38,1401.5,2,49.357142857142854,419,2,22,41
8736543,CLASS,22.0,88,1205,27,0,88,64.0,4,0,4,0.0,0,1167.6666666666667,3,22.0,88,0,1,1094
4686609,CLASS,43.0,153,754,182,0,164,81.75,4,0,4,2.0,5,115.25,4,45.0,153,0,1,26
8024350,CLASS,13.0,43,3306,221,9,125,67.07692307692308,13,0,9,3.3846153846153846,14,383.57142857142856,7,16.384615384615383,43,1,17,432
9491785,CLASS,10.785714285714286,31,3595,250,1,46,91.78571428571429,14,0,14,7.5,30,1125.8181818181818,11,18.285714285714285,49,0,3,95
4465870,CLASS,12.0,31,2311,175,1,52,48.666666666666664,12,0,11,7.666666666666667,28,152.5,6,19.666666666666668,47,0,2,207
7935629,CLASS,15.166666666666666,93,5414,151,1,127,38.77777777777778,18,0,16,8.11111111111111,91,1033.0,4,23.27777777777778,184,0,3,2679
7558740,CLASS,29.333333333333332,77,1002,334,0,83,40.666666666666664,3,0,3,1.6666666666666667,5,103.0,1,31.0,77,0,4,0
5327402,CLASS,20.444444444444443,139,1567,89,1,122,100.55555555555556,9,0,8,6.888888888888889,47,884.0,2,27.333333333333332,139,1,4,760
7544867,CLASS,19.5,88,2152,268,1,130,39.625,8,0,8,3.25,7,809.0,5,22.75,95,0,20,1
8674484,CLASS,8.758064516129032,204,1858,18,12,222,41.403225806451616,62,0,48,5.17741935483871,78,800.578947368421,19,13.935483870967742,204,0,8,727
3759000,CLASS,25.0,48,501,67,0,46,20.5,2,0,2,2.0,4,34.0,1,27.0,48,0,2,367
4435545,CLASS,31.333333333333332,98,864,47,1,117,61.166666666666664,6,0,6,11.833333333333334,52,92.25,4,43.166666666666664,98,0,2,581
8192330,CLASS,16.357142857142858,99,5707,200,7,74,127.07142857142857,28,0,26,13.714285714285714,78,247.5,8,30.071428571428573,100,1,2,84
6741910,CLASS,36.833333333333336,204,5232,859,0,183,44.833333333333336,6,0,6,6.333333333333333,28,1565.6,5,43.166666666666664,204,0,3,78
7265565,CLASS,54.2,506,4130,386,2,531,51.6,10,0,8,1.1,4,1321.2,5,55.3,506,0,1,264
7455167,CLASS,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218
8271551,CLASS,1906.6666666666667,4770,996,61,0,4872,79.66666666666667,3,0,3,282.6666666666667,523,42.5,2,2189.3333333333335,4770,0,1,813
7391521,CLASS,129.0,254,718,56,1,258,75.0,2,0,2,0.0,0,36.0,1,129.0,254,0,17,605
7268617,CLASS,61.5,117,959,177,0,123,34.5,2,0,2,0.0,0,11.5,2,61.5,117,0,2,605
5793029,CLASS,105.16666666666667,316,3422,393,1,316,77.5,6,0,6,52.5,314,671.8,5,157.66666666666666,316,0,10,1059
5447313,CLASS,47.23076923076923,110,4753,59,0,220,97.23076923076923,13,0,11,30.307692307692307,110,335.6,5,77.53846153846153,210,1,3,3986
4857404,CLASS,53.166666666666664,302,941,88,0,304,77.66666666666667,6,0,5,2.5,5,1057.3333333333333,3,55.666666666666664,302,0,3,413
3789205,CLASS,22.66,651,1719,33,5,781,57.04,50,0,31,07.04,57,822.3333333333334,6,29.7,651,0,7,45
7513555,CLASS,5.216666666666667,75,2433,38,4,144,75.36666666666666,60,0,50,2.816666666666667,16,1543.1666666666667,12,8.033333333333333,75,2,10,116
8978233,CLASS,127.57142857142857,853,1371,165,0,780,68.42857142857143,7,0,7,16.142857142857142,78,1282.2,5,143.71428571428572,853,0,2,216
4750918,CLASS,10.642857142857142,69,1568,69,1,95,54.0,14,0,12,3.857142857142857,38,262.4,5,14.5,77,0,9,599
7236147,CLASS,7.666666666666667,46,925,45,2,120,79.55555555555556,18,0,11,1.0,5,447.0,6,8.666666666666666,46,0,10,99
5722403,CLASS,55.0,227,1163,103,5,209,91.75,8,0,3,28.875,172,510.0,3,83.875,340,1,10,333
4486761,CLASS,22.333333333333332,62,1129,307,1,62,67.0,3,0,3,1.6666666666666667,3,63.666666666666664,3,24.0,62,1,3,207
5580284,CLASS,41.142857142857146,153,2803,321,0,204,64.0,7,0,7,12.0,49,827.0,3,53.142857142857146,153,0,5,552
4087381,CLASS,21.9,86,2565,159,1,185,41.7,10,0,9,3.4,14,335.75,4,25.3,86,0,13,967
8299961,CLASS,29.0,174,1803,129,0,168,47.375,8,0,6,8.0,39,841.3333333333334,3,37.0,174,0,15,769
4239788,CLASS,49.0,97,1706,31,0,95,104.5,2,0,2,1.5,3,110.5,2,50.5,97,0,11,1644
5519299,CLASS,20.9,158,814,70,1,144,53.7,10,0,6,6.5,32,85.5,4,27.4,158,0,4,114
8271042,CLASS,14442.666666666666,39870,464,70,0,40046,45.666666666666664,3,0,3,1094.0,3268,50.0,2,15536.666666666666,39870,0,2,253
9476422,CLASS,102.0,142,185,16,1,129,96.5,2,0,2,37.5,75,558.0,2,139.5,142,0,5,153
3763847,CLASS,145.0,145,704,0,0,145,20.0,1,0,1,0.0,0,9.0,1,145.0,145,0,1,704
4068444,CLASS,50.07142857142857,573,2912,25,20,2425,65.95535714285714,112,0,103,28.419642857142858,791,69.7741935483871,31,78.49107142857143,1304,5,94,71
6259739,CLASS,475.0,1473,698,161,2,1893,52.5,4,0,3,1.75,7,324.5,2,476.75,1473,1,1,54
9439755,CLASS,11.0,56,4129,595,0,58,122.66666666666667,6,0,6,1.3333333333333333,6,3829.0,1,12.333333333333334,56,0,3,556
