SampleId,SampleType,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations
4783602,CLASS,1.2987012987012987,77,0.0,0,1,0,4,0,0,4,14,14,1.0,4,30,0
8736644,CLASS,0.0,255,0.0,3,0,0,24,0,0,8,37,34,0.875,18,146,0
6710734,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
5203194,CLASS,0.0,89,0.0,0,0,0,3,0,0,3,23,23,1.0,3,52,0
5645958,CLASS,0.0,31,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,2,4,1
6293765,CLASS,0.0,71,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0
5112767,CLASS,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5948040,CLASS,0.0,31,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
6544247,CLASS,0.0,75,0.0,12,0,0,12,0,0,12,12,0,0.0,12,36,0
9483217,CLASS,0.0,23,0.0,0,0,0,3,0,0,1,3,3,1.0,3,3,0
3901039,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
7626113,CLASS,0.0,28,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,3,8,0
5810647,CLASS,0.0,30,0.0,1,0,0,4,3,0,3,4,0,0.0,4,4,0
7129383,CLASS,0.0,57,0.0,5,0,0,8,0,0,4,8,3,0.375,8,16,0
9431580,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
8624129,CLASS,0.0,33,0.0,0,0,0,5,0,0,1,6,6,1.0,4,6,0
7906999,CLASS,1.9047619047619047,105,1.9047619047619047,0,2,2,16,0,0,0,27,27,1.0,16,77,0
5028269,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
4046009,CLASS,0.0,21,0.0,2,0,0,3,1,0,1,3,0,0.0,3,3,0
9388855,CLASS,0.0,94,0.0,0,0,0,6,0,0,0,12,12,1.0,4,29,0
7455354,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
5844151,CLASS,0.0,101,0.0,0,0,0,5,0,0,7,20,20,1.0,3,24,0
7200879,CLASS,0.0,41,0.0,0,0,0,3,1,0,6,3,2,0.6666666666666666,3,16,0
4066245,CLASS,0.0,23,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0
7482780,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
4556325,CLASS,0.0,73,0.0,8,0,0,11,0,0,1,16,8,0.2727272727272727,11,28,0
4853285,CLASS,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4329859,CLASS,0.0,372,0.0,4,0,0,28,3,0,17,49,41,0.75,8,70,0
6310927,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0
5659423,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0
9340516,CLASS,0.0,22,0.0,0,0,0,3,0,0,2,4,4,1.0,2,5,0
7130702,CLASS,0.0,106,0.0,7,0,0,12,3,0,5,16,6,0.16666666666666666,12,27,0
9136671,CLASS,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,10,0
5388415,CLASS,0.0,36,0.0,3,0,0,4,0,0,2,6,3,0.25,4,5,0
5308925,CLASS,0.0,185,0.0,0,0,0,8,0,0,6,31,31,1.0,6,67,0
9409389,CLASS,0.0,130,0.0,1,0,0,5,0,0,0,17,16,0.8,5,84,0
8956394,CLASS,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,0,11,0
4051509,CLASS,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,0,2,0
5790359,CLASS,0.0,681,0.0,6,0,0,32,5,0,7,161,150,0.65625,5,215,0
8633022,CLASS,0.0,150,0.0,6,0,0,12,0,0,6,36,30,0.5,12,47,5
8017375,CLASS,0.0,55,0.0,1,0,0,6,0,0,1,11,10,0.8333333333333334,4,9,0
6866247,CLASS,0.0,29,0.0,1,0,0,3,0,0,1,5,4,0.6666666666666666,3,6,0
8919646,CLASS,0.0,55,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0
7998319,CLASS,0.0,10,0.0,0,0,0,3,0,0,0,3,3,1.0,0,4,0
6328482,CLASS,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
7975103,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
6834927,CLASS,0.0,69,0.0,11,0,0,11,0,0,11,11,0,0.0,11,33,0
9093197,CLASS,0.0,20,0.0,2,0,0,2,0,0,1,2,0,0.0,2,5,0
4306236,CLASS,0.0,221,0.0,3,0,0,17,0,1,4,45,42,0.8235294117647058,15,112,0
5815298,CLASS,0.0,14,0.0,0,0,0,2,0,0,0,2,2,1.0,1,5,0
4043845,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
5818517,CLASS,0.0,12,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0
7372800,CLASS,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0
7666721,CLASS,0.0,31,0.0,1,0,0,4,1,0,1,6,4,0.5,3,8,0
5498814,CLASS,0.0,108,0.0,0,0,0,12,10,10,0,23,13,0.16666666666666666,11,41,0
7036119,CLASS,0.0,35,0.0,3,0,0,3,0,0,0,3,0,0.0,3,3,0
9359683,CLASS,15.789473684210526,19,0.0,0,3,0,4,0,0,0,4,4,1.0,0,6,0
5033471,CLASS,0.0,334,0.0,1,0,0,18,0,0,4,105,103,0.9444444444444444,6,73,0
6847478,CLASS,0.0,92,0.0,2,0,0,13,0,0,1,18,16,0.8461538461538461,13,24,0
5609932,CLASS,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0
4935573,CLASS,0.0,33,0.0,1,0,0,6,3,0,0,6,2,0.3333333333333333,5,9,0
6437526,CLASS,0.0,6,33.333333333333336,0,0,2,1,0,0,0,1,1,1.0,1,3,0
5742756,CLASS,0.0,82,0.0,1,0,0,8,0,0,0,18,17,0.875,2,13,0
6025184,CLASS,0.0,99,0.0,0,0,0,11,0,0,0,24,24,1.0,3,67,0
7438576,CLASS,0.0,28,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0
7326860,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
5740146,CLASS,0.0,1295,0.0,24,0,0,73,7,1,21,286,250,0.5753424657534246,70,334,7
7190715,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
4248275,CLASS,0.0,142,0.0,0,0,0,2,0,0,2,27,27,1.0,2,83,0
9421191,CLASS,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,4,7,0
7381518,CLASS,0.0,21,9.523809523809524,0,0,2,3,0,0,0,3,3,1.0,1,9,0
7249097,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0
7643849,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
7370553,CLASS,0.0,94,0.0,1,0,0,12,0,0,2,21,20,0.9166666666666666,8,15,0
3757097,CLASS,0.0,124,0.0,8,0,0,19,6,0,3,21,7,0.2631578947368421,18,26,0
5091177,CLASS,0.0,35,0.0,0,0,0,7,0,0,0,7,7,1.0,7,8,0
4218981,CLASS,0.0,46,0.0,0,0,0,3,0,0,0,9,9,1.0,3,31,0
3715636,CLASS,0.0,142,0.0,14,0,0,28,14,0,14,28,0,0.0,28,33,0
5459981,CLASS,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,5,3
5816832,CLASS,0.0,26,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0
4346994,CLASS,0.0,64,0.0,0,0,0,6,0,4,2,11,11,1.0,6,33,0
3827991,CLASS,0.0,148,0.0,0,0,0,11,0,0,3,32,32,1.0,9,19,0
8501970,CLASS,0.0,87,0.0,0,0,0,5,1,0,0,15,13,0.8,2,39,0
5598817,CLASS,0.0,26,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0
5392679,CLASS,0.0,12,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
5025102,CLASS,0.0,13,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0
4709869,CLASS,0.0,52,0.0,1,0,0,6,0,0,1,10,9,0.8333333333333334,6,35,0
5394068,CLASS,0.0,94,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0
6225158,CLASS,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
4556665,CLASS,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295235,CLASS,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,7,0
7308975,CLASS,0.0,26,0.0,1,0,0,3,1,0,0,3,1,0.3333333333333333,3,6,0
7583462,CLASS,0.0,75,0.0,0,0,0,2,0,0,0,23,23,1.0,2,31,0
5857422,CLASS,0.0,283,0.0,1,0,0,13,0,18,0,43,42,0.9230769230769231,5,95,0
5685504,CLASS,0.0,242,0.0,5,0,0,15,2,2,6,50,43,0.5333333333333333,12,101,0
5514575,CLASS,0.0,36,0.0,3,0,0,5,2,0,1,5,0,0.0,5,5,0
6097003,CLASS,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
5533033,CLASS,6.25,32,3.125,1,2,1,4,0,0,1,5,4,0.75,2,18,0
3717506,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
8397966,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0
7428769,CLASS,0.0,82,0.0,3,0,0,9,0,0,2,14,11,0.6666666666666666,6,29,0
4808674,CLASS,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0
4827311,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0
6806316,CLASS,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337101,CLASS,0.0,39,0.0,2,0,0,4,0,0,2,5,3,0.5,4,19,0
9295458,CLASS,0.0,152,0.0,7,0,0,17,1,0,4,30,22,0.5294117647058824,17,66,0
4993965,CLASS,0.0,74,0.0,0,0,0,5,0,0,5,14,14,1.0,3,89,0
6842405,CLASS,0.0,75,0.0,3,0,0,6,0,0,1,14,11,0.5,5,43,0
9171656,CLASS,0.0,170,0.0,5,0,0,13,0,0,4,23,18,0.6153846153846154,13,48,0
4936795,CLASS,0.0,34,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
4466087,CLASS,0.0,364,0.0,7,0,0,26,0,0,16,68,61,0.7307692307692307,14,200,0
3874200,CLASS,0.0,21,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
8411640,CLASS,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,1
5515226,CLASS,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3900213,CLASS,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0
7640021,CLASS,0.0,10,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0
5028034,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
6120570,CLASS,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,0
8751166,CLASS,0.0,52,0.0,0,0,0,3,0,0,4,5,5,1.0,2,12,0
8904606,CLASS,0.0,183,0.0,0,0,0,8,0,0,1,34,34,1.0,4,31,0
7294947,CLASS,0.0,49,0.0,5,0,0,7,0,0,4,8,3,0.2857142857142857,7,8,0
8031279,CLASS,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0
7399428,CLASS,0.0,467,0.4282655246252677,6,0,2,35,1,0,11,121,112,0.8,6,61,0
6114104,CLASS,0.0,28,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,2,5,0
8417826,CLASS,0.5571030640668524,359,0.0,26,2,0,52,18,0,19,75,28,0.15384615384615385,49,91,19
7801178,CLASS,0.0,26,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
7391055,CLASS,0.0,13,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0
7633038,CLASS,0.0,14,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0
4804222,CLASS,0.0,79,0.0,0,0,0,3,0,0,2,10,10,1.0,2,22,0
8917471,CLASS,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
5581462,CLASS,0.0,55,0.0,5,0,0,10,4,0,4,11,2,0.1,10,11,0
4278771,CLASS,0.0,13,7.6923076923076925,1,0,1,3,0,0,0,3,2,0.6666666666666666,0,4,0
4671256,CLASS,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,3,0
7557707,CLASS,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401179,CLASS,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4841390,CLASS,0.0,40,0.0,2,0,0,5,0,0,3,6,4,0.6,5,14,0
9139344,CLASS,0.0,112,0.0,0,0,0,20,0,0,0,26,26,1.0,19,28,0
8408651,CLASS,0.0,78,0.0,1,0,0,3,0,0,1,15,14,0.6666666666666666,1,22,0
5739211,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
7650722,CLASS,0.0,22,0.0,0,0,0,1,0,0,2,2,2,1.0,1,7,0
4848736,CLASS,0.0,179,0.0,0,0,0,25,0,0,1,43,43,1.0,18,58,0
8845555,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
4797136,CLASS,0.0,24,0.0,0,0,0,2,0,0,0,7,7,1.0,2,5,0
5768412,CLASS,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4801902,CLASS,0.0,47,0.0,1,0,0,4,0,0,2,6,5,0.75,4,17,0
6463026,CLASS,0.0,26,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0
5968191,CLASS,0.0,57,0.0,0,0,0,6,0,0,2,9,9,1.0,5,9,0
7376354,CLASS,0.0,10,20.0,0,0,2,1,0,0,0,1,1,1.0,1,8,0
6117580,CLASS,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0
5363451,CLASS,0.0,64,0.0,0,0,0,3,0,0,0,17,17,1.0,2,22,0
6205101,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
5026271,CLASS,0.0,47,0.0,0,0,0,3,0,4,3,8,8,1.0,3,6,0
8795959,CLASS,0.0,8,0.0,0,0,0,1,0,1,0,1,1,1.0,1,2,0
8065474,CLASS,0.0,63,0.0,10,0,0,10,0,0,10,10,0,0.0,10,30,0
7377288,CLASS,6.0606060606060606,33,9.090909090909092,1,2,3,3,0,0,5,4,3,0.6666666666666666,2,19,0
5640540,CLASS,0.0,104,0.0,0,0,0,8,0,6,0,10,10,1.0,8,13,0
6026312,CLASS,0.0,44,0.0,0,0,0,4,0,0,2,8,8,1.0,3,12,0
5129580,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
8274779,CLASS,0.0,38,0.0,1,0,0,5,0,0,1,7,6,0.8,5,10,0
8658418,CLASS,0.0,92,0.0,0,0,0,4,0,0,5,14,14,1.0,4,55,2
7134617,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0
8695390,CLASS,0.0,294,0.0,0,0,0,2,0,1,0,42,42,1.0,2,253,0
8845696,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
7899540,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345695,CLASS,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
9243860,CLASS,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,4,12,0
3953485,CLASS,0.0,178,0.0,4,0,0,21,2,2,8,34,28,0.7142857142857143,17,58,4
8152732,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7867125,CLASS,0.0,39,0.0,0,0,0,1,0,1,0,7,7,1.0,1,19,0
8341412,CLASS,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7324520,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
8439567,CLASS,0.0,29,0.0,0,0,0,2,0,0,3,3,3,1.0,2,9,0
3797964,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003619,CLASS,0.0,22,0.0,0,0,0,1,0,0,5,1,1,1.0,0,8,4
3908492,CLASS,0.0,138,0.0,4,0,0,14,0,0,10,20,16,0.7142857142857143,13,54,5
4839287,CLASS,0.0,20,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0
6285002,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
8910909,CLASS,0.0,84,0.0,0,0,0,5,0,0,2,12,12,1.0,1,29,0
4982268,CLASS,0.0,135,0.0,2,0,0,14,0,0,2,31,29,0.8571428571428571,13,35,0
4747471,CLASS,0.0,40,0.0,0,0,0,3,0,0,1,6,6,1.0,3,16,0
7486357,CLASS,0.0,62,0.0,1,0,0,8,0,0,0,9,8,0.875,0,16,0
5764315,CLASS,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6288529,CLASS,0.0,12,0.0,0,0,0,1,0,0,1,1,1,1.0,0,5,0
7349490,CLASS,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0
4177719,CLASS,0.0,64,0.0,1,0,0,11,0,0,0,11,10,0.9090909090909091,6,30,0
3857472,CLASS,0.0,104,0.0,9,0,0,16,0,0,4,16,7,0.4375,16,23,0
5547100,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8768107,CLASS,0.0,214,0.0,12,0,0,27,0,0,10,41,29,0.5555555555555556,23,65,0
8224809,CLASS,0.0,20,0.0,0,0,0,2,0,0,1,3,3,1.0,2,4,0
7245998,CLASS,0.0,17,0.0,0,0,0,1,0,2,1,1,1,1.0,0,5,0
5562874,CLASS,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,1,3,0
8235560,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,0,2,0
4428269,CLASS,0.0,224,0.0,9,0,0,39,0,0,2,44,35,0.7692307692307693,39,95,0
7818143,CLASS,0.0,36,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,6,8,0
8682807,CLASS,0.0,50,0.0,3,0,0,5,0,0,4,7,4,0.4,5,14,0
5111458,CLASS,0.0,367,0.0,0,0,0,13,0,0,40,62,62,1.0,1,141,42
7726353,CLASS,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786274,CLASS,0.0,67,0.0,0,0,0,2,0,0,1,17,17,1.0,2,31,0
8278616,CLASS,250.0,4,0.0,0,10,0,0,0,0,0,0,0,0,0,50,0
5412570,CLASS,0.0,19,0.0,0,0,0,2,0,0,0,3,3,1.0,2,13,0
7396410,CLASS,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4585448,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
8212330,CLASS,0.0,42,0.0,0,0,0,5,0,0,1,6,6,1.0,5,12,0
7413961,CLASS,0.0,548,0.0,17,0,0,43,1,0,22,100,82,0.5813953488372093,23,120,0
7298628,CLASS,0.0,166,0.0,0,0,0,6,0,0,3,34,34,1.0,2,108,0
8091719,CLASS,0.0,96,0.0,0,0,0,9,0,0,1,24,24,1.0,8,16,0
9290135,CLASS,0.0,36,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
5041383,CLASS,0.0,102,0.0,1,0,0,17,0,0,4,19,18,0.9411764705882353,17,31,0
6437408,CLASS,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,5,0
6218887,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8533873,CLASS,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,1,4,0
6638631,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
3846700,CLASS,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,7,0
6870293,CLASS,0.0,12,0.0,0,0,0,1,0,0,2,2,2,1.0,1,8,0
7996783,CLASS,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0
5882175,CLASS,0.0,242,0.0,0,0,0,13,0,2,2,32,32,1.0,12,118,1
3839517,CLASS,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6
8008116,CLASS,0.0,185,0.0,7,0,0,21,0,0,13,33,26,0.6666666666666666,15,50,0
5055368,CLASS,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846258,CLASS,0.0,62,0.0,3,0,0,10,3,0,4,13,7,0.4,6,28,0
4764437,CLASS,0.0,26,0.0,0,0,0,1,0,0,5,2,2,1.0,1,3,4
4357819,CLASS,0.0,33,0.0,2,0,0,5,0,0,3,5,3,0.6,5,5,0
8295032,CLASS,4.545454545454546,22,0.0,0,1,0,3,0,0,0,3,3,1.0,0,14,0
7652241,CLASS,0.0,61,0.0,7,0,0,9,2,0,7,9,0,0.0,9,9,0
7986025,CLASS,0.0,129,0.0,0,0,0,18,0,0,0,18,18,1.0,0,19,0
6320805,CLASS,0.0,22,0.0,2,0,0,4,0,0,0,4,2,0.5,4,6,0
5356733,CLASS,0.0,90,0.0,7,0,0,11,0,0,3,16,9,0.36363636363636365,11,13,0
3993530,CLASS,0.0,21,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,2,3,0
5255988,CLASS,0.0,326,0.0,0,0,0,9,0,0,1,49,49,1.0,8,217,0
9003128,CLASS,0.0,51,0.0,2,0,0,5,0,2,0,9,7,0.6,5,16,0
4586915,CLASS,0.0,84,0.0,0,0,0,7,0,0,8,11,11,1.0,4,19,0
8224255,CLASS,0.0,29,0.0,0,0,0,4,1,0,0,7,6,0.75,4,7,0
3985971,CLASS,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
4652198,CLASS,0.0,24,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
5732518,CLASS,0.0,202,0.0,0,0,0,16,0,0,5,41,41,1.0,13,45,0
4794391,CLASS,0.0,36,0.0,0,0,0,2,0,0,0,10,10,1.0,2,19,0
5737990,CLASS,0.0,66,0.0,3,0,0,8,0,0,0,8,5,0.625,8,44,0
8219927,CLASS,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0
8621159,CLASS,0.0,36,0.0,1,0,0,3,0,0,3,5,4,0.6666666666666666,3,7,0
7609535,CLASS,0.0,768,0.0,6,0,0,36,0,1,19,156,150,0.8333333333333334,16,588,0
4690918,CLASS,0.0,386,0.0,1,0,0,22,0,0,20,67,66,0.9545454545454546,17,191,1
7393053,CLASS,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794099,CLASS,0.0,67,0.0,0,0,0,8,0,0,2,16,16,1.0,3,50,0
3820002,CLASS,0.0,76,0.0,6,0,0,10,0,0,5,12,6,0.4,9,13,0
7276572,CLASS,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0
8263546,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
6317098,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0
7717968,CLASS,10.126582278481013,79,1.2658227848101267,0,8,1,7,0,0,1,15,15,1.0,1,53,0
4185136,CLASS,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0
3836401,CLASS,0.0,31,0.0,3,0,0,4,0,0,0,6,3,0.25,2,5,0
7785135,CLASS,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003009,CLASS,0.0,36,0.0,0,0,0,2,1,0,0,7,3,0.5,2,7,0
4443762,CLASS,0.0,56,0.0,3,0,0,9,0,0,0,15,12,0.6666666666666666,9,25,0
8570234,CLASS,0.0,116,0.0,10,0,0,15,0,0,5,23,13,0.3333333333333333,12,16,0
6325165,CLASS,0.0,51,0.0,1,0,0,3,0,2,2,9,8,0.6666666666666666,1,19,0
7339811,CLASS,0.0,37,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0
6541523,CLASS,0.0,50,0.0,4,0,0,6,1,0,0,7,1,0.16666666666666666,6,17,0
5767556,CLASS,0.0,49,0.0,3,0,0,6,1,1,4,6,2,0.3333333333333333,6,8,3
3942114,CLASS,0.0,45,0.0,2,0,0,7,0,0,2,7,5,0.7142857142857143,7,21,0
4752038,CLASS,0.0,127,0.0,0,0,0,2,0,39,4,3,3,1.0,2,15,0
4032784,CLASS,12.5,56,0.0,0,7,0,9,0,0,0,12,12,1.0,9,30,0
5148417,CLASS,0.0,80,0.0,9,0,0,11,0,0,6,16,6,0.18181818181818182,10,22,0
6281870,CLASS,0.0,27,0.0,1,0,0,3,1,1,1,6,3,0.3333333333333333,2,7,0
9199423,CLASS,0.0,646,0.0,1,0,0,34,0,0,2,192,191,0.9705882352941176,11,226,0
4027396,CLASS,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,0
5146683,CLASS,0.0,302,0.0,2,0,0,25,0,1,3,59,57,0.92,11,197,0
9004411,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379244,CLASS,2.0833333333333335,48,4.166666666666667,0,1,2,6,0,0,1,11,11,1.0,3,22,0
3974797,CLASS,0.0,45,0.0,3,0,0,5,1,0,1,10,5,0.2,5,7,0
4713471,CLASS,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
7322217,CLASS,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0
5049924,CLASS,0.0,171,0.5847953216374269,6,0,1,25,0,1,1,39,33,0.76,23,31,0
7961199,CLASS,0.0,25,0.0,2,0,0,4,0,0,1,4,2,0.5,4,5,0
8879106,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
9243307,CLASS,0.0,26,0.0,0,0,0,2,0,0,0,2,2,1.0,2,17,0
4241628,CLASS,0.0,279,0.0,3,0,0,28,0,3,10,49,46,0.8928571428571429,14,54,0
3860739,CLASS,0.0,85,0.0,3,0,0,9,3,0,7,13,7,0.3333333333333333,8,27,0
7599209,CLASS,0.0,34,0.0,0,0,0,6,0,0,2,7,7,1.0,3,8,0
9451809,CLASS,0.0,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6164729,CLASS,0.0,143,0.0,17,0,0,18,0,0,16,22,5,0.05555555555555555,17,42,0
8653867,CLASS,0.0,93,0.0,4,0,0,17,0,0,0,17,13,0.7647058823529411,17,17,0
6017760,CLASS,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7307441,CLASS,0.0,22,0.0,2,0,0,4,2,0,1,4,0,0.0,4,4,0
7686388,CLASS,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0
7612278,CLASS,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0
8427386,CLASS,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
