id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,MeanAuthorCommits,Severity
563,0.0,193,0.0,2,0,0,13,0,3,2,30,28,0.8461538461538461,7,107,0,179.0,0
564,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,1298.6666666666667,0
565,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,104.0,2
566,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0,917.0,0
567,0.0,60,0.0,0,0,0,5,0,7,0,7,7,1.0,5,15,0,310.57142857142856,0
568,1.2987012987012987,77,0.0,0,1,0,4,0,0,4,14,14,1.0,4,30,0,14.666666666666666,0
569,0.0,255,0.0,3,0,0,24,0,0,8,37,34,0.875,18,146,0,790.5454545454545,1
570,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,542.0,0
571,0.0,89,0.0,0,0,0,3,0,0,3,23,23,1.0,3,52,0,6812.0,0
572,0.0,31,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,2,4,1,5146.0,0
573,0.0,71,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,2723.6666666666665,2
574,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,46.0,0
575,0.0,31,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,97.0,2
576,0.0,75,0.0,12,0,0,12,0,0,12,12,0,0.0,12,36,0,152.0,1
577,0.0,23,0.0,0,0,0,3,0,0,1,3,3,1.0,3,3,0,578.4864864864865,0
578,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,526.2727272727273,0
579,0.0,28,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,3,8,0,1551.5,0
580,0.0,30,0.0,1,0,0,4,3,0,3,4,0,0.0,4,4,0,2890.6,0
581,0.0,57,0.0,5,0,0,8,0,0,4,8,3,0.375,8,16,0,76.25,0
582,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,3829.0,0
583,0.0,33,0.0,0,0,0,5,0,0,1,6,6,1.0,4,6,0,29.0,0
584,1.9047619047619049,105,1.9047619047619049,0,2,2,16,0,0,0,27,27,1.0,16,77,0,422.1578947368421,0
585,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,309.6666666666667,0
586,0.0,21,0.0,2,0,0,3,1,0,1,3,0,0.0,3,3,0,433.3333333333333,1
587,0.0,94,0.0,0,0,0,6,0,0,0,12,12,1.0,4,29,0,3829.0,0
588,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,1
589,0.0,101,0.0,0,0,0,5,0,0,7,20,20,1.0,3,24,0,8357.0,0
590,0.0,41,0.0,0,0,0,3,1,0,6,3,2,0.6666666666666666,3,16,0,13.714285714285714,0
591,0.0,23,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,377.7272727272728,0
592,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,0
593,0.0,73,0.0,8,0,0,11,0,0,1,16,8,0.2727272727272727,11,28,0,997.6666666666666,0
594,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1091.0,0
595,0.0,372,0.0,4,0,0,28,3,0,17,49,41,0.75,8,70,0,417.8333333333333,0
596,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,559.5,0
597,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,5146.0,0
598,0.0,22,0.0,0,0,0,3,0,0,2,4,4,1.0,2,5,0,3829.0,0
599,0.0,106,0.0,7,0,0,12,3,0,5,16,6,0.1666666666666666,12,27,0,39.833333333333336,0
600,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,10,0,1819.0,0
601,0.0,36,0.0,3,0,0,4,0,0,2,6,3,0.25,4,5,0,1084.3333333333333,1
602,0.0,185,0.0,0,0,0,8,0,0,6,31,31,1.0,6,67,0,425.5,0
603,0.0,130,0.0,1,0,0,5,0,0,0,17,16,0.8,5,84,0,3829.0,0
604,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,0,11,0,383.5,0
605,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,0,2,0,320.25925925925924,0
606,0.0,681,0.0,6,0,0,32,5,0,7,161,150,0.65625,5,215,0,461.1666666666667,0
607,0.0,150,0.0,6,0,0,12,0,0,6,36,30,0.5,12,47,5,821.5,0
608,0.0,55,0.0,1,0,0,6,0,0,1,11,10,0.8333333333333334,4,9,0,735.0,0
609,0.0,29,0.0,1,0,0,3,0,0,1,5,4,0.6666666666666666,3,6,0,33.0,0
610,0.0,55,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,381.9166666666667,0
611,0.0,10,0.0,0,0,0,3,0,0,0,3,3,1.0,0,4,0,69.33333333333333,0
612,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,663.0,0
613,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,674.0,0
614,0.0,69,0.0,11,0,0,11,0,0,11,11,0,0.0,11,33,0,138.66666666666666,1
615,0.0,20,0.0,2,0,0,2,0,0,1,2,0,0.0,2,5,0,1721.6666666666667,0
616,0.0,221,0.0,3,0,0,17,0,1,4,45,42,0.8235294117647058,15,112,0,502.5,0
617,0.0,14,0.0,0,0,0,2,0,0,0,2,2,1.0,1,5,0,1427.5,0
618,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,322.25,0
619,0.0,12,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,3594.75,0
620,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,121.0,1
621,0.0,31,0.0,1,0,0,4,1,0,1,6,4,0.5,3,8,0,1007.0,0
622,0.0,108,0.0,0,0,0,12,10,10,0,23,13,0.1666666666666666,11,41,0,32.0,1
623,0.0,35,0.0,3,0,0,3,0,0,0,3,0,0.0,3,3,0,130.5,2
624,15.789473684210526,19,0.0,0,3,0,4,0,0,0,4,4,1.0,0,6,0,3829.0,0
625,0.0,334,0.0,1,0,0,18,0,0,4,105,103,0.9444444444444444,6,73,0,15268.0,0
626,0.0,92,0.0,2,0,0,13,0,0,1,18,16,0.8461538461538461,13,24,0,33.0,0
627,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,822.0,0
628,0.0,33,0.0,1,0,0,6,3,0,0,6,2,0.3333333333333333,5,9,0,956.6666666666666,0
629,0.0,6,33.333333333333336,0,0,2,1,0,0,0,1,1,1.0,1,3,0,1758.0,0
630,0.0,82,0.0,1,0,0,8,0,0,0,18,17,0.875,2,13,0,220.66666666666663,0
631,0.0,99,0.0,0,0,0,11,0,0,0,24,24,1.0,3,67,0,986.6666666666666,0
632,0.0,28,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,2100.333333333333,0
633,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,109.5,0
634,0.0,1295,0.0,24,0,0,73,7,1,21,286,250,0.5753424657534246,70,334,7,368.6428571428572,1
635,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,16.4,0
636,0.0,142,0.0,0,0,0,2,0,0,2,27,27,1.0,2,83,0,232.33333333333331,0
637,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,4,7,0,3829.0,0
638,0.0,21,9.523809523809524,0,0,2,3,0,0,0,3,3,1.0,1,9,0,2864.4,0
639,0.0,8,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,1195.3333333333333,0
640,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,754.0,0
641,0.0,94,0.0,1,0,0,12,0,0,2,21,20,0.9166666666666666,8,15,0,6234.5,0
642,0.0,124,0.0,8,0,0,19,6,0,3,21,7,0.2631578947368421,18,26,0,1091.3333333333333,2
643,0.0,35,0.0,0,0,0,7,0,0,0,7,7,1.0,7,8,0,178.33333333333334,0
644,0.0,46,0.0,0,0,0,3,0,0,0,9,9,1.0,3,31,0,404.375,0
645,0.0,142,0.0,14,0,0,28,14,0,14,28,0,0.0,28,33,0,183.6,3
646,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,5,3,198.33333333333331,0
647,0.0,26,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0,2438.1666666666665,0
648,0.0,64,0.0,0,0,0,6,0,4,2,11,11,1.0,6,33,0,1576.571428571429,0
649,0.0,148,0.0,0,0,0,11,0,0,3,32,32,1.0,9,19,0,725.6,0
650,0.0,87,0.0,0,0,0,5,1,0,0,15,13,0.8,2,39,0,58.333333333333336,0
651,0.0,26,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0,936.8333333333334,0
652,0.0,12,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,5181.5,0
653,0.0,13,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,586.5,0
654,0.0,52,0.0,1,0,0,6,0,0,1,10,9,0.8333333333333334,6,35,0,217.5,0
655,0.0,94,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,484.0,1
656,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,480.5,0
657,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1489.5,0
658,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,7,0,499.6666666666667,0
659,0.0,26,0.0,1,0,0,3,1,0,0,3,1,0.3333333333333333,3,6,0,121.0,0
660,0.0,75,0.0,0,0,0,2,0,0,0,23,23,1.0,2,31,0,1779.625,0
661,0.0,283,0.0,1,0,0,13,0,18,0,43,42,0.9230769230769232,5,95,0,1529.6,0
662,0.0,242,0.0,5,0,0,15,2,2,6,50,43,0.5333333333333333,12,101,0,1377.5,0
663,0.0,36,0.0,3,0,0,5,2,0,1,5,0,0.0,5,5,0,129.0,0
664,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1.0,0
665,6.25,32,3.125,1,2,1,4,0,0,1,5,4,0.75,2,18,0,22.0,0
666,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,138.0,0
667,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,3438.1111111111118,0
668,0.0,82,0.0,3,0,0,9,0,0,2,14,11,0.6666666666666666,6,29,0,121.66666666666669,0
669,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,663.6666666666666,0
670,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0,1980.0,0
671,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,697.0,0
672,0.0,39,0.0,2,0,0,4,0,0,2,5,3,0.5,4,19,0,288.0,0
673,0.0,152,0.0,7,0,0,17,1,0,4,30,22,0.5294117647058824,17,66,0,3829.0,0
674,0.0,74,0.0,0,0,0,5,0,0,5,14,14,1.0,3,89,0,241.3636363636364,0
675,0.0,75,0.0,3,0,0,6,0,0,1,14,11,0.5,5,43,0,500.25,0
676,0.0,170,0.0,5,0,0,13,0,0,4,23,18,0.6153846153846154,13,48,0,930.0,0
677,0.0,34,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,1120.4,0
678,0.0,364,0.0,7,0,0,26,0,0,16,68,61,0.7307692307692307,14,200,0,62.85714285714285,0
679,0.0,21,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,553.1428571428571,2
680,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,1,3455.222222222222,0
681,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,99.0,0
682,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0,665.5,0
683,0.0,10,0.0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,1617.5,0
684,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,113.77777777777776,0
685,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,0,69.0,0
686,0.0,52,0.0,0,0,0,3,0,0,4,5,5,1.0,2,12,0,906.2857142857144,0
687,0.0,183,0.0,0,0,0,8,0,0,1,34,34,1.0,4,31,0,785.0,0
688,0.0,49,0.0,5,0,0,7,0,0,4,8,3,0.2857142857142857,7,8,0,89.66666666666667,2
689,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,674.0,0
690,0.0,467,0.4282655246252677,6,0,2,35,1,0,11,121,112,0.8,6,61,0,882.5,0
691,0.0,28,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,2,5,0,54.22222222222222,0
692,0.5571030640668524,359,0.0,26,2,0,52,18,0,19,75,28,0.1538461538461538,49,91,19,2769.9411764705883,0
693,0.0,26,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,228.8181818181818,1
694,0.0,13,0.0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,33.0,2
695,0.0,14,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,1442.0,0
696,0.0,79,0.0,0,0,0,3,0,0,2,10,10,1.0,2,22,0,200.0,0
697,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,443.2,0
698,0.0,55,0.0,5,0,0,10,4,0,4,11,2,0.1,10,11,0,197.83333333333331,1
699,0.0,13,7.6923076923076925,1,0,1,3,0,0,0,3,2,0.6666666666666666,0,4,0,1457.0,0
700,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,3,0,127.0,0
701,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,411.0,0
702,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,417.3333333333333,0
703,0.0,40,0.0,2,0,0,5,0,0,3,6,4,0.6,5,14,0,2761.5,0
704,0.0,112,0.0,0,0,0,20,0,0,0,26,26,1.0,19,28,0,1285.25,0
705,0.0,78,0.0,1,0,0,3,0,0,1,15,14,0.6666666666666666,1,22,0,4378.25,0
706,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,821.4285714285714,0
707,0.0,22,0.0,0,0,0,1,0,0,2,2,2,1.0,1,7,0,418.5,0
708,0.0,179,0.0,0,0,0,25,0,0,1,43,43,1.0,18,58,0,791.25,0
709,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,356.07142857142856,0
710,0.0,24,0.0,0,0,0,2,0,0,0,7,7,1.0,2,5,0,2586.6666666666665,0
711,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,2164.75,0
712,0.0,47,0.0,1,0,0,4,0,0,2,6,5,0.75,4,17,0,181.6,0
713,0.0,26,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,179.33333333333334,1
714,0.0,57,0.0,0,0,0,6,0,0,2,9,9,1.0,5,9,0,839.25,0
715,0.0,10,20.0,0,0,2,1,0,0,0,1,1,1.0,1,8,0,3031.5,0
716,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,69.0,0
717,0.0,64,0.0,0,0,0,3,0,0,0,17,17,1.0,2,22,0,141.0,0
718,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,483.0,0
719,0.0,47,0.0,0,0,0,3,0,4,3,8,8,1.0,3,6,0,764.6666666666666,0
720,0.0,8,0.0,0,0,0,1,0,1,0,1,1,1.0,1,2,0,486.3333333333333,0
721,0.0,63,0.0,10,0,0,10,0,0,10,10,0,0.0,10,30,0,107.0,1
722,6.0606060606060606,33,9.090909090909092,1,2,3,3,0,0,5,4,3,0.6666666666666666,2,19,0,4275.4,0
723,0.0,104,0.0,0,0,0,8,0,6,0,10,10,1.0,8,13,0,822.0,0
724,0.0,44,0.0,0,0,0,4,0,0,2,8,8,1.0,3,12,0,1513.0,0
725,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,20.0,0
726,0.0,38,0.0,1,0,0,5,0,0,1,7,6,0.8,5,10,0,1016.8,0
727,0.0,92,0.0,0,0,0,4,0,0,5,14,14,1.0,4,55,2,893.875,0
728,0.0,14,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,435.0,0
729,0.0,294,0.0,0,0,0,2,0,1,0,42,42,1.0,2,253,0,1499.5,0
730,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,356.07142857142856,0
731,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,881.0,0
732,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,2495.0,0
733,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,4,12,0,3829.0,0
734,0.0,178,0.0,4,0,0,21,2,2,8,34,28,0.7142857142857143,17,58,4,24.0,1
735,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1006.8571428571428,0
736,0.0,39,0.0,0,0,0,1,0,1,0,7,7,1.0,1,19,0,243.0,0
737,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,918.0,0
738,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,121.0,0
739,0.0,29,0.0,0,0,0,2,0,0,3,3,3,1.0,2,9,0,796.0,0
740,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,33.25,2
741,0.0,22,0.0,0,0,0,1,0,0,5,1,1,1.0,0,8,4,217.8571428571429,0
742,0.0,138,0.0,4,0,0,14,0,0,10,20,16,0.7142857142857143,13,54,5,1331.7142857142858,0
743,0.0,20,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0,2761.5,0
744,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,862.5,0
745,0.0,84,0.0,0,0,0,5,0,0,2,12,12,1.0,1,29,0,119.0,0
746,0.0,135,0.0,2,0,0,14,0,0,2,31,29,0.8571428571428571,13,35,0,389.75,0
747,0.0,40,0.0,0,0,0,3,0,0,1,6,6,1.0,3,16,0,184.44444444444449,0
748,0.0,62,0.0,1,0,0,8,0,0,0,9,8,0.875,0,16,0,2481.0,0
749,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2874.6666666666665,0
750,0.0,12,0.0,0,0,0,1,0,0,1,1,1,1.0,0,5,0,1718.0,0
751,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,121.0,0
752,0.0,64,0.0,1,0,0,11,0,0,0,11,10,0.9090909090909092,6,30,0,1333.0,0
753,0.0,104,0.0,9,0,0,16,0,0,4,16,7,0.4375,16,23,0,590.0,1
754,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,94.5,0
755,0.0,214,0.0,12,0,0,27,0,0,10,41,29,0.5555555555555556,23,65,0,947.0714285714286,1
756,0.0,20,0.0,0,0,0,2,0,0,1,3,3,1.0,2,4,0,1720.3333333333333,0
757,0.0,17,0.0,0,0,0,1,0,2,1,1,1,1.0,0,5,0,1314.25,0
758,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,1,3,0,390.6666666666667,0
759,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,0,2,0,741.75,0
760,0.0,224,0.0,9,0,0,39,0,0,2,44,35,0.7692307692307693,39,95,0,117.5,0
761,0.0,36,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,6,8,0,219.0,0
762,0.0,50,0.0,3,0,0,5,0,0,4,7,4,0.4,5,14,0,660.375,1
763,0.0,367,0.0,0,0,0,13,0,0,40,62,62,1.0,1,141,42,24.13636363636364,1
764,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,150.45454545454547,0
765,0.0,67,0.0,0,0,0,2,0,0,1,17,17,1.0,2,31,0,740.5,0
766,250.0,4,0.0,0,10,0,0,0,0,0,0,0,0.0,0,50,0,1967.5,0
767,0.0,19,0.0,0,0,0,2,0,0,0,3,3,1.0,2,13,0,5990.0,0
768,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,4917.0,0
769,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,42.0,0
770,0.0,42,0.0,0,0,0,5,0,0,1,6,6,1.0,5,12,0,79.0,0
771,0.0,548,0.0,17,0,0,43,1,0,22,100,82,0.5813953488372093,23,120,0,899.5,1
772,0.0,166,0.0,0,0,0,6,0,0,3,34,34,1.0,2,108,0,326.8333333333333,0
773,0.0,96,0.0,0,0,0,9,0,0,1,24,24,1.0,8,16,0,990.5,0
774,0.0,36,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3829.0,0
775,0.0,102,0.0,1,0,0,17,0,0,4,19,18,0.9411764705882352,17,31,0,15268.0,0
776,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,5,0,1758.0,0
777,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,153.0,0
778,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,1,4,0,419.7142857142857,0
779,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,30.0,0
780,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,7,0,709.0,0
781,0.0,12,0.0,0,0,0,1,0,0,2,2,2,1.0,1,8,0,4.0,0
782,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,294.6666666666667,0
783,0.0,242,0.0,0,0,0,13,0,2,2,32,32,1.0,12,118,1,399.05555555555554,0
784,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,448.05,0
785,0.0,185,0.0,7,0,0,21,0,0,13,33,26,0.6666666666666666,15,50,0,639.25,0
786,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7974.0,1
787,0.0,62,0.0,3,0,0,10,3,0,4,13,7,0.4,6,28,0,1091.0,0
788,0.0,26,0.0,0,0,0,1,0,0,5,2,2,1.0,1,3,4,195.57142857142856,0
789,0.0,33,0.0,2,0,0,5,0,0,3,5,3,0.6,5,5,0,802.5,0
790,4.545454545454546,22,0.0,0,1,0,3,0,0,0,3,3,1.0,0,14,0,2174.0,0
791,0.0,61,0.0,7,0,0,9,2,0,7,9,0,0.0,9,9,0,156.33333333333334,3
792,0.0,129,0.0,0,0,0,18,0,0,0,18,18,1.0,0,19,0,112.0,0
793,0.0,22,0.0,2,0,0,4,0,0,0,4,2,0.5,4,6,0,648.3333333333334,0
794,0.0,90,0.0,7,0,0,11,0,0,3,16,9,0.3636363636363636,11,13,0,651.6666666666666,0
795,0.0,21,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,2,3,0,479.6,0
796,0.0,326,0.0,0,0,0,9,0,0,1,49,49,1.0,8,217,0,113.57142857142856,0
797,0.0,51,0.0,2,0,0,5,0,2,0,9,7,0.6,5,16,0,1359.4166666666667,0
798,0.0,84,0.0,0,0,0,7,0,0,8,11,11,1.0,4,19,0,503.8571428571428,0
799,0.0,29,0.0,0,0,0,4,1,0,0,7,6,0.75,4,7,0,1398.75,0
800,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,984.5,0
801,0.0,24,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,3328.6666666666665,0
802,0.0,202,0.0,0,0,0,16,0,0,5,41,41,1.0,13,45,0,475.5,0
803,0.0,36,0.0,0,0,0,2,0,0,0,10,10,1.0,2,19,0,2588.0,0
804,0.0,66,0.0,3,0,0,8,0,0,0,8,5,0.625,8,44,0,515.25,0
805,0.0,14,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,80.0,0
806,0.0,36,0.0,1,0,0,3,0,0,3,5,4,0.6666666666666666,3,7,0,334.7313432835821,0
807,0.0,768,0.0,6,0,0,36,0,1,19,156,150,0.8333333333333334,16,588,0,471.7272727272728,0
808,0.0,386,0.0,1,0,0,22,0,0,20,67,66,0.9545454545454546,17,191,1,397.5,0
809,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,995.9090909090908,0
810,0.0,67,0.0,0,0,0,8,0,0,2,16,16,1.0,3,50,0,1277.5,0
811,0.0,76,0.0,6,0,0,10,0,0,5,12,6,0.4,9,13,0,503.1111111111111,1
812,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,51.0,2
813,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,80.0,0
814,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,596.3333333333334,0
815,10.126582278481012,79,1.2658227848101269,0,8,1,7,0,0,1,15,15,1.0,1,53,0,257.0,0
816,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,2,0,1789.5,0
817,0.0,31,0.0,3,0,0,4,0,0,0,6,3,0.25,2,5,0,665.5,0
818,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2572.1,0
819,0.0,36,0.0,0,0,0,2,1,0,0,7,3,0.5,2,7,0,402.3333333333333,0
820,0.0,56,0.0,3,0,0,9,0,0,0,15,12,0.6666666666666666,9,25,0,103.3846153846154,0
821,0.0,116,0.0,10,0,0,15,0,0,5,23,13,0.3333333333333333,12,16,0,958.3684210526316,0
822,0.0,51,0.0,1,0,0,3,0,2,2,9,8,0.6666666666666666,1,19,0,463.0,0
823,0.0,37,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0,121.0,0
824,0.0,50,0.0,4,0,0,6,1,0,0,7,1,0.1666666666666666,6,17,0,1.0,2
825,0.0,49,0.0,3,0,0,6,1,1,4,6,2,0.3333333333333333,6,8,3,7246.0,2
826,0.0,45,0.0,2,0,0,7,0,0,2,7,5,0.7142857142857143,7,21,0,908.5,0
827,0.0,127,0.0,0,0,0,2,0,39,4,3,3,1.0,2,15,0,145.66666666666666,0
828,12.5,56,0.0,0,7,0,9,0,0,0,12,12,1.0,9,30,0,314.6428571428572,0
829,0.0,80,0.0,9,0,0,11,0,0,6,16,6,0.1818181818181818,10,22,0,347.0,0
830,0.0,27,0.0,1,0,0,3,1,1,1,6,3,0.3333333333333333,2,7,0,2450.333333333333,1
831,0.0,646,0.0,1,0,0,34,0,0,2,192,191,0.9705882352941176,11,226,0,625.7777777777778,0
832,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,0,365.57142857142856,0
833,0.0,302,0.0,2,0,0,25,0,1,3,59,57,0.92,11,197,0,136.55555555555554,0
834,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1620.0,0
835,2.083333333333333,48,4.166666666666667,0,1,2,6,0,0,1,11,11,1.0,3,22,0,4159.0,0
836,0.0,45,0.0,3,0,0,5,1,0,1,10,5,0.2,5,7,0,164.0,1
837,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,82.5,0
838,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,121.0,1
839,0.0,171,0.5847953216374269,6,0,1,25,0,1,1,39,33,0.76,23,31,0,3996.25,0
840,0.0,25,0.0,2,0,0,4,0,0,1,4,2,0.5,4,5,0,1439.6666666666667,2
841,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,243.92156862745097,0
842,0.0,26,0.0,0,0,0,2,0,0,0,2,2,1.0,2,17,0,3829.0,0
843,0.0,279,0.0,3,0,0,28,0,3,10,49,46,0.8928571428571429,14,54,0,166.83333333333334,0
