id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,NumberOfBugFixes,MeanCommitMessageLength,NumberOfRevisions,DaysWithCommits,NumberOfRefactorings,Severity
476,0.0,129,0.0,0,0,0,5,0,0,5,28,28,1.0,0,36,0,3,130.0,3,2,0,0
477,0.0,154,0.0,0,0,0,2,0,0,0,33,33,1.0,2,66,0,1,108.14285714285714,42,40,2,0
478,0.0,17,0.0,0,0,0,1,0,0,0,1,1,1.0,1,27,0,1,50.333333333333336,3,3,1,0
479,0.0,42,0.0,4,0,0,5,0,0,2,5,1,0.2,5,10,0,6,50.76923076923077,26,26,2,1
480,0.0,75,0.0,2,0,0,7,2,0,3,14,10,0.4285714285714285,7,14,0,0,65.0,1,1,0,0
481,5.882352941176471,17,0.0,1,1,0,2,0,0,0,2,1,0.5,2,2,0,0,49.2,5,5,0,0
482,0.0,49,0.0,3,0,0,4,0,1,5,6,3,0.25,4,8,0,1,86.5,2,2,0,0
483,0.0,11,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0,1,51.25,4,4,0,0
484,0.0,72,0.0,3,0,0,7,0,0,2,13,10,0.5714285714285714,7,21,0,1,121.9090909090909,11,10,1,0
485,0.0,35,0.0,5,0,0,7,0,0,0,7,2,0.2857142857142857,7,7,0,3,61.84615384615385,13,13,2,0
486,0.0,66,0.0,2,0,0,7,1,0,3,12,8,0.5714285714285714,7,10,0,0,82.42857142857143,7,7,0,0
487,0.0,25,0.0,1,0,0,4,0,0,1,4,3,0.75,4,4,0,0,56.0,2,2,0,0
488,0.0,28,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,0,73.0,1,1,0,1
489,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0,3,35.12,25,17,1,0
490,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,0,106.375,16,13,3,0
491,0.0,4,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,7,75.24285714285715,70,61,4,0
492,0.0,85,0.0,0,0,0,12,0,0,0,22,22,1.0,12,40,0,2,135.83333333333334,6,6,0,0
493,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,0,1,82.78947368421052,19,18,2,0
494,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,2,79.15384615384616,13,13,1,0
495,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,0,34.0,9,9,1,0
496,0.0,21,0.0,0,0,0,1,0,0,1,2,2,1.0,1,7,0,3,63.21052631578947,19,17,0,0
497,0.0,45,0.0,3,0,0,7,3,0,4,8,2,0.1428571428571428,7,7,0,0,36.25,12,10,2,1
498,0.0,39,0.0,0,0,0,3,0,0,2,5,5,1.0,0,11,0,1,46.57142857142857,7,7,0,0
499,0.0,27,0.0,1,0,0,2,0,2,1,2,1,0.5,2,6,0,1,58.0,2,2,0,0
500,0.0,62,0.0,0,0,0,1,0,0,0,15,15,1.0,1,22,0,1,97.83333333333331,6,5,0,0
501,0.0,182,0.0,0,0,0,9,0,0,6,37,37,1.0,8,65,0,7,50.2,15,11,1,0
502,0.0,120,0.0,8,0,0,10,0,0,9,12,4,0.2,10,31,0,2,49.57142857142857,7,7,0,0
503,0.0,26,0.0,0,0,0,2,0,0,3,2,2,1.0,1,7,0,0,30.285714285714285,7,4,0,0
504,0.0,132,0.0,2,0,0,11,0,0,4,29,27,0.8181818181818182,1,34,0,0,61.333333333333336,3,3,0,0
505,0.0,98,0.0,7,0,0,12,3,0,9,14,4,0.1666666666666666,12,15,0,0,72.4,5,4,0,0
506,0.0,59,0.0,2,0,0,12,0,2,0,15,13,0.8333333333333334,11,16,0,2,46.0,14,9,0,0
507,0.0,37,0.0,0,0,0,1,0,0,7,2,2,1.0,1,6,0,0,53.44444444444444,9,9,1,0
508,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,0,30.25,8,5,1,0
509,0.0,236,0.0,17,0,0,35,16,0,20,40,7,0.0571428571428571,35,39,33,0,79.94871794871794,39,36,1,1
510,0.0,66,0.0,1,0,0,11,1,0,4,11,9,0.8181818181818182,11,23,0,0,40.81818181818182,11,9,0,1
511,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0,1,40.5,4,4,1,0
512,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,1,18.5,2,2,0,0
513,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,15,0,0,20.0,2,2,0,0
514,0.0,82,0.0,0,0,0,4,0,0,4,15,15,1.0,0,68,0,2,96.83333333333331,6,5,0,0
515,0.0,35,2.857142857142857,0,0,1,4,0,0,3,4,4,1.0,2,16,0,0,22.125,8,8,1,0
516,0.0,47,0.0,2,0,0,7,2,0,4,8,4,0.4285714285714285,7,18,0,0,42.05882352941177,17,12,0,0
517,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,60.0,1,1,0,0
518,0.0,49,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,16,1,1,49.77777777777778,18,15,0,0
519,0.0,126,0.0,0,0,0,2,0,0,0,14,14,1.0,2,68,0,0,59.8,30,28,2,0
520,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,0,40.44444444444444,9,5,0,0
521,0.0,116,0.0,3,0,0,10,0,0,7,22,19,0.7,10,28,0,4,134.28571428571428,7,7,0,0
522,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,0,57.5,2,2,1,0
523,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,0,70.14285714285714,7,6,0,0
524,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,18,69.37362637362638,91,85,2,0
525,0.0,43,0.0,4,0,0,6,2,0,2,6,0,0.0,6,7,0,0,53.9,10,9,0,1
526,0.0,452,0.0,8,0,0,40,1,3,8,98,89,0.775,37,98,2,5,69.52083333333333,48,32,1,1
527,0.0,9,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,0,56.9,10,9,0,0
528,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0,4,82.88888888888889,63,57,2,0
529,0.0,37,0.0,0,0,0,2,0,4,0,5,5,1.0,0,20,0,0,49.0,1,1,0,0
530,0.0,60,0.0,0,0,0,1,0,0,0,1,1,1.0,1,81,0,1,61.125,8,8,1,0
531,0.0,16,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,0,18.0,1,1,0,0
532,0.0,132,0.0,5,0,0,18,1,0,2,26,20,0.6666666666666666,15,29,0,0,126.0,2,2,0,0
533,0.0,111,0.0,4,0,0,12,0,0,1,20,16,0.6666666666666666,11,29,0,1,78.4,5,5,0,0
534,0.0,30,0.0,1,0,0,2,0,0,2,3,2,0.5,2,7,0,0,46.9375,16,14,1,0
535,0.0,337,0.0,7,0,0,33,1,1,8,66,58,0.7575757575757576,30,69,1,3,54.43636363636364,55,51,1,0
536,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,0,70.0,1,1,0,0
537,0.0,24,0.0,1,0,0,6,0,0,1,6,5,0.8333333333333334,6,6,0,1,51.5,2,2,1,0
538,0.0,59,0.0,3,0,0,6,0,0,0,8,5,0.5,6,10,0,0,46.0,2,1,0,1
539,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,0,53.333333333333336,3,3,0,0
540,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,60.0,1,1,0,0
541,0.0,330,0.0,1,0,0,20,0,0,4,72,71,0.95,6,162,0,16,80.48529411764706,68,48,10,0
542,0.0,37,0.0,1,0,0,3,0,0,2,10,9,0.6666666666666666,2,9,0,0,18.0,1,1,0,0
543,0.0,29,0.0,0,0,0,5,0,0,0,6,6,1.0,5,9,0,0,243.55555555555557,9,9,0,0
544,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1,56.375,8,8,0,0
545,0.0,35,0.0,1,0,0,4,0,2,0,4,3,0.75,4,5,0,1,68.75,4,4,0,0
546,0.0,141,0.0,0,0,0,6,1,0,5,30,26,0.8333333333333334,3,45,0,4,41.0,12,9,1,0
547,0.0,13,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,2,76.32142857142857,28,27,1,2
548,0.0,30,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,0,16.0,2,2,0,0
549,0.0,56,0.0,2,0,0,7,0,1,2,8,6,0.7142857142857143,6,25,2,0,59.0,4,4,0,0
550,0.0,781,0.0,0,0,0,3,0,34,113,7,7,1.0,2,515,127,4,55.267605633802816,71,64,7,0
551,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,41.0,3,3,0,0
552,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,0,59.333333333333336,3,3,0,0
553,0.0,9,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,1,134.0,7,7,0,0
554,0.0,47,0.0,0,0,0,1,0,0,2,11,11,1.0,1,12,2,1,46.5,8,6,0,0
555,0.0,131,0.0,0,0,0,5,0,0,0,6,6,1.0,5,123,0,1,37.0,4,4,0,0
556,0.0,170,0.0,1,0,0,20,0,0,6,20,19,0.95,14,30,0,0,88.0,1,1,0,0
557,0.0,58,0.0,0,0,0,7,0,0,2,9,9,1.0,6,14,0,1,51.833333333333336,6,5,0,0
558,0.0,30,0.0,0,0,0,3,0,0,1,5,5,1.0,3,7,0,2,62.285714285714285,14,12,1,0
559,0.0,205,0.0,1,0,0,26,0,0,0,31,30,0.9615384615384616,12,104,0,3,105.41176470588236,17,16,1,0
560,0.0,92,0.0,14,0,0,16,0,0,0,18,4,0.125,16,19,0,1,42.2,5,5,0,0
561,0.0,26,0.0,0,0,0,3,1,0,0,3,2,0.6666666666666666,2,9,0,0,44.0,1,1,0,0
562,0.0,45,0.0,5,0,0,7,2,0,1,7,0,0.0,7,9,0,0,37.833333333333336,6,5,0,2
563,0.0,193,0.0,2,0,0,13,0,3,2,30,28,0.8461538461538461,7,107,0,0,113.66666666666669,3,3,0,0
564,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,0,63.75,4,3,0,0
565,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,1,57.833333333333336,6,5,0,2
566,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0,0,58.0,1,1,0,0
567,0.0,60,0.0,0,0,0,5,0,7,0,7,7,1.0,5,15,0,6,59.69230769230769,26,26,3,0
568,1.2987012987012987,77,0.0,0,1,0,4,0,0,4,14,14,1.0,4,30,0,0,45.0,3,2,0,0
569,0.0,255,0.0,3,0,0,24,0,0,8,37,34,0.875,18,146,0,3,123.41176470588236,34,33,0,1
570,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,0,40.0,2,2,0,0
571,0.0,89,0.0,0,0,0,3,0,0,3,23,23,1.0,3,52,0,1,66.66666666666667,6,6,1,0
572,0.0,31,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,2,4,1,2,134.88888888888889,9,9,0,0
573,0.0,71,0.0,0,0,0,34,0,0,0,34,34,1.0,0,34,0,7,51.75,44,36,1,2
574,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,55.0,2,2,0,0
575,0.0,31,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,0,67.5,2,1,0,2
576,0.0,75,0.0,12,0,0,12,0,0,12,12,0,0.0,12,36,0,0,55.66666666666666,6,6,0,1
577,0.0,23,0.0,0,0,0,3,0,0,1,3,3,1.0,3,3,0,13,117.08484848484848,165,139,5,0
578,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,2,90.33333333333331,48,40,2,0
579,0.0,28,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,3,8,0,0,43.5,2,2,0,0
580,0.0,30,0.0,1,0,0,4,3,0,3,4,0,0.0,4,4,0,4,219.16666666666663,24,20,5,0
581,0.0,57,0.0,5,0,0,8,0,0,4,8,3,0.375,8,16,0,3,81.9090909090909,11,11,1,0
582,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,1,104.88888888888889,9,9,0,0
583,0.0,33,0.0,0,0,0,5,0,0,1,6,6,1.0,4,6,0,0,89.5,2,2,0,0
584,1.9047619047619049,105,1.9047619047619049,0,2,2,16,0,0,0,27,27,1.0,16,77,0,2,47.19444444444444,36,28,2,0
585,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,71.2,5,5,0,0
586,0.0,21,0.0,2,0,0,3,1,0,1,3,0,0.0,3,3,0,3,46.54545454545455,22,7,3,1
587,0.0,94,0.0,0,0,0,6,0,0,0,12,12,1.0,4,29,0,0,267.6666666666667,3,3,0,0
588,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,0,60.0,1,1,0,1
589,0.0,101,0.0,0,0,0,5,0,0,7,20,20,1.0,3,24,0,3,117.85714285714286,7,4,1,0
590,0.0,41,0.0,0,0,0,3,1,0,6,3,2,0.6666666666666666,3,16,0,0,33.4,10,10,0,0
591,0.0,23,0.0,0,0,0,10,0,0,0,10,10,1.0,0,10,0,6,53.43333333333333,30,18,1,0
592,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,0,60.0,1,1,0,0
593,0.0,73,0.0,8,0,0,11,0,0,1,16,8,0.2727272727272727,11,28,0,2,110.3076923076923,13,12,0,0
594,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,53.333333333333336,3,2,0,0
595,0.0,372,0.0,4,0,0,28,3,0,17,49,41,0.75,8,70,0,1,87.45454545454545,22,22,0,0
596,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,1,28.714285714285715,7,5,1,0
597,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,0,167.33333333333334,9,8,0,0
598,0.0,22,0.0,0,0,0,3,0,0,2,4,4,1.0,2,5,0,0,168.0,1,1,0,0
599,0.0,106,0.0,7,0,0,12,3,0,5,16,6,0.1666666666666666,12,27,0,1,106.5,6,6,0,0
600,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,10,0,1,60.333333333333336,3,3,0,0
601,0.0,36,0.0,3,0,0,4,0,0,2,6,3,0.25,4,5,0,1,74.14285714285714,7,7,0,1
602,0.0,185,0.0,0,0,0,8,0,0,6,31,31,1.0,6,67,0,0,115.0,5,5,1,0
603,0.0,130,0.0,1,0,0,5,0,0,0,17,16,0.8,5,84,0,0,85.5,2,2,0,0
604,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,0,11,0,1,106.16666666666669,12,11,0,0
605,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,0,2,0,13,70.1829268292683,82,64,8,0
606,0.0,681,0.0,6,0,0,32,5,0,7,161,150,0.65625,5,215,0,0,51.5,8,8,0,0
607,0.0,150,0.0,6,0,0,12,0,0,6,36,30,0.5,12,47,5,12,47.13207547169812,53,34,0,0
608,0.0,55,0.0,1,0,0,6,0,0,1,11,10,0.8333333333333334,4,9,0,3,83.38461538461539,13,11,0,0
609,0.0,29,0.0,1,0,0,3,0,0,1,5,4,0.6666666666666666,3,6,0,0,57.5,2,2,1,0
610,0.0,55,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,0,114.26315789473684,19,14,3,0
611,0.0,10,0.0,0,0,0,3,0,0,0,3,3,1.0,0,4,0,0,59.0,3,3,0,0
612,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,1,32.5,2,1,0,0
613,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,0,46.0,2,2,0,0
614,0.0,69,0.0,11,0,0,11,0,0,11,11,0,0.0,11,33,0,1,72.58823529411765,17,17,2,1
615,0.0,20,0.0,2,0,0,2,0,0,1,2,0,0.0,2,5,0,1,107.55555555555556,9,4,1,0
616,0.0,221,0.0,3,0,0,17,0,1,4,45,42,0.8235294117647058,15,112,0,2,41.285714285714285,7,7,0,0
617,0.0,14,0.0,0,0,0,2,0,0,0,2,2,1.0,1,5,0,3,155.75,12,11,0,0
618,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,0,35.6,5,5,0,0
619,0.0,12,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,0,43.71428571428572,14,12,2,0
620,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,1,18.5,2,2,0,1
621,0.0,31,0.0,1,0,0,4,1,0,1,6,4,0.5,3,8,0,1,42.25,12,11,0,0
622,0.0,108,0.0,0,0,0,12,10,10,0,23,13,0.1666666666666666,11,41,0,0,50.25,4,4,0,1
623,0.0,35,0.0,3,0,0,3,0,0,0,3,0,0.0,3,3,0,0,30.0,2,2,0,2
624,15.789473684210526,19,0.0,0,3,0,4,0,0,0,4,4,1.0,0,6,0,1,142.45454545454547,11,11,0,0
625,0.0,334,0.0,1,0,0,18,0,0,4,105,103,0.9444444444444444,6,73,0,0,40.66666666666666,6,6,0,0
626,0.0,92,0.0,2,0,0,13,0,0,1,18,16,0.8461538461538461,13,24,0,0,57.5,2,2,1,0
627,0.0,12,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,68.0,4,3,0,0
628,0.0,33,0.0,1,0,0,6,3,0,0,6,2,0.3333333333333333,5,9,0,1,58.6875,16,14,0,0
629,0.0,6,33.333333333333336,0,0,2,1,0,0,0,1,1,1.0,1,3,0,1,29.5,4,4,0,0
630,0.0,82,0.0,1,0,0,8,0,0,0,18,17,0.875,2,13,0,1,54.0,5,5,0,0
631,0.0,99,0.0,0,0,0,11,0,0,0,24,24,1.0,3,67,0,1,50.25,32,23,1,0
632,0.0,28,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,7,46.629629629629626,27,19,0,0
633,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,0,58.25,4,4,0,0
634,0.0,1295,0.0,24,0,0,73,7,1,21,286,250,0.5753424657534246,70,334,7,2,59.958333333333336,24,22,2,1
635,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,0,39.66666666666666,6,6,0,0
636,0.0,142,0.0,0,0,0,2,0,0,2,27,27,1.0,2,83,0,0,136.42857142857142,14,12,2,0
637,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,4,7,0,0,243.55555555555557,9,9,0,0
638,0.0,21,9.523809523809524,0,0,2,3,0,0,0,3,3,1.0,1,9,0,1,41.0,12,10,0,0
639,0.0,8,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,1,48.5,18,16,0,0
640,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,53.85714285714285,7,6,0,0
641,0.0,94,0.0,1,0,0,12,0,0,2,21,20,0.9166666666666666,8,15,0,0,23.0,2,2,0,0
642,0.0,124,0.0,8,0,0,19,6,0,3,21,7,0.2631578947368421,18,26,0,6,23.363636363636363,22,16,9,2
643,0.0,35,0.0,0,0,0,7,0,0,0,7,7,1.0,7,8,0,1,43.5,4,4,0,0
644,0.0,46,0.0,0,0,0,3,0,0,0,9,9,1.0,3,31,0,0,44.25,12,12,0,0
645,0.0,142,0.0,14,0,0,28,14,0,14,28,0,0.0,28,33,0,0,32.333333333333336,9,9,0,3
646,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,5,3,3,58.1,30,29,1,0
647,0.0,26,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0,6,97.26666666666668,30,21,1,0
648,0.0,64,0.0,0,0,0,6,0,4,2,11,11,1.0,6,33,0,3,74.44,25,22,1,0
649,0.0,148,0.0,0,0,0,11,0,0,3,32,32,1.0,9,19,0,3,83.33333333333333,15,12,0,0
650,0.0,87,0.0,0,0,0,5,1,0,0,15,13,0.8,2,39,0,0,49.66666666666666,3,3,0,0
651,0.0,26,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0,4,97.66666666666669,9,8,3,0
652,0.0,12,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,0,150.0,10,8,0,0
653,0.0,13,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,3,62.3,10,9,0,0
654,0.0,52,0.0,1,0,0,6,0,0,1,10,9,0.8333333333333334,6,35,0,0,57.5,6,6,0,0
655,0.0,94,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,0,61.0,1,1,0,1
656,0.0,20,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,0,30.857142857142858,7,7,2,0
657,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,125.83333333333331,6,6,2,0
658,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,7,0,2,59.4,10,8,0,0
659,0.0,26,0.0,1,0,0,3,1,0,0,3,1,0.3333333333333333,3,6,0,1,18.5,2,2,0,0
660,0.0,75,0.0,0,0,0,2,0,0,0,23,23,1.0,2,31,0,1,49.64705882352941,17,17,0,0
661,0.0,283,0.0,1,0,0,13,0,18,0,43,42,0.9230769230769232,5,95,0,3,89.52941176470588,17,16,1,0
662,0.0,242,0.0,5,0,0,15,2,2,6,50,43,0.5333333333333333,12,101,0,2,120.75,4,4,0,0
663,0.0,36,0.0,3,0,0,5,2,0,1,5,0,0.0,5,5,0,0,58.4,5,5,0,0
664,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,18.0,1,1,0,0
665,6.25,32,3.125,1,2,1,4,0,0,1,5,4,0.75,2,18,0,0,52.0,2,2,0,0
666,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,0,18.5,2,2,1,0
667,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,3,66.25,16,15,0,0
668,0.0,82,0.0,3,0,0,9,0,0,2,14,11,0.6666666666666666,6,29,0,2,61.5925925925926,27,22,3,0
669,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,8,0,2,42.266666666666666,15,13,1,0
670,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0,1,77.41666666666667,12,10,0,0
671,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,113.1,30,29,2,0
672,0.0,39,0.0,2,0,0,4,0,0,2,5,3,0.5,4,19,0,0,372.0,1,1,1,0
673,0.0,152,0.0,7,0,0,17,1,0,4,30,22,0.5294117647058824,17,66,0,0,221.44444444444449,9,9,0,0
674,0.0,74,0.0,0,0,0,5,0,0,5,14,14,1.0,3,89,0,2,92.26315789473684,19,19,0,0
675,0.0,75,0.0,3,0,0,6,0,0,1,14,11,0.5,5,43,0,6,79.05555555555556,18,16,0,0
676,0.0,170,0.0,5,0,0,13,0,0,4,23,18,0.6153846153846154,13,48,0,0,26.0,1,1,0,0
677,0.0,34,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,1,54.19047619047619,21,19,1,0
678,0.0,364,0.0,7,0,0,26,0,0,16,68,61,0.7307692307692307,14,200,0,2,54.16666666666666,12,9,0,0
679,0.0,21,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,0,80.6,20,20,0,2
680,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,1,6,99.3793103448276,29,26,3,0
681,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,62.0,6,5,0,0
682,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0,5,69.52083333333333,48,32,1,0
683,0.0,10,0.0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,98.66666666666669,6,6,2,0
684,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,6,119.9090909090909,22,20,1,0
685,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,0,1,50.44444444444444,9,7,0,0
686,0.0,52,0.0,0,0,0,3,0,0,4,5,5,1.0,2,12,0,9,112.275,40,35,0,0
687,0.0,183,0.0,0,0,0,8,0,0,1,34,34,1.0,4,31,0,2,88.0,8,8,0,0
688,0.0,49,0.0,5,0,0,7,0,0,4,8,3,0.2857142857142857,7,8,0,0,51.333333333333336,3,3,0,2
689,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,0,40.66666666666666,3,3,0,0
690,0.0,467,0.4282655246252677,6,0,2,35,1,0,11,121,112,0.8,6,61,0,5,47.42857142857143,7,4,0,0
691,0.0,28,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,2,5,0,3,57.23076923076923,13,12,0,0
692,0.5571030640668524,359,0.0,26,2,0,52,18,0,19,75,28,0.1538461538461538,49,91,19,15,77.46913580246914,81,71,5,0
693,0.0,26,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,1,103.46153846153848,13,12,1,1
694,0.0,13,0.0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,0,26.33333333333333,3,3,0,2
695,0.0,14,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,4,68.15384615384616,13,13,1,0
696,0.0,79,0.0,0,0,0,3,0,0,2,10,10,1.0,2,22,0,0,34.5,8,8,0,0
697,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3,87.57142857142857,14,14,0,0
698,0.0,55,0.0,5,0,0,10,4,0,4,11,2,0.1,10,11,0,0,52.22222222222222,9,9,0,1
699,0.0,13,7.6923076923076925,1,0,1,3,0,0,0,3,2,0.6666666666666666,0,4,0,0,33.0,1,1,0,0
700,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,3,0,0,73.0,2,2,0,0
701,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,53.64705882352941,17,16,5,0
702,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,50.5,6,6,1,0
703,0.0,40,0.0,2,0,0,5,0,0,3,6,4,0.6,5,14,0,0,66.0,4,4,0,0
704,0.0,112,0.0,0,0,0,20,0,0,0,26,26,1.0,19,28,0,14,106.85,20,19,1,0
705,0.0,78,0.0,1,0,0,3,0,0,1,15,14,0.6666666666666666,1,22,0,0,40.0,4,4,0,0
706,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1,46.0,9,9,0,0
707,0.0,22,0.0,0,0,0,1,0,0,2,2,2,1.0,1,7,0,0,19.25,4,3,0,0
708,0.0,179,0.0,0,0,0,25,0,0,1,43,43,1.0,18,58,0,2,105.26666666666668,15,11,2,0
709,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,23,49.11009174311926,218,156,1,0
710,0.0,24,0.0,0,0,0,2,0,0,0,7,7,1.0,2,5,0,1,44.42857142857143,14,12,0,0
711,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,4,54.55555555555556,18,18,1,0
712,0.0,47,0.0,1,0,0,4,0,0,2,6,5,0.75,4,17,0,0,57.92857142857143,14,12,1,0
713,0.0,26,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,1,56.57142857142857,7,4,0,1
714,0.0,57,0.0,0,0,0,6,0,0,2,9,9,1.0,5,9,0,0,84.0,5,5,0,0
